ID,Physical interaction
YHR035W,10.0
YHR036W,12.0
YHR037W,22.0
YHR038W,8.0
YHR039C,24.0
YHR039CA,
YHR039C-A,29.0
YHR039C-B,
YHR040W,7.0
YHR041C,222.0
YHR042W,20.0
YHR043C,14.0
YHR044C,18.0
YHR045W,21.0
YHR046C,18.0
YHR047C,13.0
YHR048W,8.0
YHR049CA,
YHR049C-A,
YHR049W,11.0
YHR050W,28.0
YHR050W-A,2.0
YHR051W,65.0
YHR052W,78.0
YHR052W-A,
YHR053C,4.0
YHR054C,3.0
YHR054W-A,
YHR055C,5.0
YHR056C,32.0
YHR056W-A,
YHR057C,16.0
YHR058C,37.0
YHR059W,91.0
YHR060W,41.0
YHR061C,29.0
YHR062C,20.0
YHR063C,14.0
YHR063W-A,
YHR064C,64.0
YHR065C,13.0
YHR066W,116.0
YHR067W,106.0
YHR068W,11.0
YHR069C,37.0
YHR069C-A,
YHR070C-A,
YHR070W,10.0
YHR071C-A,
YHR071W,3.0
YHR072W,23.0
YHR072W-A,23.0
YHR073C-B,
YHR073W,48.0
YHR073W-A,
YHR074W,7.0
YHR075C,22.0
YHR076W,22.0
YHR077C,101.0
YHR078W,47.0
YHR079C,166.0
YHR079C-A,9.0
YHR079C-B,
YHR080C,35.0
YHR081W,197.0
YHR082C,56.0
YHR083W,14.0
YHR084W,68.0
YHR085W,18.0
YHR086W,48.0
YHR086W-A,
YHR087W,35.0
YHR088W,45.0
YHR089C,49.0
YHR090C,60.0
YHR091C,7.0
YHR092C,19.0
YHR093W,
YHR094C,45.0
YHR095W,
YHR096C,31.0
YHR097C,15.0
YHR098C,18.0
YHR099W,66.0
YHR100C,43.0
YHR101C,50.0
YHR102W,9.0
YHR103W,21.0
YHR104W,38.0
YHR105W,20.0
YHR106W,20.0
YHR107C,59.0
YHR108W,66.0
YHR109W,2.0
YHR110W,24.0
YHR111W,96.0
YHR112C,20.0
YHR113W,22.0
YHR114W,31.0
YHR115C,35.0
YHR116W,65.0
YHR117W,25.0
YHR118C,30.0
YHR119W,64.0
YHR120W,24.0
YHR121W,90.0
YHR122W,8.0
YHR123W,32.0
YHR124W,30.0
YHR125W,
YHR126C,3.0
YHR127W,13.0
YHR128W,12.0
YHR129C,108.0
YHR130C,
YHR131C,15.0
YHR131W-A,
YHR132C,32.0
YHR132W-A,20.0
YHR133C,19.0
YHR134W,45.0
YHR135C,56.0
YHR136C,9.0
YHR137C-A,
YHR137W,17.0
YHR138C,11.0
YHR139C,8.0
YHR139C-A,
YHR140W,26.0
YHR141C,37.0
YHR142W,88.0
YHR143W,17.0
YHR143WA,
YHR143W-A,51.0
YHR144C,
YHR145C,
YHR146W,30.0
YHR147C,18.0
YHR148W,29.0
YHR149C,9.0
YHR150W,9.0
YHR151C,44.0
YHR152W,40.0
YHR153C,7.0
YHR154W,77.0
YHR155W,20.0
YHR156C,37.0
YHR157W,36.0
YHR158C,80.0
YHR159W,22.0
YHR160C,32.0
YHR161C,61.0
YHR162W,19.0
YHR163W,31.0
YHR164C,21.0
YHR165C,82.0
YHR165W-A,
YHR166C,37.0
YHR167W,144.0
YHR168W,7.0
YHR169W,10.0
YHR170W,38.0
YHR171W,24.0
YHR172W,14.0
YHR173C,
YHR174W,98.0
YHR175W,17.0
YHR175W-A,4.0
YHR176W,15.0
YHR177W,5.0
YHR178W,184.0
YHR179W,49.0
YHR180C-B,
YHR180W,
YHR180W-A,
YHR181W,34.0
YHR182C-A,
YHR182W,24.0
YHR183W,137.0
YHR184W,19.0
YHR185C,24.0
YHR186C,45.0
YHR187W,59.0
YHR188C,12.0
YHR189W,102.0
YHR190W,18.0
YHR191C,208.0
YHR192W,25.0
YHR193C,67.0
YHR193C-A,
YHR194W,37.0
YHR195W,20.0
YHR196W,47.0
YHR197W,37.0
YHR198C,36.0
YHR199C,18.0
YHR199C-A,4.0
YHR200W,284.0
YHR201C,11.0
YHR202W,9.0
YHR203C,140.0
YHR204W,14.0
YHR205W,72.0
YHR206W,144.0
YHR207C,27.0
YHR208W,11.0
YHR209W,11.0
YHR210C,13.0
YHR211W,2.0
YHR212C,
YHR212W-A,
YHR213W,2.0
YHR213W-A,1.0
YHR213W-B,
YHR214C-B,
YHR214C-C,
YHR214C-D,
YHR214C-E,
YHR214W,1.0
YHR214WA,
YHR214W-A,
YHR215W,2.0
YHR216W,43.0
YHR217C,
YHR218W,2.0
YHR218W-A,
YHR219C-A,
YHR219W,2.0
YIL001W,6.0
YIL002C,48.0
YIL002W-A,5.0
YIL003W,9.0
YIL004C,36.0
YIL005W,19.0
YIL006W,8.0
YIL007C,20.0
YIL008W,99.0
YIL009C-A,15.0
YIL009W,12.0
YIL010W,25.0
YIL011W,16.0
YIL012W,
YIL013C,26.0
YIL014C-A,6.0
YIL014W,7.0
YIL015C-A,
YIL015W,15.0
YIL016W,66.0
YIL017C,49.0
YIL017W,
YIL018W,59.0
YIL019W,5.0
YIL020C,6.0
YIL020C-A,
YIL021C-A,
YIL021W,114.0
YIL022W,22.0
YIL023C,16.0
YIL024C,4.0
YIL025C,
YIL026C,19.0
YIL027C,54.0
YIL028W,
YIL029C,16.0
YIL029W-A,
YIL030C,70.0
YIL030W-A,
YIL031W,22.0
YIL032C,
YIL033C,53.0
YIL034C,68.0
YIL035C,126.0
YIL036W,51.0
YIL037C,12.0
YIL038C,75.0
YIL039W,67.0
YIL040W,252.0
YIL041W,44.0
YIL042C,25.0
YIL043C,38.0
YIL044C,81.0
YIL045W,18.0
YIL046W,23.0
YIL046W-A,1.0
YIL047C,29.0
YIL047C-A,
YIL048W,18.0
YIL049W,9.0
YIL050W,10.0
YIL051C,19.0
YIL052C,32.0
YIL053W,75.0
YIL054W,
YIL055C,12.0
YIL056W,12.0
YIL057C,12.0
YIL058W,
YIL059C,
YIL060W,9.0
YIL061C,32.0
YIL062C,24.0
YIL063C,18.0
YIL064W,18.0
YIL065C,100.0
YIL066C,15.0
YIL066W-A,
YIL067C,3.0
YIL068C,36.0
YIL068W-A,
YIL069C,65.0
YIL070C,69.0
YIL071C,13.0
YIL071W-A,
YIL072W,18.0
YIL073C,12.0
YIL074C,22.0
YIL075C,81.0
YIL076W,234.0
YIL077C,47.0
YIL078W,31.0
YIL079C,54.0
YIL080W,
YIL082W,
YIL082WA,
YIL082W-A,
YIL083C,9.0
YIL084C,251.0
YIL085C,6.0
YIL086C,
YIL087C,18.0
YIL088C,12.0
YIL089W,4.0
YIL090W,273.0
YIL091C,15.0
YIL092W,5.0
YIL093C,27.0
YIL094C,48.0
YIL095W,36.0
YIL096C,15.0
YIL097W,85.0
YIL098C,95.0
YIL099W,8.0
YIL100C-A,
YIL100W,
YIL101C,22.0
YIL102C,4.0
YIL102C-A,
YIL103W,24.0
YIL104C,12.0
YIL105C,66.0
YIL105W-A,
YIL106W,21.0
YIL107C,38.0
YIL108W,11.0
YIL109C,55.0
YIL110W,23.0
YIL111W,12.0
YIL112W,62.0
YIL113W,11.0
YIL114C,15.0
YIL115C,67.0
YIL115W-A,
YIL116W,9.0
YIL117C,9.0
YIL118W,43.0
YIL119C,32.0
YIL120W,6.0
YIL121W,20.0
YIL122W,39.0
YIL123W,31.0
YIL124W,63.0
YIL125W,34.0
YIL126W,63.0
YIL127C,7.0
YIL128W,146.0
YIL129C,17.0
YIL130W,26.0
YIL131C,40.0
YIL132C,27.0
YIL133C,109.0
YIL134C-A,
YIL134W,46.0
YIL135C,37.0
YIL136W,33.0
YIL137C,13.0
YIL138C,26.0
YIL139C,34.0
YIL140W,36.0
YIL141W,
YIL142C-A,
YIL142W,59.0
YIL143C,28.0
YIL144W,55.0
YIL145C,12.0
YIL146C,47.0
YIL147C,14.0
YIL148W,46.0
YIL149C,64.0
YIL150C,34.0
YIL151C,13.0
YIL152W,13.0
YIL153W,83.0
YIL154C,64.0
YIL155C,28.0
YIL156W,45.0
YIL156W-A,
YIL156W-B,3.0
YIL157C,10.0
YIL158W,7.0
YIL159W,49.0
YIL160C,69.0
YIL161W,17.0
YIL162W,17.0
YIL163C,
YIL164C,3.0
YIL165C,11.0
YIL166C,10.0
YIL167W,
YIL168W,
YIL169C,5.0
YIL170W,
YIL171W,
YIL171W-A,
YIL172C,5.0
YIL173W,13.0
YIL174W,
YIL175W,
YIL176C,1.0
YIL177C,6.0
YIL177W-A,
YIR001C,30.0
YIR002C,71.0
YIR003W,34.0
YIR004W,12.0
YIR005W,106.0
YIR006C,45.0
YIR007W,9.0
YIR008C,79.0
YIR009W,47.0
YIR010W,32.0
YIR011C,9.0
YIR012W,14.0
YIR013C,4.0
YIR014W,5.0
YIR015W,6.0
YIR016W,31.0
YIR017C,43.0
YIR017W-A,
YIR018C-A,1.0
YIR018W,16.0
YIR019C,25.0
YIR020C,
YIR020C-B,
YIR020W-A,
YIR021W,18.0
YIR021W-A,2.0
YIR022W,41.0
YIR023C-A,
YIR023W,37.0
YIR024C,18.0
YIR025W,28.0
YIR026C,28.0
YIR027C,10.0
YIR028W,11.0
YIR029W,13.0
YIR030C,3.0
YIR030W-A,
YIR031C,5.0
YIR032C,13.0
YIR033W,212.0
YIR034C,12.0
YIR035C,13.0
YIR036C,9.0
YIR036W-A,
YIR037W,28.0
YIR038C,82.0
YIR039C,8.0
YIR040C,
YIR041W,2.0
YIR042C,9.0
YIR043C,
YIR044C,
YJL001W,70.0
YJL002C,55.0
YJL003W,4.0
YJL004C,171.0
YJL005W,47.0
YJL006C,102.0
YJL007C,
YJL008C,52.0
YJL009W,
YJL010C,17.0
YJL011C,30.0
YJL012C,33.0
YJL012C-A,
YJL013C,64.0
YJL014W,46.0
YJL015C,
YJL016W,21.0
YJL017W,
YJL018W,
YJL019W,66.0
YJL020C,57.0
YJL020W-A,
YJL021C,
YJL022W,
YJL023C,45.0
YJL024C,65.0
YJL025W,10.0
YJL026C-A,
YJL026W,34.0
YJL027C,9.0
YJL028W,5.0
YJL029C,77.0
YJL030W,158.0
YJL031C,12.0
YJL032W,
YJL033W,33.0
YJL034W,84.0
YJL035C,16.0
YJL036W,102.0
YJL037W,5.0
YJL038C,3.0
YJL039C,38.0
YJL041W,50.0
YJL042W,36.0
YJL043W,8.0
YJL044C,36.0
YJL045W,85.0
YJL046W,74.0
YJL047C,101.0
YJL047C-A,3.0
YJL048C,16.0
YJL049W,64.0
YJL050W,33.0
YJL051W,22.0
YJL052C-A,
YJL052W,52.0
YJL053W,86.0
YJL054W,13.0
YJL055W,7.0
YJL056C,40.0
YJL057C,15.0
YJL058C,29.0
YJL059W,15.0
YJL060W,19.0
YJL061W,48.0
YJL062W,154.0
YJL062W-A,9.0
YJL063C,17.0
YJL064W,
YJL065C,22.0
YJL066C,23.0
YJL067W,
YJL068C,21.0
YJL069C,21.0
YJL070C,53.0
YJL071W,15.0
YJL072C,19.0
YJL073W,26.0
YJL074C,54.0
YJL075C,
YJL076W,78.0
YJL077C,5.0
YJL077W-A,
YJL077W-B,1.0
YJL078C,18.0
YJL079C,23.0
YJL080C,51.0
YJL081C,72.0
YJL082W,53.0
YJL083W,26.0
YJL084C,52.0
YJL085W,30.0
YJL086C,
YJL087C,10.0
YJL088W,15.0
YJL089W,37.0
YJL090C,58.0
YJL091C,24.0
YJL092W,341.0
YJL093C,15.0
YJL094C,24.0
YJL095W,278.0
YJL096W,12.0
YJL097W,18.0
YJL098W,73.0
YJL099W,60.0
YJL100W,8.0
YJL101C,124.0
YJL102W,4.0
YJL103C,8.0
YJL104W,17.0
YJL105W,13.0
YJL106W,58.0
YJL107C,9.0
YJL108C,14.0
YJL109C,63.0
YJL110C,58.0
YJL111W,30.0
YJL112W,43.0
YJL113W,
YJL114W,
YJL115W,225.0
YJL116C,10.0
YJL117W,118.0
YJL118W,4.0
YJL119C,
YJL120W,
YJL121C,51.0
YJL122W,30.0
YJL123C,92.0
YJL124C,370.0
YJL125C,16.0
YJL126W,6.0
YJL127C,16.0
YJL127C-B,3.0
YJL127W-A,
YJL128C,172.0
YJL129C,31.0
YJL130C,97.0
YJL131C,5.0
YJL132W,11.0
YJL133C-A,1.0
YJL133W,14.0
YJL134W,54.0
YJL135W,
YJL136C,122.0
YJL136W-A,
YJL137C,20.0
YJL138C,134.0
YJL139C,55.0
YJL140W,73.0
YJL141C,56.0
YJL142C,
YJL143W,26.0
YJL144W,6.0
YJL145W,18.0
YJL146W,14.0
YJL147C,50.0
YJL148W,219.0
YJL149W,15.0
YJL150W,
YJL151C,45.0
YJL152W,
YJL153C,38.0
YJL154C,122.0
YJL155C,40.0
YJL156C,9.0
YJL156W-A,
YJL157C,52.0
YJL158C,15.0
YJL159W,25.0
YJL160C,106.0
YJL161W,9.0
YJL162C,6.0
YJL163C,32.0
YJL164C,78.0
YJL165C,90.0
YJL166W,41.0
YJL167W,32.0
YJL168C,222.0
YJL169W,
YJL170C,10.0
YJL171C,20.0
YJL172W,15.0
YJL173C,31.0
YJL174W,22.0
YJL175W,
YJL176C,90.0
YJL177W,105.0
YJL178C,36.0
YJL179W,126.0
YJL180C,38.0
YJL181W,8.0
YJL182C,
YJL183W,206.0
YJL184W,24.0
YJL185C,13.0
YJL186W,15.0
YJL187C,124.0
YJL188C,
YJL189W,19.0
YJL190C,97.0
YJL191W,34.0
YJL192C,36.0
YJL193W,10.0
YJL194W,47.0
YJL195C,
YJL196C,42.0
YJL197C-A,
YJL197W,16.0
YJL198W,28.0
YJL199C,
YJL200C,64.0
YJL201W,31.0
YJL202C,
YJL203W,28.0
YJL204C,32.0
YJL205C,8.0
YJL206C,26.0
YJL206C-A,
YJL207C,17.0
YJL208C,35.0
YJL209W,8.0
YJL210W,37.0
YJL211C,
YJL212C,24.0
YJL213W,12.0
YJL214W,27.0
YJL215C,
YJL216C,6.0
YJL217W,14.0
YJL218W,19.0
YJL219W,2.0
YJL220W,
YJL221C,
YJL222W,5.0
YJL222W-A,
YJL222W-B,
YJL223C,1.0
YJL225C,4.0
YJL225W-A,
YJR001W,19.0
YJR002W,75.0
YJR003C,10.0
YJR004C,8.0
YJR005C-A,
YJR005W,29.0
YJR006W,20.0
YJR007W,86.0
YJR008W,7.0
YJR009C,81.0
YJR010CA,
YJR010C-A,27.0
YJR010W,10.0
YJR011C,47.0
YJR012C,3.0
YJR013W,7.0
YJR014W,57.0
YJR015W,14.0
YJR016C,16.0
YJR017C,22.0
YJR018W,
YJR019C,17.0
YJR020W,
YJR021C,50.0
YJR022W,22.0
YJR023C,
YJR024C,7.0
YJR025C,40.0
YJR026W,
YJR027W,
YJR028W,
YJR029W,
YJR030C,5.0
YJR031C,21.0
YJR032W,113.0
YJR033C,68.0
YJR034W,18.0
YJR035W,52.0
YJR036C,13.0
YJR037W,
YJR038C,
YJR039W,20.0
YJR040W,53.0
YJR041C,9.0
YJR042W,33.0
YJR043C,189.0
YJR044C,86.0
YJR045C,63.0
YJR046W,18.0
YJR047C,22.0
YJR048W,34.0
YJR049C,14.0
YJR050W,41.0
YJR051W,15.0
YJR052W,21.0
YJR053W,84.0
YJR054W,141.0
YJR055W,14.0
YJR056C,16.0
YJR057W,7.0
YJR058C,15.0
YJR059W,126.0
YJR060W,173.0
YJR061W,3.0
YJR062C,15.0
YJR063W,26.0
YJR064W,38.0
YJR065C,35.0
YJR066W,118.0
YJR067C,6.0
YJR068W,29.0
YJR069C,11.0
YJR070C,57.0
YJR071W,
YJR072C,32.0
YJR073C,383.0
YJR074W,142.0
YJR075W,153.0
YJR076C,63.0
YJR077C,44.0
YJR078W,24.0
YJR079W,9.0
YJR080C,20.0
YJR082C,80.0
YJR083C,19.0
YJR084W,38.0
YJR085C,4.0
YJR086W,9.0
YJR087W,
YJR088C,55.0
YJR089W,21.0
YJR090C,39.0
YJR091C,25.0
YJR092W,49.0
YJR093C,34.0
YJR094C,99.0
YJR094WA,
YJR094W-A,43.0
YJR095W,17.0
YJR096W,31.0
YJR097W,33.0
YJR098C,6.0
YJR099W,18.0
YJR100C,18.0
YJR101W,23.0
YJR102C,44.0
YJR103W,23.0
YJR104C,132.0
YJR105W,147.0
YJR106W,9.0
YJR107W,9.0
YJR108W,8.0
YJR109C,21.0
YJR110W,15.0
YJR111C,14.0
YJR112W,83.0
YJR112W-A,2.0
YJR113C,28.0
YJR114W,
YJR115W,9.0
YJR116W,6.0
YJR117W,189.0
YJR118C,153.0
YJR119C,38.0
YJR120W,56.0
YJR121W,43.0
YJR122W,10.0
YJR123W,121.0
YJR124C,11.0
YJR125C,50.0
YJR126C,28.0
YJR127C,19.0
YJR128W,
YJR129C,10.0
YJR130C,22.0
YJR131W,33.0
YJR132W,61.0
YJR133W,26.0
YJR134C,51.0
YJR135C,59.0
YJR135W-A,8.0
YJR136C,3.0
YJR137C,27.0
YJR138W,33.0
YJR139C,192.0
YJR140C,112.0
YJR140W-A,
YJR141W,16.0
YJR142W,20.0
YJR143C,41.0
YJR144W,69.0
YJR145C,140.0
YJR146W,
YJR147W,19.0
YJR148W,15.0
YJR149W,8.0
YJR150C,12.0
YJR151C,1.0
YJR151W-A,
YJR152W,16.0
YJR153W,11.0
YJR154W,13.0
YJR155W,3.0
YJR156C,1.0
YJR157W,
YJR158W,3.0
YJR159W,9.0
YJR160C,4.0
YJR161C,2.0
YJR162C,
YKL001C,20.0
YKL002W,29.0
YKL003C,16.0
YKL004W,29.0
YKL005C,15.0
YKL006CA,
YKL006C-A,15.0
YKL006W,161.0
YKL007W,78.0
YKL008C,52.0
YKL009W,166.0
YKL010C,31.0
YKL011C,9.0
YKL012W,36.0
YKL013C,17.0
YKL014C,44.0
YKL015W,26.0
YKL016C,41.0
YKL017C,4.0
YKL018C-A,3.0
YKL018W,48.0
YKL019W,10.0
YKL020C,58.0
YKL021C,25.0
YKL022C,32.0
YKL023C-A,
YKL023W,46.0
YKL024C,8.0
YKL025C,45.0
YKL026C,11.0
YKL027W,33.0
YKL028W,34.0
YKL029C,53.0
YKL030W,
YKL031W,
YKL032C,157.0
YKL033W,10.0
YKL033WA,
YKL033W-A,15.0
YKL034W,9.0
YKL035W,30.0
YKL036C,
YKL037W,12.0
YKL038W,36.0
YKL039W,15.0
YKL040C,28.0
YKL041W,187.0
YKL042W,53.0
YKL043W,28.0
YKL044W,
YKL045W,14.0
YKL046C,15.0
YKL047W,7.0
YKL048C,237.0
YKL049C,46.0
YKL050C,35.0
YKL051W,44.0
YKL052C,25.0
YKL053CA,
YKL053C-A,140.0
YKL053W,
YKL054C,53.0
YKL055C,108.0
YKL056C,61.0
YKL057C,81.0
YKL058W,25.0
YKL059C,20.0
YKL060C,74.0
YKL061W,40.0
YKL062W,62.0
YKL063C,26.0
YKL064W,28.0
YKL065C,85.0
YKL065W-A,2.0
YKL066W,
YKL067W,21.0
YKL068W,43.0
YKL068W-A,4.0
YKL069W,122.0
YKL070W,3.0
YKL071W,7.0
YKL072W,14.0
YKL073W,140.0
YKL074C,96.0
YKL075C,22.0
YKL076C,
YKL077W,12.0
YKL078W,12.0
YKL079W,64.0
YKL080W,50.0
YKL081W,150.0
YKL082C,28.0
YKL083W,
YKL084W,3.0
YKL085W,48.0
YKL086W,5.0
YKL087C,62.0
YKL088W,22.0
YKL089W,22.0
YKL090W,9.0
YKL091C,13.0
YKL092C,21.0
YKL093W,34.0
YKL094W,24.0
YKL095W,12.0
YKL096C-B,
YKL096W,8.0
YKL096WA,
YKL096W-A,19.0
YKL097C,
YKL097W-A,
YKL098W,28.0
YKL099C,18.0
YKL100C,10.0
YKL100W-A,
YKL101W,148.0
YKL102C,
YKL103C,40.0
YKL104C,81.0
YKL105C,13.0
YKL106C-A,2.0
YKL106W,25.0
YKL107W,5.0
YKL108W,25.0
YKL109W,106.0
YKL110C,103.0
YKL111C,
YKL112W,20.0
YKL113C,249.0
YKL114C,47.0
YKL115C,
YKL116C,40.0
YKL117W,32.0
YKL118W,
YKL119C,84.0
YKL120W,38.0
YKL121W,26.0
YKL122C,16.0
YKL123W,
YKL124W,13.0
YKL125W,12.0
YKL126W,36.0
YKL127W,69.0
YKL128C,9.0
YKL129C,38.0
YKL130C,31.0
YKL131W,
YKL132C,15.0
YKL133C,7.0
YKL134C,16.0
YKL135C,39.0
YKL136W,
YKL137W,47.0
YKL138C,6.0
YKL138C-A,46.0
YKL139W,220.0
YKL140W,24.0
YKL141W,28.0
YKL142W,35.0
YKL143W,92.0
YKL144C,41.0
YKL145W,96.0
YKL145W-A,
YKL146W,15.0
YKL147C,
YKL148C,35.0
YKL149C,28.0
YKL150W,33.0
YKL151C,18.0
YKL152C,49.0
YKL153W,
YKL154W,47.0
YKL155C,35.0
YKL156C-A,
YKL156W,31.0
YKL157W,34.0
YKL158W,
YKL159C,14.0
YKL160W,104.0
YKL161C,13.0
YKL162C,12.0
YKL162C-A,
YKL163W,7.0
YKL164C,22.0
YKL165C,9.0
YKL165C-A,
YKL166C,62.0
YKL167C,77.0
YKL168C,38.0
YKL169C,
YKL170W,10.0
YKL171W,44.0
YKL172W,83.0
YKL173W,88.0
YKL174C,13.0
YKL175W,13.0
YKL176C,86.0
YKL177W,
YKL178C,11.0
YKL179C,53.0
YKL180W,100.0
YKL181W,37.0
YKL182W,52.0
YKL183C-A,
YKL183W,11.0
YKL184W,174.0
YKL185W,48.0
YKL186C,30.0
YKL187C,9.0
YKL188C,10.0
YKL189W,7.0
YKL190W,168.0
YKL191W,25.0
YKL192C,18.0
YKL193C,38.0
YKL194C,9.0
YKL195W,22.0
YKL196C,68.0
YKL197C,45.0
YKL198C,52.0
YKL199C,
YKL200C,
YKL201C,19.0
YKL202W,
YKL203C,79.0
YKL204W,42.0
YKL205W,47.0
YKL206C,33.0
YKL207W,34.0
YKL208W,111.0
YKL209C,11.0
YKL210W,42.0
YKL211C,34.0
YKL212W,409.0
YKL213C,298.0
YKL214C,46.0
YKL215C,13.0
YKL216W,45.0
YKL217W,16.0
YKL218C,41.0
YKL219W,3.0
YKL220C,4.0
YKL221W,7.0
YKL222C,7.0
YKL223W,
YKL224C,
YKL225W,
YKR001C,260.0
YKR002W,37.0
YKR003W,23.0
YKR004C,15.0
YKR005C,4.0
YKR006C,36.0
YKR007W,120.0
YKR008W,43.0
YKR009C,28.0
YKR010C,59.0
YKR011C,2.0
YKR012C,
YKR013W,10.0
YKR014C,40.0
YKR015C,7.0
YKR016W,50.0
YKR017C,8.0
YKR018C,29.0
YKR019C,91.0
YKR020W,176.0
YKR021W,18.0
YKR022C,45.0
YKR023W,16.0
YKR024C,116.0
YKR025W,30.0
YKR026C,48.0
YKR027W,47.0
YKR028W,89.0
YKR029C,154.0
YKR030W,30.0
YKR031C,58.0
YKR032W,
YKR033C,
YKR034W,37.0
YKR035C,
YKR035W-A,76.0
YKR036C,26.0
YKR037C,27.0
YKR038C,12.0
YKR039W,40.0
YKR040C,
YKR041W,20.0
YKR042W,87.0
YKR043C,18.0
YKR044W,12.0
YKR045C,9.0
YKR046C,26.0
YKR047W,
YKR048C,176.0
YKR049C,29.0
YKR050W,25.0
YKR051W,13.0
YKR052C,22.0
YKR053C,39.0
YKR054C,135.0
YKR055W,37.0
YKR056W,15.0
YKR057W,55.0
YKR058W,28.0
YKR059W,116.0
YKR060W,46.0
YKR061W,22.0
YKR062W,35.0
YKR063C,23.0
YKR064W,25.0
YKR065C,75.0
YKR066C,16.0
YKR067W,56.0
YKR068C,66.0
YKR069W,9.0
YKR070W,9.0
YKR071C,21.0
YKR072C,71.0
YKR073C,
YKR074W,14.0
YKR075C,11.0
YKR075W-A,
YKR076W,8.0
YKR077W,20.0
YKR078W,8.0
YKR079C,13.0
YKR080W,13.0
YKR081C,80.0
YKR082W,195.0
YKR083C,37.0
YKR084C,30.0
YKR085C,23.0
YKR086W,21.0
YKR087C,9.0
YKR088C,27.0
YKR089C,24.0
YKR090W,16.0
YKR091W,47.0
YKR092C,108.0
YKR093W,27.0
YKR094C,108.0
YKR095W,80.0
YKR095W-A,8.0
YKR096W,30.0
YKR097W,37.0
YKR098C,16.0
YKR099W,85.0
YKR100C,24.0
YKR101W,39.0
YKR102W,9.0
YKR103W,14.0
YKR104W,18.0
YKR105C,6.0
YKR106W,7.0
YLL001W,86.0
YLL002W,152.0
YLL003W,22.0
YLL004W,31.0
YLL005C,12.0
YLL006W,137.0
YLL006W-A,
YLL007C,8.0
YLL008W,82.0
YLL009C,17.0
YLL010C,26.0
YLL011W,39.0
YLL012W,20.0
YLL013C,41.0
YLL014W,41.0
YLL015W,28.0
YLL016W,
YLL017W,
YLL018C,35.0
YLL018CA,
YLL018C-A,7.0
YLL019C,33.0
YLL019W-A,
YLL020C,
YLL021W,76.0
YLL022C,24.0
YLL023C,32.0
YLL024C,335.0
YLL025W,10.0
YLL026W,82.0
YLL027W,10.0
YLL028W,32.0
YLL029W,39.0
YLL030C,
YLL031C,26.0
YLL032C,10.0
YLL033W,25.0
YLL034C,39.0
YLL035W,6.0
YLL036C,62.0
YLL037W,
YLL038C,42.0
YLL039C,304.0
YLL040C,106.0
YLL041C,40.0
YLL042C,18.0
YLL043W,114.0
YLL044W,
YLL045C,155.0
YLL046C,14.0
YLL047W,
YLL048C,29.0
YLL049W,119.0
YLL050C,51.0
YLL051C,6.0
YLL052C,9.0
YLL053C,2.0
YLL054C,7.0
YLL055W,18.0
YLL056C,4.0
YLL057C,16.0
YLL058W,11.0
YLL059C,
YLL060C,9.0
YLL061W,7.0
YLL062C,5.0
YLL063C,8.0
YLL064C,1.0
YLL065W,
YLL066C,3.0
YLL066W-A,
YLL066W-B,
YLL067C,3.0
YLL067W-A,
YLR001C,5.0
YLR002C,65.0
YLR003C,44.0
YLR004C,17.0
YLR005W,38.0
YLR006C,45.0
YLR007W,11.0
YLR008C,22.0
YLR009W,34.0
YLR010C,7.0
YLR011W,11.0
YLR012C,6.0
YLR013W,5.0
YLR014C,24.0
YLR015W,165.0
YLR016C,29.0
YLR017W,21.0
YLR018C,58.0
YLR019W,16.0
YLR020C,15.0
YLR021W,45.0
YLR022C,14.0
YLR023C,42.0
YLR024C,95.0
YLR025W,74.0
YLR026C,58.0
YLR027C,128.0
YLR028C,22.0
YLR029C,86.0
YLR030W,6.0
YLR031W,29.0
YLR032W,114.0
YLR033W,47.0
YLR034C,23.0
YLR035C,19.0
YLR035C-A,
YLR036C,8.0
YLR037C,5.0
YLR038C,83.0
YLR039C,464.0
YLR040C,9.0
YLR041W,
YLR042C,4.0
YLR043C,28.0
YLR044C,92.0
YLR045C,40.0
YLR046C,15.0
YLR047C,9.0
YLR048W,95.0
YLR049C,6.0
YLR050C,23.0
YLR051C,11.0
YLR052W,101.0
YLR053C,12.0
YLR054C,3.0
YLR055C,178.0
YLR056W,271.0
YLR057W,14.0
YLR058C,53.0
YLR059C,29.0
YLR060W,24.0
YLR061W,81.0
YLR062C,
YLR063W,16.0
YLR064W,33.0
YLR065C,80.0
YLR066W,10.0
YLR067C,46.0
YLR068W,5.0
YLR069C,42.0
YLR070C,14.0
YLR071C,49.0
YLR072W,17.0
YLR073C,16.0
YLR074C,20.0
YLR075W,110.0
YLR076C,
YLR077W,10.0
YLR078C,59.0
YLR079W,231.0
YLR080W,18.0
YLR081W,22.0
YLR082C,30.0
YLR083C,16.0
YLR084C,25.0
YLR085C,224.0
YLR086W,23.0
YLR087C,210.0
YLR088W,16.0
YLR089C,126.0
YLR090W,42.0
YLR091W,29.0
YLR092W,5.0
YLR093C,27.0
YLR094C,14.0
YLR095C,38.0
YLR096W,33.0
YLR097C,14.0
YLR098C,55.0
YLR099C,8.0
YLR099W-A,3.0
YLR100W,22.0
YLR101C,
YLR102C,48.0
YLR103C,36.0
YLR104W,20.0
YLR105C,13.0
YLR106C,57.0
YLR107W,15.0
YLR108C,6.0
YLR109W,53.0
YLR110C,159.0
YLR111W,
YLR112W,
YLR113W,158.0
YLR114C,59.0
YLR115W,29.0
YLR116W,20.0
