ID,Protein half life
YIL016W,510.7
YIL017C,263.4
YIL017W,
YIL018W,583.6
YIL019W,151.9
YIL020C,720.3
YIL020C-A,
YIL021C-A,
YIL021W,648.8
YIL022W,555.0
YIL023C,
YIL024C,
YIL025C,
YIL026C,620.9
YIL027C,564.5
YIL028W,
YIL029C,
YIL029W-A,
YIL030C,592.3
YIL030W-A,
YIL031W,
YIL032C,
YIL033C,623.0
YIL034C,614.2
YIL035C,633.6
YIL036W,352.3
YIL037C,
YIL038C,485.6
YIL039W,529.2
YIL040W,1040.9
YIL041W,601.3
YIL042C,
YIL043C,564.8
YIL044C,441.1
YIL045W,
YIL046W,504.4
YIL046W-A,
YIL047C,
YIL047C-A,
YIL048W,1191.4
YIL049W,
YIL050W,
YIL051C,694.0
YIL052C,973.0
YIL053W,877.0
YIL054W,
YIL055C,133.0
YIL056W,196.0
YIL057C,
YIL058W,
YIL059C,
YIL060W,
YIL061C,
YIL062C,728.9
YIL063C,531.6
YIL064W,367.1
YIL065C,546.1
YIL066C,
YIL066W-A,
YIL067C,
YIL068C,796.6
YIL068W-A,
YIL069C,685.4
YIL070C,612.1
YIL071C,
YIL071W-A,
YIL072W,
YIL073C,
YIL074C,932.2
YIL075C,589.9
YIL076W,589.6
YIL077C,487.7
YIL078W,591.9
YIL079C,374.5
YIL080W,
YIL082W,629.8
YIL082WA,
YIL082W-A,
YIL083C,487.0
YIL084C,
YIL085C,349.7
YIL086C,
YIL087C,
YIL088C,368.9
YIL089W,
YIL090W,
YIL091C,588.0
YIL092W,
YIL093C,359.9
YIL094C,745.7
YIL095W,267.6
YIL096C,480.9
YIL097W,453.0
YIL098C,
YIL099W,
YIL100C-A,
YIL100W,
YIL101C,
YIL102C,
YIL102C-A,
YIL103W,514.5
YIL104C,452.8
YIL105C,334.0
YIL105W-A,
YIL106W,570.6
YIL107C,435.4
YIL108W,863.3
YIL109C,813.0
YIL110W,692.7
YIL111W,265.9
YIL112W,165.0
YIL113W,
YIL114C,252.5
YIL115C,584.2
YIL115W-A,
YIL116W,773.9
YIL117C,129.0
YIL118W,969.3
YIL119C,119.3
YIL120W,
YIL121W,
YIL122W,
YIL123W,30.9
YIL124W,478.3
YIL125W,515.8
YIL126W,471.4
YIL127C,248.1
YIL128W,509.0
YIL129C,452.4
YIL130W,399.8
YIL131C,244.0
YIL132C,
YIL133C,575.6
YIL134C-A,
YIL134W,
YIL135C,106.9
YIL136W,390.9
YIL137C,766.5
YIL138C,650.1
YIL139C,
YIL140W,102.5
YIL141W,
YIL142C-A,
YIL142W,677.6
YIL143C,333.8
YIL144W,188.6
YIL145C,569.6
YIL146C,
YIL147C,365.9
YIL148W,1472.6
YIL149C,410.8
YIL150C,686.4
YIL151C,
YIL152W,
YIL153W,
YIL154C,
YIL155C,232.8
YIL156W,489.8
YIL156W-A,
YIL156W-B,785.1
YIL157C,422.3
YIL158W,
YIL159W,511.1
YIL160C,
YIL161W,360.7
YIL162W,615.5
YIL163C,
YIL164C,
YIL165C,
YIL166C,
YIL167W,
YIL168W,
YIL169C,
YIL170W,
YIL171W,
YIL171W-A,
YIL172C,
YIL173W,562.9
YIL174W,
YIL175W,
YIL176C,
YIL177C,
YIL177W-A,
YIR001C,630.8
YIR002C,264.4
YIR003W,639.1
YIR004W,508.8
YIR005W,
YIR006C,609.7
YIR007W,394.3
YIR008C,650.4
YIR009W,526.5
YIR010W,252.1
YIR011C,
YIR012W,485.0
YIR013C,
YIR014W,245.9
YIR015W,316.4
YIR016W,
YIR017C,574.9
YIR017W-A,
YIR018C-A,
YIR018W,
YIR019C,
YIR020C,
YIR020C-B,
YIR020W-A,
YIR021W,
YIR021W-A,
YIR022W,534.8
YIR023C-A,
YIR023W,
YIR024C,489.6
YIR025W,
YIR026C,508.5
YIR027C,
YIR028W,
YIR029W,
YIR030C,
YIR030W-A,
YIR031C,
YIR032C,
YIR033W,122.1
YIR034C,1417.6
YIR035C,713.6
YIR036C,645.1
YIR036W-A,
YIR037W,607.1
YIR038C,415.9
YIR039C,
YIR040C,
YIR041W,
YIR042C,
YIR043C,
YIR044C,
YJL001W,508.6
YJL002C,454.9
YJL003W,
YJL004C,
YJL005W,568.1
YJL006C,341.0
YJL007C,
YJL008C,628.2
YJL009W,
YJL010C,522.4
YJL011C,681.8
YJL012C,651.2
YJL012C-A,
YJL013C,
YJL014W,628.2
YJL015C,
YJL016W,203.2
YJL017W,
YJL018W,
YJL019W,410.1
YJL020C,608.5
YJL020W-A,
YJL021C,
YJL022W,
YJL023C,
YJL024C,
YJL025W,
YJL026C-A,
YJL026W,464.9
YJL027C,
YJL028W,
YJL029C,488.0
YJL030W,404.0
YJL031C,685.7
YJL032W,
YJL033W,429.7
YJL034W,1620.7
YJL035C,
YJL036W,400.5
YJL037W,
YJL038C,
YJL039C,466.0
YJL041W,544.5
YJL042W,560.4
YJL043W,
YJL044C,447.8
YJL045W,
YJL046W,535.8
YJL047C,361.1
YJL047C-A,
YJL048C,
YJL049W,507.6
YJL050W,491.0
YJL051W,
YJL052C-A,
YJL052W,
YJL053W,716.2
YJL054W,490.0
YJL055W,1022.7
YJL056C,
YJL057C,310.7
YJL058C,
YJL059W,
YJL060W,741.9
YJL061W,521.7
YJL062W,372.7
YJL062W-A,377.1
YJL063C,339.1
YJL064W,
YJL065C,632.5
YJL066C,1611.5
YJL067W,
YJL068C,804.9
YJL069C,547.1
YJL070C,
YJL071W,396.4
YJL072C,
YJL073W,484.1
YJL074C,551.0
YJL075C,
YJL076W,708.4
YJL077C,
YJL077W-A,
YJL077W-B,
YJL078C,
YJL079C,
YJL080C,723.7
YJL081C,427.2
YJL082W,473.2
YJL083W,
YJL084C,451.4
YJL085W,643.6
YJL086C,
YJL087C,558.4
YJL088W,
YJL089W,
YJL090C,
YJL091C,
YJL092W,327.7
YJL093C,
YJL094C,97.1
YJL095W,617.6
YJL096W,
YJL097W,422.6
YJL098W,262.6
YJL099W,291.5
YJL100W,
YJL101C,497.9
YJL102W,822.4
YJL103C,
YJL104W,
YJL105W,
YJL106W,
YJL107C,
YJL108C,
YJL109C,517.2
YJL110C,136.8
YJL111W,645.8
YJL112W,440.4
YJL113W,
YJL114W,
YJL115W,661.4
YJL116C,
YJL117W,547.6
YJL118W,
YJL119C,
YJL120W,
YJL121C,654.4
YJL122W,327.7
YJL123C,506.8
YJL124C,999.1
YJL125C,557.9
YJL126W,439.0
YJL127C,
YJL127C-B,
YJL127W-A,
YJL128C,581.3
YJL129C,
YJL130C,470.8
YJL131C,458.7
YJL132W,
YJL133C-A,25.0
YJL133W,
YJL134W,567.7
YJL135W,
YJL136C,580.3
YJL136W-A,
YJL137C,
YJL138C,660.7
YJL139C,364.2
YJL140W,600.5
YJL141C,297.5
YJL142C,
YJL143W,
YJL144W,
YJL145W,691.2
YJL146W,543.4
YJL147C,194.6
YJL148W,607.7
YJL149W,
YJL150W,
YJL151C,
YJL152W,
YJL153C,1470.3
YJL154C,575.5
YJL155C,604.2
YJL156C,62.7
YJL156W-A,
YJL157C,32.1
YJL158C,84.5
YJL159W,
YJL160C,
YJL161W,
YJL162C,
YJL163C,
YJL164C,549.6
YJL165C,536.8
YJL166W,254.6
YJL167W,648.8
YJL168C,326.2
YJL169W,
YJL170C,
YJL171C,1793.7
YJL172W,461.3
YJL173C,485.9
YJL174W,255.3
YJL175W,
YJL176C,473.4
YJL177W,606.1
YJL178C,504.6
YJL179W,537.3
YJL180C,386.4
YJL181W,
YJL182C,
YJL183W,529.3
YJL184W,470.0
YJL185C,
YJL186W,293.4
YJL187C,
YJL188C,
YJL189W,
YJL190C,650.7
YJL191W,598.1
YJL192C,473.1
YJL193W,
YJL194W,
YJL195C,
YJL196C,
YJL197C-A,
YJL197W,620.4
YJL198W,148.4
YJL199C,
YJL200C,521.6
YJL201W,441.4
YJL202C,
YJL203W,624.5
YJL204C,566.2
YJL205C,335.4
YJL206C,
YJL206C-A,
YJL207C,627.6
YJL208C,610.3
YJL209W,
YJL210W,345.6
YJL211C,
YJL212C,
YJL213W,
YJL214W,
YJL215C,
YJL216C,
YJL217W,658.7
YJL218W,327.8
YJL219W,
YJL220W,
YJL221C,
YJL222W,562.9
YJL222W-A,
YJL222W-B,
YJL223C,
YJL225C,
YJL225W-A,
YJR001W,
YJR002W,418.7
YJR003C,488.5
YJR004C,171.9
YJR005C-A,
YJR005W,662.4
YJR006W,576.4
YJR007W,582.9
YJR008W,
YJR009C,
YJR010CA,
YJR010C-A,453.6
YJR010W,
YJR011C,379.4
YJR012C,
YJR013W,
YJR014W,564.4
YJR015W,33.7
YJR016C,702.3
YJR017C,589.9
YJR018W,
YJR019C,567.8
YJR020W,
YJR021C,
YJR022W,
YJR023C,
YJR024C,445.2
YJR025C,1122.0
YJR026W,
YJR027W,
YJR028W,
YJR029W,
YJR030C,
YJR031C,497.7
YJR032W,616.9
YJR033C,575.2
YJR034W,347.3
YJR035W,
YJR036C,
YJR037W,
YJR038C,
YJR039W,
YJR040W,786.4
YJR041C,495.6
YJR042W,471.5
YJR043C,319.2
YJR044C,
YJR045C,729.2
YJR046W,821.6
YJR047C,4664.9
YJR048W,395.5
YJR049C,520.1
YJR050W,
YJR051W,479.4
YJR052W,497.5
YJR053W,508.4
YJR054W,467.7
YJR055W,499.6
YJR056C,
YJR057W,639.1
YJR058C,
YJR059W,507.2
YJR060W,518.4
YJR061W,
YJR062C,412.1
YJR063W,440.8
YJR064W,580.1
YJR065C,600.1
YJR066W,450.4
YJR067C,549.7
YJR068W,623.8
YJR069C,655.7
YJR070C,550.6
YJR071W,
YJR072C,559.2
YJR073C,
YJR074W,475.6
YJR075W,334.6
YJR076C,563.0
YJR077C,471.4
YJR078W,
YJR079W,
YJR080C,454.7
YJR082C,
YJR083C,788.2
YJR084W,
YJR085C,
YJR086W,459.7
YJR087W,
YJR088C,691.2
YJR089W,
YJR090C,
YJR091C,347.2
YJR092W,58.2
YJR093C,499.2
YJR094C,
YJR094WA,
YJR094W-A,64.7
YJR095W,
YJR096W,561.8
YJR097W,
YJR098C,564.8
YJR099W,809.5
YJR100C,504.5
YJR101W,598.7
YJR102C,
YJR103W,599.5
YJR104C,371.1
YJR105W,484.9
YJR106W,
YJR107W,
YJR108W,
YJR109C,1271.9
YJR110W,
YJR111C,
YJR112W,274.3
YJR112W-A,
YJR113C,365.0
YJR114W,
YJR115W,
YJR116W,
YJR117W,785.7
YJR118C,
YJR119C,
YJR120W,
YJR121W,510.2
YJR122W,363.1
YJR123W,639.6
YJR124C,428.5
YJR125C,460.1
YJR126C,
YJR127C,151.6
YJR128W,
YJR129C,291.4
YJR130C,
YJR131W,519.1
YJR132W,842.9
YJR133W,454.5
YJR134C,767.7
YJR135C,
YJR135W-A,325.2
YJR136C,
YJR137C,616.7
YJR138W,459.9
YJR139C,703.7
YJR140C,245.9
YJR140W-A,
YJR141W,490.7
YJR142W,759.0
YJR143C,592.0
YJR144W,681.0
YJR145C,591.7
YJR146W,
YJR147W,276.9
YJR148W,1095.8
YJR149W,405.0
YJR150C,
YJR151C,
YJR151W-A,
YJR152W,
YJR153W,
YJR154W,
YJR155W,
YJR156C,
YJR157W,
YJR158W,
YJR159W,
YJR160C,
YJR161C,
YJR162C,
YKL001C,
YKL002W,534.7
YKL003C,
YKL004W,
YKL005C,298.2
YKL006CA,
YKL006C-A,670.9
YKL006W,581.5
YKL007W,1322.0
YKL008C,379.7
YKL009W,591.4
YKL010C,461.6
YKL011C,
YKL012W,743.1
YKL013C,
YKL014C,428.7
YKL015W,
YKL016C,
YKL017C,1077.0
YKL018C-A,543.0
YKL018W,828.7
YKL019W,575.9
YKL020C,
YKL021C,932.6
YKL022C,245.6
YKL023C-A,
YKL023W,561.6
YKL024C,867.4
YKL025C,517.0
YKL026C,
YKL027W,556.3
YKL028W,489.2
YKL029C,785.2
YKL030W,
YKL031W,
YKL032C,390.6
YKL033W,484.6
YKL033WA,
YKL033W-A,586.5
YKL034W,
YKL035W,653.1
YKL036C,
YKL037W,
YKL038W,
YKL039W,574.2
YKL040C,470.5
YKL041W,764.2
YKL042W,396.3
YKL043W,314.7
YKL044W,
YKL045W,263.0
YKL046C,
YKL047W,629.4
YKL048C,407.3
YKL049C,
YKL050C,
YKL051W,311.1
YKL052C,531.4
YKL053CA,
YKL053C-A,369.5
YKL053W,
YKL054C,597.5
YKL055C,366.0
YKL056C,605.3
YKL057C,624.4
YKL058W,450.0
YKL059C,436.6
YKL060C,720.6
YKL061W,379.0
YKL062W,113.0
YKL063C,421.9
YKL064W,1007.3
YKL065C,491.5
YKL065W-A,
YKL066W,
YKL067W,643.0
YKL068W,
YKL068W-A,
YKL069W,532.8
YKL070W,
YKL071W,
YKL072W,212.4
YKL073W,783.0
YKL074C,504.8
YKL075C,295.8
YKL076C,
YKL077W,476.6
YKL078W,390.7
YKL079W,448.2
YKL080W,689.8
YKL081W,599.4
YKL082C,388.2
YKL083W,
YKL084W,137.5
YKL085W,641.0
YKL086W,
YKL087C,301.3
YKL088W,650.3
YKL089W,
YKL090W,695.7
YKL091C,588.6
YKL092C,539.1
YKL093W,
YKL094W,693.6
YKL095W,226.5
YKL096C-B,
YKL096W,30.6
YKL096WA,
YKL096W-A,
YKL097C,
YKL097W-A,
YKL098W,295.3
YKL099C,340.7
YKL100C,446.4
YKL100W-A,
YKL101W,58.2
YKL102C,
YKL103C,997.7
YKL104C,783.6
YKL105C,365.7
YKL106C-A,
YKL106W,586.3
YKL107W,
YKL108W,
YKL109W,
YKL110C,717.8
YKL111C,
YKL112W,383.8
YKL113C,529.6
YKL114C,544.0
YKL115C,
YKL116C,808.8
YKL117W,593.2
YKL118W,
YKL119C,262.4
YKL120W,2089.6
YKL121W,390.1
YKL122C,474.8
YKL123W,
YKL124W,3887.8
YKL125W,99.6
YKL126W,500.6
YKL127W,581.7
YKL128C,1125.2
YKL129C,847.3
YKL130C,1291.1
YKL131W,
YKL132C,
YKL133C,
YKL134C,392.5
YKL135C,756.9
YKL136W,
YKL137W,94.0
YKL138C,336.0
YKL138C-A,
YKL139W,11.6
YKL140W,
YKL141W,239.7
YKL142W,672.8
YKL143W,429.0
YKL144C,493.1
YKL145W,662.1
YKL145W-A,
YKL146W,
YKL147C,
YKL148C,613.2
YKL149C,
YKL150W,455.6
YKL151C,470.5
YKL152C,832.6
YKL153W,
YKL154W,604.6
YKL155C,240.6
YKL156C-A,
YKL156W,
YKL157W,609.0
YKL158W,
YKL159C,
YKL160W,733.7
YKL161C,
YKL162C,
YKL162C-A,
YKL163W,12.1
YKL164C,12.1
YKL165C,544.5
YKL165C-A,
YKL166C,445.4
YKL167C,264.9
YKL168C,447.2
YKL169C,
YKL170W,377.1
YKL171W,
YKL172W,506.4
YKL173W,499.9
YKL174C,259.5
YKL175W,
YKL176C,281.1
YKL177W,
YKL178C,41.6
YKL179C,655.6
YKL180W,
YKL181W,548.8
YKL182W,726.7
YKL183C-A,
YKL183W,
YKL184W,121.9
YKL185W,58.9
YKL186C,7647.7
YKL187C,
YKL188C,
YKL189W,624.7
YKL190W,474.2
YKL191W,488.2
YKL192C,678.1
YKL193C,762.5
YKL194C,532.1
YKL195W,495.4
YKL196C,609.4
YKL197C,453.1
YKL198C,163.5
YKL199C,
YKL200C,
YKL201C,
YKL202W,
YKL203C,538.6
YKL204W,492.3
YKL205W,476.1
YKL206C,940.9
YKL207W,685.0
YKL208W,
YKL209C,
YKL210W,549.1
YKL211C,808.7
YKL212W,672.9
YKL213C,762.5
YKL214C,455.1
YKL215C,620.7
YKL216W,605.2
YKL217W,
YKL218C,2757.5
YKL219W,367.5
YKL220C,
YKL221W,
YKL222C,
YKL223W,
YKL224C,
YKL225W,
YKR001C,722.8
YKR002W,484.4
YKR003W,462.1
YKR004C,928.6
YKR005C,
YKR006C,288.0
YKR007W,
YKR008W,588.7
YKR009C,
YKR010C,418.9
YKR011C,
YKR012C,
YKR013W,27.3
YKR014C,409.6
YKR015C,
YKR016W,475.9
YKR017C,
YKR018C,539.7
YKR019C,324.1
YKR020W,302.6
YKR021W,264.6
YKR022C,
YKR023W,639.5
YKR024C,481.4
YKR025W,395.1
YKR026C,777.4
YKR027W,668.9
YKR028W,515.1
YKR029C,358.2
YKR030W,
YKR031C,392.0
YKR032W,
YKR033C,
YKR034W,
YKR035C,
YKR035W-A,462.6
YKR036C,431.6
YKR037C,5553.4
YKR038C,717.8
YKR039W,
YKR040C,
YKR041W,
YKR042W,33.6
YKR043C,810.3
YKR044W,
YKR045C,
YKR046C,891.8
YKR047W,
YKR048C,628.0
YKR049C,354.7
YKR050W,
YKR051W,
YKR052C,180.8
YKR053C,
YKR054C,619.2
YKR055W,558.5
YKR056W,448.0
YKR057W,580.3
YKR058W,
YKR059W,660.7
YKR060W,469.9
YKR061W,
YKR062W,335.3
YKR063C,503.2
YKR064W,
YKR065C,537.6
YKR066C,471.1
YKR067W,407.9
YKR068C,796.8
YKR069W,
YKR070W,473.8
YKR071C,153.1
YKR072C,542.8
YKR073C,
YKR074W,768.2
YKR075C,
YKR075W-A,
YKR076W,291.3
YKR077W,713.5
YKR078W,383.4
YKR079C,547.9
YKR080W,642.9
YKR081C,512.8
YKR082W,504.5
YKR083C,462.3
YKR084C,623.0
YKR085C,303.2
YKR086W,
YKR087C,
YKR088C,659.4
YKR089C,250.0
YKR090W,341.0
YKR091W,
YKR092C,510.1
YKR093W,94.6
YKR094C,1472.6
YKR095W,475.0
YKR095W-A,502.5
YKR096W,
YKR097W,
YKR098C,
YKR099W,351.8
YKR100C,167.3
YKR101W,
YKR102W,
YKR103W,
YKR104W,700.3
YKR105C,
YKR106W,
YLL001W,636.2
YLL002W,
YLL003W,
YLL004W,510.7
YLL005C,
YLL006W,
YLL006W-A,
YLL007C,505.1
YLL008W,458.2
YLL009C,422.4
YLL010C,173.1
YLL011W,323.2
YLL012W,732.8
YLL013C,300.2
YLL014W,575.2
YLL015W,251.1
YLL016W,
YLL017W,
YLL018C,652.6
YLL018CA,
YLL018C-A,
YLL019C,1047.1
YLL019W-A,
YLL020C,
YLL021W,529.5
YLL022C,369.8
YLL023C,551.7
YLL024C,891.7
YLL025W,
YLL026W,1420.8
YLL027W,83.3
YLL028W,115.6
YLL029W,1831.2
YLL030C,
YLL031C,759.0
YLL032C,622.9
YLL033W,350.2
YLL034C,521.9
YLL035W,585.7
YLL036C,540.1
YLL037W,
YLL038C,748.5
YLL039C,1472.6
YLL040C,612.0
YLL041C,705.2
YLL042C,
YLL043W,166.3
YLL044W,
YLL045C,604.2
YLL046C,
YLL047W,
YLL048C,707.4
YLL049W,
YLL050C,671.8
YLL051C,
YLL052C,
YLL053C,
YLL054C,
YLL055W,
YLL056C,
YLL057C,
YLL058W,
YLL059C,
YLL060C,
YLL061W,
YLL062C,621.2
YLL063C,
YLL064C,
YLL065W,
YLL066C,
YLL066W-A,
YLL066W-B,
YLL067C,
YLL067W-A,
YLR001C,
YLR002C,501.2
YLR003C,614.1
YLR004C,
YLR005W,588.6
YLR006C,482.7
YLR007W,386.9
YLR008C,453.4
YLR009W,365.3
YLR010C,
YLR011W,497.7
YLR012C,
YLR013W,
YLR014C,
YLR015W,441.1
YLR016C,
YLR017W,492.7
YLR018C,528.3
YLR019W,232.7
YLR020C,412.3
YLR021W,581.4
YLR022C,742.0
YLR023C,
YLR024C,
YLR025W,611.3
YLR026C,471.9
YLR027C,762.4
YLR028C,579.5
YLR029C,589.0
YLR030W,
YLR031W,
YLR032W,370.8
YLR033W,618.2
YLR034C,303.4
YLR035C,
YLR035C-A,
YLR036C,121.8
YLR037C,
YLR038C,276.5
YLR039C,
YLR040C,
YLR041W,
YLR042C,
YLR043C,542.2
YLR044C,689.3
YLR045C,443.8
YLR046C,
YLR047C,782.7
YLR048W,
YLR049C,
YLR050C,334.9
YLR051C,400.6
YLR052W,473.4
YLR053C,
YLR054C,
YLR055C,544.9
YLR056W,128.9
YLR057W,
YLR058C,510.3
YLR059C,613.3
YLR060W,667.8
YLR061W,659.6
YLR062C,
YLR063W,457.3
YLR064W,
YLR065C,972.2
YLR066W,699.1
YLR067C,
YLR068W,335.2
YLR069C,528.2
YLR070C,
YLR071C,698.1
YLR072W,366.8
YLR073C,
YLR074C,158.6
YLR075W,526.7
YLR076C,
YLR077W,526.6
YLR078C,518.5
YLR079W,36.5
YLR080W,812.5
YLR081W,
YLR082C,388.7
YLR083C,422.4
YLR084C,
YLR085C,1009.1
YLR086W,
YLR087C,
YLR088W,563.8
YLR089C,510.6
YLR090W,484.7
YLR091W,200.1
YLR092W,
YLR093C,421.7
YLR094C,
YLR095C,535.4
YLR096W,498.2
YLR097C,377.4
YLR098C,154.4
YLR099C,495.7
YLR099W-A,
YLR100W,807.1
YLR101C,
YLR102C,
YLR103C,
YLR104W,612.7
YLR105C,
YLR106C,524.1
YLR107W,323.9
YLR108C,193.1
YLR109W,657.1
YLR110C,10.0
YLR111W,
YLR112W,
YLR113W,645.5
YLR114C,499.1
YLR115W,612.8
YLR116W,464.3
YLR117C,257.3
YLR118C,625.4
YLR119W,761.4
YLR120C,645.0
YLR120W-A,
YLR121C,
YLR122C,
YLR123C,
YLR124W,
YLR125W,
YLR126C,620.3
YLR127C,
YLR128W,560.6
YLR129W,564.4
YLR130C,134.1
YLR131C,203.4
YLR132C,
YLR133W,645.2
YLR134W,
YLR135W,
YLR136C,
YLR137W,
YLR138W,
YLR139C,365.3
YLR140W,
YLR141W,
YLR142W,
YLR143W,601.1
YLR144C,479.7
YLR145W,
YLR146C,534.1
YLR146W-A,
YLR147C,600.0
YLR148W,531.0
YLR149C,
YLR149C-A,
YLR150W,557.1
YLR151C,579.8
YLR152C,
YLR153C,523.9
YLR154C,
YLR154C-G,
YLR154C-H,
YLR154W-A,
YLR154W-B,
YLR154W-C,
YLR154W-E,
YLR154W-F,
YLR155C,
YLR156C-A,
YLR156W,
YLR157C,
YLR157C-B,
YLR157C-C,
YLR157W-D,
YLR157W-E,
YLR158C,
YLR159C-A,
YLR159W,
YLR160C,
YLR161W,
YLR162W,
YLR162W-A,
YLR163C,324.2
YLR163W-A,
YLR164W,
YLR165C,
YLR166C,454.0
YLR167W,177.8
YLR168C,
YLR169W,
YLR170C,2155.1
YLR171W,
YLR172C,584.8
YLR173W,694.3
YLR174W,
YLR175W,444.1
YLR176C,372.7
YLR177W,
YLR178C,
YLR179C,879.7
YLR180W,510.7
YLR181C,595.9
YLR182W,486.5
YLR183C,
YLR184W,
YLR185W,567.4
YLR186W,626.0
YLR187W,329.5
YLR188W,
YLR189C,586.7
YLR190W,33.7
YLR191W,203.8
YLR192C,560.6
YLR193C,
YLR194C,
YLR195C,683.1
YLR196W,525.0
YLR197W,506.2
YLR198C,
YLR199C,678.1
YLR200W,702.0
YLR201C,560.7
YLR202C,
YLR203C,446.5
YLR204W,
YLR205C,
YLR206W,23.2
YLR207W,544.7
YLR208W,806.7
YLR209C,728.6
YLR210W,
YLR211C,310.4
YLR212C,
YLR213C,
YLR214W,253.5
YLR215C,527.7
YLR216C,1127.7
YLR217W,
YLR218C,483.9
YLR219W,502.8
YLR220W,540.5
YLR221C,536.4
YLR222C,526.5
YLR222C-A,
YLR223C,38.8
YLR224W,
YLR225C,632.0
YLR226W,526.7
YLR227C,
YLR227W-B,
YLR228C,
YLR229C,474.2
YLR230W,
YLR231C,783.8
YLR232W,
YLR233C,587.8
YLR234W,
YLR235C,
YLR236C,
YLR237W,59.0
YLR238W,618.7
YLR239C,
YLR240W,392.8
YLR241W,
YLR242C,
YLR243W,620.4
YLR244C,446.6
YLR245C,432.6
YLR246W,
YLR247C,1285.8
YLR248W,561.6
YLR249W,542.9
YLR250W,550.7
YLR251W,
YLR252W,
YLR253W,786.8
YLR254C,
YLR255C,
YLR256W,134.0
YLR256W-A,
YLR257W,353.5
YLR258W,545.3
YLR259C,767.8
YLR260W,459.2
YLR261C,
YLR262C,561.8
YLR262CA,
YLR262C-A,491.5
YLR263W,
YLR264C-A,
YLR264W,
YLR265C,255.0
YLR266C,
YLR267W,
YLR268W,600.6
YLR269C,
YLR270W,666.4
YLR271W,312.2
YLR272C,379.5
YLR273C,
YLR274W,474.1
YLR275W,642.8
YLR276C,469.1
YLR277C,461.0
YLR278C,233.3
YLR279W,
YLR280C,
YLR281C,
YLR282C,
YLR283W,
YLR284C,497.9
YLR285C-A,
YLR285W,633.3
YLR286C,83.4
YLR286W-A,
YLR287C,632.9
YLR287C-A,1259.1
YLR288C,
YLR289W,209.5
YLR290C,643.4
YLR291C,604.7
YLR292C,598.3
YLR293C,638.1
YLR294C,
YLR295C,308.3
YLR296W,
YLR297W,
YLR298C,628.0
YLR299C-A,
YLR299W,297.7
YLR300W,92.8
YLR301W,622.5
YLR302C,
YLR303W,2073.9
YLR304C,1084.5
YLR305C,502.6
YLR306W,574.9
YLR307C-A,
YLR307W,
YLR308W,
YLR309C,447.2
YLR310C,401.7
YLR311C,
YLR312C,
YLR312WA,
YLR312W-A,505.5
YLR313C,
YLR314C,607.6
YLR315W,
YLR316C,399.9
YLR317W,
YLR318W,
YLR319C,514.7
YLR320W,
YLR321C,632.3
YLR322W,
YLR323C,338.2
YLR324W,533.0
YLR325C,546.0
YLR326W,512.3
YLR327C,40.1
YLR328W,627.5
YLR329W,
YLR330W,556.4
YLR331C,
YLR332W,1182.7
YLR333C,573.9
YLR334C,
YLR335W,718.4
YLR336C,334.4
YLR337C,533.1
YLR338W,
YLR339C,
YLR340W,618.5
YLR341W,
YLR342W,214.4
YLR342W-A,
YLR343W,
YLR344W,
YLR345W,608.8
YLR346C,
YLR347C,590.3
YLR347W-A,
YLR348C,437.6
YLR349W,
YLR350W,219.3
YLR351C,732.8
YLR352W,
YLR353W,
YLR354C,1217.3
YLR355C,720.8
YLR356W,504.7
YLR357W,681.5
YLR358C,
YLR359W,477.1
YLR360W,472.7
YLR361C,498.8
YLR361C-A,597.4
YLR362W,446.9
YLR363C,374.7
YLR363W-A,221.3
YLR364C-A,
YLR364W,781.5
YLR365W,
YLR366W,
YLR367W,650.7
YLR368W,
YLR369W,604.9
YLR370C,1201.3
YLR371W,
YLR372W,524.2
YLR373C,682.8
YLR374C,
YLR375W,231.3
YLR376C,
YLR377C,
YLR378C,1148.5
YLR379W,
YLR380W,853.7
YLR381W,
YLR382C,387.9
YLR383W,347.1
YLR384C,559.2
YLR385C,651.6
YLR386W,615.8
YLR387C,381.0
YLR388W,529.2
YLR389C,649.1
YLR390W,623.3
YLR390WA,
YLR390W-A,132.7
YLR391W,
YLR392C,204.0
YLR393W,408.5
YLR394W,
YLR395C,231.6
YLR396C,787.4
YLR397C,590.7
YLR398C,565.6
YLR399C,671.5
YLR399W-A,
YLR400W,
YLR401C,536.2
YLR402W,
YLR403W,158.6
YLR404W,
YLR405W,763.2
YLR406C,619.5
YLR406C-A,
YLR407W,138.7
YLR408C,
YLR409C,
YLR410W,691.9
YLR410W-A,
YLR410W-B,
YLR411W,
YLR412C-A,
YLR412W,599.0
YLR413W,530.8
YLR414C,271.9
YLR415C,
YLR416C,
YLR417W,3381.6
YLR418C,624.6
YLR419W,494.5
YLR420W,667.0
YLR421C,482.8
YLR422W,362.5
YLR423C,355.7
YLR424W,445.8
YLR425W,
YLR426W,
YLR427W,554.7
YLR428C,
YLR429W,671.0
YLR430W,398.2
YLR431C,1918.5
YLR432W,625.1
YLR433C,629.4
YLR434C,
YLR435W,585.2
YLR436C,
YLR437C,
YLR437C-A,
YLR438CA,
YLR438C-A,547.3
YLR438W,
YLR439W,592.6
YLR440C,534.9
YLR441C,580.7
YLR442C,591.9
YLR443W,
YLR444C,
YLR445W,
YLR446W,
YLR447C,601.3
YLR448W,606.1
YLR449W,541.3
YLR450W,771.7
YLR451W,
YLR452C,275.8
YLR453C,
YLR454W,376.4
