Gene	HL_IB	HL_MS	PP
YDR520C	16.0	NA	0.5295
YDR521W	NA	NA	0.4634
YDR522C	NA	NA	0.5748
YDR523C	NA	NA	1.336
YDR524C	NA	353.5	0.4568
YDR524C-A	NA	NA	NA
YDR524C-B	NA	NA	NA
YDR524W-C	NA	NA	NA
YDR525W	NA	NA	0.8953
YDR525W-A	224.0	NA	0.8772
YDR526C	NA	NA	NA
YDR527W	61.0	564.8	NA
YDR528W	55.0	NA	0.6278
YDR529C	NA	10.4	0.986
YDR530C	36.0	789.4	0.469
YDR531W	NA	618.1	NA
YDR532C	145.0	340.2	4.724
YDR533C	NA	1870.0	0.4824
YDR534C	NA	NA	0.4148
YDR535C	NA	NA	0.2406
YDR536W	NA	NA	0.7863
YDR537C	NA	NA	0.7136
YDR538W	27.0	NA	0.5576
YDR539W	42.0	672.3	0.6857
YDR540C	6.0	160.4	0.7838
YDR541C	NA	539.1	0.7359
YDR542W	NA	NA	NA
YDR543C	NA	NA	NA
YDR544C	NA	NA	NA
YDR545C-A	NA	NA	NA
YDR545W	NA	NA	NA
YEL001C	237.0	470.9	0.8406
YEL002C	NA	598.8	NA
YEL003W	NA	572.6	1.451
YEL004W	49.0	NA	0.3801
YEL005C	75.0	NA	0.4704
YEL006W	10.0	NA	0.4973
YEL007W	8.0	321.3	0.4335
YEL008C-A	NA	NA	NA
YEL008W	341.0	NA	0.3652
YEL009C	5.0	NA	0.4824
YEL009C-A	NA	NA	NA
YEL010W	NA	NA	0.5121
YEL011W	NA	718.5	0.5377
YEL012W	87.0	NA	0.511
YEL013W	103.0	610.8	0.4939
YEL014C	NA	NA	0.4301
YEL015W	61.0	641.6	1.771
YEL016C	7.0	NA	0.621
YEL017C-A	NA	NA	0.7131
YEL017W	77.0	3270.1	0.3423
YEL018C-A	NA	NA	NA
YEL018W	81.0	611.2	0.3191
YEL019C	121.0	686.7	NA
YEL020C	NA	673.8	0.5113
YEL020C-B	NA	NA	NA
YEL020W-A	NA	505.8	NA
YEL021W	NA	NA	NA
YEL022W	16.0	578.1	NA
YEL023C	NA	NA	0.5277
YEL024W	NA	316.9	0.6574
YEL025C	NA	NA	0.7822
YEL026W	NA	567.9	NA
YEL027W	NA	NA	1.335
YEL028W	NA	NA	0.5391
YEL029C	17.0	742.8	0.7247
YEL030C-A	NA	NA	NA
YEL030W	NA	NA	1.071
YEL031W	NA	701.4	0.6535
YEL032C-A	NA	NA	NA
YEL032W	31.0	352.8	NA
YEL033W	NA	NA	0.3329
YEL034C-A	NA	NA	NA
YEL034W	NA	546.0	NA
YEL035C	NA	NA	NA
YEL036C	NA	584.6	4.365
YEL037C	NA	506.5	0.7407
YEL038W	NA	823.2	0.6235
YEL039C	236.0	NA	0.9093
YEL040W	22.0	175.5	0.846
YEL041W	70.0	NA	0.5886
YEL042W	2.0	292.0	0.938
YEL043W	23.0	377.5	0.7064
YEL044W	NA	635.2	4.253
YEL045C	NA	NA	1.408
YEL046C	1367.0	429.4	1.432
YEL047C	201.0	693.5	0.6496
YEL048C	607.0	371.0	0.4257
YEL049W	NA	NA	0.6543
YEL050C	79.0	403.1	0.2433
YEL050W-A	NA	NA	NA
YEL051W	NA	740.7	0.4068
YEL052W	65.0	310.1	0.7637
YEL053C	NA	NA	0.4948
YEL053W-A	NA	NA	NA
YEL054C	10.0	NA	0.7913
YEL055C	32.0	623.9	NA
YEL056W	NA	546.6	0.8555
YEL057C	NA	NA	0.4511
YEL058W	43.0	656.3	NA
YEL059C-A	NA	580.4	NA
YEL059W	NA	NA	0.5687
YEL060C	3.0	1156.8	0.5275
YEL061C	25.0	79.0	1.642
YEL062W	14.0	467.8	-0.03401
YEL063C	29.0	81.2	0.6607
YEL064C	NA	NA	0.5643
YEL065W	NA	NA	0.4835
YEL066W	3.0	470.8	0.6857
YEL067C	NA	NA	0.7158
YEL068C	NA	NA	0.6723
YEL069C	NA	NA	NA
YEL070W	227.0	NA	NA
YEL071W	56.0	930.3	0.1516
YEL072W	NA	NA	0.7148
YEL073C	NA	NA	NA
YEL074W	NA	NA	NA
YEL075C	NA	NA	NA
YEL075W-A	NA	NA	NA
YEL076C	NA	NA	NA
YEL076C-A	NA	NA	NA
YEL077C	NA	NA	NA
YEL077W-A	NA	NA	NA
YER001W	215.0	153.4	0.7117
YER002W	37.0	366.1	0.6553
YER003C	29.0	793.3	NA
YER004W	NA	611.2	0.411
YER005W	35.0	596.3	0.8863
YER006C-A	NA	NA	NA
YER006W	738.0	430.3	NA
YER007C-A	74.0	645.0	0.698
YER007W	22.0	463.1	0.4177
YER008C	29.0	694.4	NA
YER009W	NA	533.4	NA
YER010C	21.0	603.4	0.4547
YER011W	2.0	NA	0.5493
YER012W	1131.0	759.4	NA
YER013W	45.0	315.1	NA
YER014C-A	NA	NA	0.3614
YER014W	151.0	499.6	1.173
YER015W	26.0	NA	NA
YER016W	56.0	732.3	1.457
YER017C	45.0	385.2	0.787
YER018C	167.0	NA	NA
YER019C-A	20.0	360.3	0.7617
YER019W	58.0	839.1	0.5189
YER020W	16.0	541.8	0.3292
YER021W	23.0	581.6	NA
YER022W	39.0	550.7	NA
YER023C-A	NA	NA	NA
YER023W	NA	599.8	NA
YER024W	83.0	NA	0.598
YER025W	NA	541.3	NA
YER026C	NA	NA	NA
YER027C	34.0	459.6	0.5795
YER028C	NA	NA	0.5117
YER029C	NA	665.0	NA
YER030W	NA	608.6	0.271
YER031C	77.0	579.9	0.8112
YER032W	3.0	55.9	0.5774
YER033C	NA	NA	0.5358
YER034W	60.0	440.2	0.5614
YER035W	52.0	NA	0.7733
YER036C	53.0	571.1	NA
YER037W	36.0	NA	0.6148
YER038C	172.0	NA	NA
YER038W-A	NA	NA	0.1867
YER039C	NA	NA	0.6686
YER039C-A	NA	NA	0.4202
YER040W	3.0	340.5	1.338
YER041W	18.0	NA	0.7225
YER042W	145.0	613.6	0.7835
YER043C	NA	484.7	NA
YER044C	3.0	1392.2	1.47
YER044C-A	NA	NA	0.8111
YER045C	NA	NA	0.4916
YER046W	NA	NA	0.6169
YER046W-A	NA	NA	0.7131
YER047C	34.0	444.8	0.7555
YER048C	NA	554.2	0.4922
YER048W-A	NA	403.3	NA
YER049W	35.0	533.9	0.5305
YER050C	66.0	210.8	0.5558
YER051W	38.0	237.8	0.3564
YER052C	78.0	976.5	0.4909
YER053C	NA	623.8	0.6877
YER053C-A	NA	NA	NA
YER054C	40.0	NA	0.7184
YER055C	NA	1023.3	0.6182
YER056C	30.0	53.3	1.003
YER056C-A	102.0	NA	0.9428
YER057C	NA	551.4	0.8236
YER058W	NA	439.6	0.4207
YER059W	52.0	338.0	1.012
YER060W	NA	NA	0.4492
YER060W-A	NA	NA	0.7048
YER061C	NA	419.4	0.832
YER062C	NA	711.4	0.5655
YER063W	63.0	631.5	0.6365
YER064C	2.0	NA	0.4378
YER065C	NA	62.1	0.2326
YER066C-A	NA	NA	0.4893
YER066W	NA	NA	0.4546
YER067C-A	NA	NA	0.6042
YER067W	NA	449.2	0.3644
YER068C-A	NA	NA	0.4119
YER068W	25.0	519.9	0.2512
YER069W	NA	2659.9	0.3938
YER070W	77.0	234.9	2.63
YER071C	67.0	815.9	0.5317
YER072W	NA	579.2	0.5125
YER073W	64.0	739.6	0.6654
YER074W	NA	NA	0.7563
YER074W-A	NA	NA	NA
YER075C	38.0	234.5	0.4995
YER076C	NA	NA	NA
YER076W-A	NA	NA	NA
YER077C	41.0	214.4	0.485
YER078C	28.0	448.3	0.6389
YER078W-A	NA	NA	NA
YER079C-A	NA	NA	NA
YER079W	42.0	233.0	0.4319
YER080W	40.0	527.4	0.2498
YER081W	192.0	1005.9	0.3421
YER082C	54.0	478.3	NA
YER083C	NA	519.7	0.5781
YER084W	17.0	NA	0.3416
YER084W-A	NA	NA	NA
YER085C	NA	NA	0.6069
YER086W	44.0	491.0	0.8425
YER087C-A	55.0	NA	NA
YER087C-B	NA	656.9	NA
YER087W	3.0	364.7	0.6061
YER088C	18.0	178.5	0.4718
YER088C-A	NA	NA	NA
YER088W-B	NA	NA	NA
YER089C	100.0	497.2	0.3638
YER090C-A	NA	NA	NA
YER090W	39.0	632.5	0.5274
YER091C	38.0	450.7	0.4902
YER091C-A	NA	NA	0.7933
YER092W	75.0	380.5	0.5525
YER093C	NA	NA	NA
YER093C-A	1178.0	NA	0.7291
YER094C	NA	525.6	NA
YER095W	60.0	205.7	3.083
YER096W	NA	NA	0.3914
YER097W	NA	NA	0.7589
YER098W	9.0	NA	0.8059
YER099C	NA	647.0	NA
YER100W	26.0	83.1	NA
YER101C	19.0	647.4	0.7468
YER102W	98.0	NA	NA
YER103W	NA	NA	0.496
YER104W	3.0	NA	NA
YER105C	33.0	605.7	NA
YER106W	NA	NA	0.4236
YER107C	NA	628.1	NA
YER107W-A	NA	NA	NA
YER109C	NA	NA	0.4408
YER110C	130.0	559.4	0.9365
YER111C	141.0	343.9	0.8556
YER112W	217.0	613.9	NA
YER113C	NA	547.5	1.209
YER114C	22.0	341.9	0.3791
YER115C	NA	NA	1.343
YER116C	NA	NA	1.839
YER117W	NA	NA	0.496
YER118C	95.0	NA	0.6034
YER119C	NA	NA	0.53
YER119C-A	NA	NA	0.5938
YER120W	553.0	642.5	0.682
YER121W	NA	NA	0.4448
YER122C	56.0	553.3	0.8328
YER123W	25.0	NA	0.654
YER124C	2.0	NA	0.4718
YER125W	NA	465.3	NA
YER126C	70.0	181.3	NA
YER127W	31.0	657.3	NA
YER128W	117.0	307.6	0.5352
YER129W	240.0	2823.0	0.5013
YER130C	NA	NA	0.3173
YER131W	144.0	674.6	0.6037
YER132C	3.0	567.5	0.317
YER133W	61.0	942.7	NA
YER133W-A	NA	NA	NA
YER134C	NA	558.9	0.4541
YER135C	NA	NA	0.5981
YER136W	NA	660.3	NA
YER137C	NA	508.1	0.341
YER137W-A	NA	NA	NA
YER138W-A	NA	NA	NA
YER139C	92.0	346.5	0.9733
YER140W	NA	NA	0.8108
YER141W	50.0	1949.7	0.6324
YER142C	NA	NA	1.209
YER143W	16.0	371.9	0.5574
YER144C	14.0	NA	0.7149
YER145C	183.0	304.6	0.3747
YER145C-A	NA	NA	NA
YER146W	NA	566.3	NA
YER147C	136.0	1083.7	NA
YER147C-A	NA	NA	NA
YER148W	NA	285.4	NA
YER148W-A	NA	NA	NA
YER149C	79.0	569.6	0.9198
YER150W	NA	NA	0.8086
YER151C	45.0	619.4	1.505
YER152C	NA	1092.9	0.8774
YER152W-A	NA	NA	NA
YER153C	83.0	NA	0.6876
YER154W	NA	674.6	0.4333
YER155C	2616.0	409.0	3.408
YER156C	NA	694.9	0.38
YER157W	152.0	590.2	NA
YER158C	3.0	NA	0.4336
YER158W-A	NA	NA	NA
YER159C	NA	417.9	NA
YER161C	26.0	290.2	0.7552
YER162C	57.0	86.2	0.5635
YER163C	67.0	604.6	0.1668
YER164W	19.0	NA	0.6102
YER165C-A	NA	NA	NA
YER165W	NA	578.2	NA
YER166W	NA	562.1	0.7527
YER167W	NA	141.9	0.6196
YER168C	159.0	561.9	NA
YER169W	55.0	396.7	0.6742
YER170W	135.0	167.8	0.482
YER171W	31.0	501.6	NA
YER172C	8.0	452.5	NA
YER172C-A	NA	NA	NA
YER173W	15.0	NA	0.4758
YER174C	NA	593.2	0.2571
YER175C	NA	NA	0.4315
YER175W-A	NA	NA	NA
YER176W	NA	725.7	0.7345
YER177W	NA	696.5	0.5927
YER178W	77.0	517.6	1.141
YER179W	NA	NA	0.3713
YER180C	NA	NA	0.5915
YER180C-A	NA	330.7	NA
YER181C	NA	NA	0.5106
YER182W	71.0	585.6	0.9343
YER183C	NA	596.6	0.6239
YER184C	NA	NA	0.4619
YER185W	33.0	NA	0.5344
YER186C	NA	NA	0.4014
YER187W	NA	NA	0.6031
YER188C-A	NA	NA	NA
YER188W	NA	NA	0.5429
YER189W	NA	NA	NA
YER190C-A	NA	NA	NA
YER190C-B	NA	NA	NA
YER190W	NA	NA	NA
YFL001W	78.0	496.8	1.116
YFL002C	29.0	445.4	NA
YFL003C	NA	NA	0.6743
YFL004W	26.0	612.6	0.4825
YFL005W	NA	591.5	NA
YFL007W	6.0	350.5	NA
YFL008W	25.0	515.1	NA
YFL009W	NA	60.6	NA
YFL010C	92.0	452.8	1.813
YFL010W-A	NA	NA	NA
YFL011W	NA	NA	0.5703
YFL012W	NA	NA	0.9043
YFL012W-A	NA	NA	NA
YFL013C	24.0	493.7	0.6664
YFL013W-A	NA	NA	NA
YFL014W	NA	543.7	0.4906
YFL015C	NA	NA	0.7664
YFL015W-A	NA	NA	NA
YFL016C	53.0	707.1	0.7614
YFL017C	25.0	628.6	NA
YFL017W-A	297.0	527.4	NA
YFL018C	NA	598.5	0.5133
YFL019C	NA	NA	0.5215
YFL020C	NA	NA	0.4013
YFL021C-A	NA	NA	NA
YFL021W	21.0	170.3	0.4743
YFL022C	NA	NA	NA
YFL023W	13.0	476.0	1.452
YFL024C	85.0	478.7	NA
YFL025C	69.0	NA	0.9638
YFL026W	9.0	NA	0.5567
YFL027C	55.0	454.8	0.8674
YFL028C	219.0	640.7	0.7468
YFL029C	141.0	1013.6	NA
YFL030W	NA	NA	0.3519
YFL031C-A	NA	NA	NA
YFL031W	12.0	NA	0.8536
YFL032W	NA	NA	0.7178
YFL033C	NA	331.7	0.738
YFL034C-A	NA	590.8	NA
YFL034C-B	18.0	343.1	NA
YFL034W	64.0	491.6	0.8043
YFL036W	NA	169.4	0.9383
YFL037W	NA	667.0	NA
YFL038C	NA	656.0	NA
YFL039C	NA	625.5	NA
YFL040W	NA	NA	0.7338
YFL041W	9.0	339.8	0.5021
YFL041W-A	NA	NA	NA
YFL042C	NA	326.2	NA
YFL044C	69.0	428.6	0.6455
YFL045C	39.0	648.8	NA
YFL046W	63.0	463.8	0.3043
YFL047W	117.0	468.5	0.4364
YFL048C	13.0	432.5	0.3888
YFL049W	3.0	499.8	0.4919
YFL050C	3.0	NA	0.7304
YFL051C	NA	NA	0.4448
YFL052W	NA	NA	0.3432
YFL053W	NA	NA	0.7469
YFL054C	NA	NA	0.5775
YFL055W	NA	NA	0.6123
YFL056C	NA	NA	0.5343
YFL057C	NA	NA	NA
YFL058W	NA	NA	NA
YFL059W	NA	NA	NA
YFL060C	73.0	NA	NA
YFL061W	NA	NA	NA
YFL062W	115.0	NA	NA
YFL063W	NA	NA	0.3564
YFL064C	NA	NA	NA
YFL065C	NA	NA	NA
YFL066C	NA	NA	NA
YFL067W	NA	NA	NA
YFL068W	NA	NA	NA
YFR001W	NA	566.9	0.5436
YFR002W	35.0	613.6	NA
YFR003C	NA	NA	NA
YFR004W	138.0	615.0	NA
YFR005C	7.0	422.0	NA
YFR006W	NA	633.0	0.2865
YFR007W	68.0	645.4	0.5128
YFR008W	36.0	486.8	0.5434
YFR009W	47.0	623.3	0.8288
YFR009W-A	NA	NA	NA
YFR010W	83.0	554.0	0.8731
YFR010W-A	NA	NA	NA
YFR011C	53.0	315.4	0.614
YFR012W	NA	NA	0.7077
YFR012W-A	NA	NA	NA
YFR013W	87.0	NA	0.8512
YFR014C	111.0	524.7	0.6894
YFR015C	36.0	5118.1	0.4158
YFR016C	119.0	528.4	0.674
YFR017C	NA	NA	1.644
YFR018C	642.0	NA	0.757
YFR019W	NA	406.0	1.632
YFR020W	49.0	NA	1.045
YFR021W	140.0	599.6	0.3847
YFR022W	NA	NA	0.41
YFR023W	NA	NA	0.4318
YFR024C-A	17.0	776.4	NA
YFR025C	119.0	567.5	0.6359
YFR026C	NA	NA	0.287
YFR027W	NA	NA	NA
YFR028C	20.0	524.3	NA
YFR029W	NA	260.3	NA
YFR030W	53.0	472.8	0.6861
YFR031C	41.0	NA	NA
YFR031C-A	257.0	NA	0.3071
YFR032C	NA	NA	0.3041
YFR032C-A	NA	729.1	0.4151
YFR032C-B	NA	NA	NA
YFR033C	146.0	842.5	0.7674
YFR034C	NA	171.7	0.9351
YFR034W-A	NA	NA	NA
YFR035C	NA	NA	0.6857
YFR036W	2.0	236.0	0.4684
YFR036W-A	NA	NA	NA
YFR037C	74.0	591.6	NA
YFR038W	NA	232.3	0.3966
YFR039C	6.0	326.3	0.635
YFR040W	42.0	522.3	0.4778
YFR041C	NA	458.2	0.5841
YFR042W	NA	NA	NA
YFR043C	NA	340.7	0.5273
YFR044C	82.0	647.2	0.3914
YFR045W	NA	NA	0.6153
YFR046C	59.0	NA	0.5967
YFR047C	239.0	516.2	0.266
YFR048W	2.0	NA	0.7026
YFR049W	1628.0	300.0	0.7915
YFR050C	NA	742.9	NA
YFR051C	49.0	745.2	NA
YFR052C-A	NA	NA	NA
YFR052W	NA	657.0	NA
YFR053C	49.0	681.9	0.5173
YFR054C	NA	NA	0.5055
YFR055W	30.0	NA	0.8003
YFR056C	NA	NA	0.3223
YFR057W	NA	NA	0.4364
YGL001C	154.0	723.2	NA
YGL002W	NA	335.7	0.7165
YGL003C	NA	NA	1.07
YGL004C	53.0	334.9	0.4594
YGL005C	NA	572.0	0.5504
YGL006W	NA	360.1	0.3976
YGL006W-A	NA	NA	NA
YGL007C-A	NA	NA	NA
YGL007W	NA	NA	0.5138
YGL008C	45.0	NA	NA
YGL009C	29.0	1384.7	0.4513
YGL010W	NA	NA	0.4277
YGL011C	73.0	636.9	NA
YGL012W	198.0	721.1	0.236
YGL013C	NA	684.3	0.3064
YGL014C-A	NA	NA	NA
YGL014W	22.0	597.0	0.7761
YGL015C	NA	NA	0.9322
YGL016W	80.0	542.5	0.6027
YGL017W	443.0	241.3	0.3892
YGL018C	46.0	853.8	NA
YGL019W	17.0	712.1	0.7553
YGL020C	18.0	486.4	0.5258
YGL021W	184.0	65.7	0.5616
YGL022W	19.0	501.3	NA
YGL023C	NA	569.5	0.6054
YGL024W	NA	NA	0.8836
YGL025C	21.0	410.2	0.732
YGL026C	29.0	843.9	0.4783
YGL027C	31.0	370.8	0.1133
YGL028C	NA	188.5	0.5077
YGL029W	36.0	258.2	0.4757
YGL030W	146.0	605.3	NA
YGL031C	113.0	595.6	0.9269
YGL032C	NA	NA	0.5974
YGL033W	NA	NA	0.5937
YGL034C	NA	NA	0.6361
YGL035C	35.0	222.8	0.5972
YGL036W	6.0	237.1	0.4869
YGL037C	NA	1025.1	0.6325
YGL038C	6.0	220.7	1.113
YGL039W	30.0	2543.9	0.5346
YGL040C	NA	999.5	NA
YGL041C	NA	NA	0.3236
YGL041C-B	NA	NA	NA
YGL041W-A	NA	499.8	NA
YGL042C	NA	NA	0.4629
YGL043W	184.0	568.7	0.5981
YGL044C	71.0	NA	NA
YGL045W	15.0	NA	NA
YGL047W	NA	629.0	NA
YGL048C	36.0	713.7	NA
YGL049C	43.0	702.4	0.4487
YGL050W	253.0	550.0	0.6622
YGL051W	NA	NA	0.5656
YGL052W	NA	NA	NA
YGL053W	79.0	209.2	0.419
YGL054C	40.0	NA	0.4826
YGL055W	193.0	390.3	NA
YGL056C	63.0	495.8	0.3596
YGL057C	151.0	227.7	0.5061
YGL058W	114.0	NA	1.26
YGL059W	57.0	NA	0.2747
YGL060W	45.0	570.9	0.8825
YGL061C	76.0	419.2	NA
YGL062W	NA	635.4	0.4818
YGL063C-A	NA	NA	NA
YGL063W	NA	NA	0.5586
YGL064C	121.0	438.7	0.623
YGL065C	20.0	535.9	NA
YGL066W	20.0	287.9	0.8116
YGL067W	20.0	836.9	0.6577
YGL068W	59.0	524.1	NA
YGL069C	NA	NA	NA
YGL070C	87.0	NA	1.544
YGL071W	23.0	NA	0.3844
YGL072C	NA	NA	1.327
YGL073W	NA	626.7	NA
YGL074C	NA	NA	NA
YGL075C	NA	310.0	NA
YGL076C	113.0	577.8	1.306
YGL077C	26.0	120.0	0.9359
YGL078C	33.0	505.1	0.7593
YGL079W	39.0	NA	0.3234
YGL080W	37.0	326.1	0.5294
YGL081W	NA	NA	0.3677
YGL082W	40.0	644.5	0.1906
YGL083W	36.0	501.2	0.5423
YGL084C	NA	NA	0.6197
YGL085W	NA	NA	0.3706
YGL086W	24.0	553.0	0.1499
YGL087C	51.0	629.7	0.638
YGL088W	NA	NA	0.7403
YGL089C	NA	NA	0.4896
YGL090W	12.0	NA	0.5658
YGL091C	NA	375.1	NA
YGL092W	28.0	542.7	NA
YGL093W	NA	351.4	NA
YGL094C	23.0	648.4	0.5621
YGL095C	68.0	439.9	0.4638
YGL096W	NA	NA	0.4288
YGL097W	NA	606.5	NA
YGL098W	34.0	353.4	NA
YGL099W	44.0	613.2	NA
YGL100W	72.0	573.8	NA
YGL101W	51.0	466.7	0.5046
YGL102C	NA	NA	NA
YGL103W	NA	604.6	NA
YGL104C	NA	NA	0.3111
YGL105W	NA	637.9	0.6756
YGL106W	NA	568.6	NA
YGL107C	55.0	NA	0.27
YGL108C	NA	571.6	0.5569
YGL109W	NA	NA	0.7989
YGL110C	21.0	607.5	0.4262
YGL111W	48.0	526.7	NA
YGL112C	23.0	522.1	NA
YGL113W	16.0	NA	NA
YGL114W	17.0	NA	0.2988
YGL115W	NA	695.2	0.7071
YGL116W	NA	NA	NA
YGL117W	NA	1081.2	0.5122
YGL118C	NA	NA	0.5201
YGL119W	25.0	576.0	NA
YGL120C	32.0	554.0	NA
YGL121C	NA	NA	0.6439
YGL122C	44.0	551.9	NA
YGL123C-A	NA	NA	NA
YGL123W	NA	615.6	NA
YGL124C	37.0	642.0	0.18
YGL125W	54.0	568.9	0.2293
YGL126W	NA	NA	0.3155
YGL127C	911.0	NA	0.9829
YGL128C	46.0	NA	NA
YGL129C	69.0	333.1	0.5562
YGL130W	3.0	641.4	NA
YGL131C	158.0	NA	0.2935
YGL132W	NA	NA	0.2042
YGL133W	116.0	532.0	0.1664
YGL134W	10.0	NA	NA
YGL135W	69.0	NA	0.6865
YGL136C	NA	NA	1.394
YGL137W	53.0	626.2	NA
YGL138C	NA	NA	0.3969
YGL139W	NA	306.7	0.4509
YGL140C	22.0	NA	0.4312
YGL141W	28.0	485.9	0.5841
YGL142C	26.0	NA	NA
YGL143C	123.0	825.9	0.422
YGL144C	3.0	414.5	0.551
YGL145W	40.0	539.6	NA
YGL146C	NA	NA	0.4371
YGL147C	53.0	638.2	0.4149
YGL148W	69.0	704.7	0.4669
YGL149W	NA	NA	0.5514
YGL150C	88.0	410.3	NA
YGL151W	NA	609.0	0.5736
YGL152C	NA	NA	0.4574
YGL153W	66.0	402.8	0.8382
YGL154C	94.0	755.5	0.527
YGL155W	7806.0	599.3	NA
YGL156W	52.0	NA	0.3556
YGL157W	56.0	593.1	0.5316
YGL158W	NA	NA	0.3713
YGL159W	62.0	626.0	0.4989
YGL160W	95.0	NA	0.2916
YGL161C	9.0	659.3	0.4005
YGL162W	21.0	NA	0.6189
YGL163C	14.0	NA	2.882
YGL164C	59.0	585.7	0.6535
YGL165C	NA	NA	0.4823
YGL166W	23.0	NA	0.3123
YGL167C	57.0	612.3	0.7935
YGL168W	NA	NA	1.154
YGL169W	26.0	760.2	NA
YGL170C	NA	NA	0.3555
YGL171W	NA	402.0	NA
YGL172W	51.0	739.1	NA
YGL173C	81.0	662.0	3.348
YGL174W	NA	389.0	1.578
YGL175C	16.0	NA	0.7986
YGL176C	NA	NA	0.5666
YGL177W	25.0	NA	0.2857
YGL178W	NA	176.8	NA
YGL179C	NA	NA	0.4638
YGL180W	47.0	2007.2	0.543
YGL181W	63.0	414.3	0.4269
YGL182C	NA	NA	NA
YGL183C	NA	NA	NA
YGL184C	2.0	NA	NA
YGL185C	52.0	956.6	NA
YGL186C	NA	NA	NA
YGL187C	NA	315.9	NA
YGL188C	NA	NA	NA
YGL188C-A	NA	NA	NA
YGL189C	NA	613.4	NA
YGL190C	80.0	528.0	NA
YGL191W	NA	136.9	NA
YGL192W	NA	NA	NA
YGL193C	NA	NA	NA
YGL194C	125.0	271.9	0.7199
YGL194C-A	NA	NA	NA
YGL195W	17.0	653.3	0.4566
YGL196W	NA	809.3	0.4675
YGL197W	NA	444.6	0.3075
YGL198W	NA	NA	0.3403
YGL199C	NA	NA	1.181
YGL200C	NA	767.0	0.2971
YGL201C	21.0	517.1	NA
YGL202W	59.0	752.8	0.4031
YGL203C	51.0	237.8	0.4107
YGL204C	NA	NA	NA
YGL205W	NA	NA	0.3917
YGL206C	102.0	624.6	2.357
YGL207W	26.0	859.1	NA
YGL208W	NA	666.3	0.3043
YGL209W	15.0	NA	0.8309
YGL210W	NA	616.9	0.4523
YGL211W	NA	851.6	NA
YGL212W	61.0	88538.2	1.018
YGL213C	258.0	627.4	0.7976
YGL214W	NA	NA	0.4924
YGL215W	NA	NA	0.5259
YGL216W	12.0	301.6	0.4565
YGL217C	NA	NA	1.003
YGL218W	NA	NA	1.223
YGL219C	45.0	32.1	0.2491
YGL220W	45.0	570.1	0.8316
YGL221C	161.0	600.7	0.2464
YGL222C	NA	81.8	0.4297
YGL223C	41.0	467.8	1.759
YGL224C	NA	701.5	0.4764
YGL225W	29.0	278.0	NA
YGL226C-A	NA	368.8	0.7675
YGL226W	23.0	NA	0.7417
YGL227W	62.0	494.1	0.3542
YGL228W	230.0	487.8	0.356
YGL229C	39.0	NA	0.5002
YGL230C	NA	NA	0.2241
YGL231C	17.0	529.2	0.5643
YGL232W	103.0	605.5	0.7958
YGL233W	43.0	569.4	NA
YGL234W	162.0	574.0	0.6858
YGL235W	NA	NA	0.4962
YGL236C	NA	495.8	0.2499
YGL237C	NA	308.1	0.6081
YGL238W	141.0	572.2	NA
YGL239C	NA	NA	NA
YGL240W	17.0	NA	1.176
YGL241W	32.0	541.3	0.637
YGL242C	NA	1313.0	0.3689
YGL243W	NA	148.7	0.6856
YGL244W	23.0	293.2	0.664
YGL245W	53.0	652.5	NA
YGL246C	82.0	687.6	0.9032
YGL247W	NA	NA	NA
YGL248W	95.0	NA	0.4327
YGL249W	NA	NA	0.5303
YGL250W	NA	NA	0.5733
YGL251C	NA	NA	1.067
YGL252C	69.0	677.8	0.5088
YGL253W	NA	1069.2	0.7461
YGL254W	84.0	404.0	0.524
YGL255W	33.0	NA	0.4373
YGL256W	NA	NA	0.7117
YGL257C	NA	NA	0.6838
YGL258W	NA	NA	0.7842
YGL258W-A	NA	NA	NA
YGL259W	NA	NA	0.2384
YGL260W	NA	NA	0.5506
YGL261C	NA	NA	0.5024
YGL262W	NA	NA	0.4133
YGL263W	NA	NA	0.6558
YGR001C	51.0	614.6	0.4955
YGR002C	48.0	407.7	NA
YGR003W	19.0	1466.9	0.5686
YGR004W	NA	NA	0.6401
YGR005C	NA	534.9	NA
YGR006W	NA	604.3	2.749
YGR007W	173.0	764.8	1.278
YGR008C	75.0	221.2	0.5974
YGR009C	NA	456.6	NA
YGR010W	65.0	640.7	0.9929
YGR011W	NA	NA	0.5762
YGR012W	NA	693.2	0.9381
YGR013W	73.0	453.1	NA
YGR014W	38.0	NA	0.7293
YGR015C	NA	NA	0.8705
YGR016W	9.0	NA	0.6038
YGR017W	180.0	628.1	0.7512
YGR018C	NA	NA	0.6922
YGR019W	67.0	555.4	2.293
YGR020C	49.0	638.7	1.283
YGR021W	NA	530.4	0.5729
YGR022C	NA	NA	0.5781
YGR023W	NA	NA	0.2451
YGR024C	NA	386.0	NA
YGR025W	NA	NA	0.9328
YGR026W	63.0	355.1	0.4371
YGR027C	82.0	NA	0.9128
YGR028W	36.0	260.9	0.3761
YGR029W	NA	499.2	NA
YGR030C	27.0	504.6	NA
YGR031C-A	NA	NA	NA
YGR031W	NA	821.4	0.4443
YGR032W	NA	NA	0.4144
YGR033C	26.0	440.4	0.3744
YGR034W	NA	630.9	0.484
YGR035C	NA	NA	0.6623
YGR035W-A	NA	NA	NA
YGR036C	NA	NA	1.631
YGR037C	NA	733.0	0.6133
YGR038W	151.0	425.6	0.6787
YGR039W	NA	NA	0.4622
