Gene	HL_IB	HL_MS	PP
YMR092C	NA	820.1	0.9985
YMR093W	122.0	512.6	NA
YMR094W	NA	NA	NA
YMR095C	NA	NA	0.2655
YMR096W	NA	NA	0.3932
YMR097C	69.0	1764.5	0.5243
YMR098C	NA	NA	0.2515
YMR099C	NA	606.8	0.3978
YMR100W	74.0	NA	0.4109
YMR101C	NA	NA	0.4103
YMR102C	23.0	437.7	0.5752
YMR103C	NA	NA	0.6493
YMR104C	71.0	NA	0.09533
YMR105C	43.0	1829.1	1.572
YMR105W-A	NA	NA	NA
YMR106C	16.0	560.0	0.7841
YMR107W	27.0	NA	0.7022
YMR108W	40.0	507.6	NA
YMR109W	168.0	598.1	0.5444
YMR110C	321.0	624.2	0.3594
YMR111C	10.0	433.1	0.3861
YMR112C	116.0	298.7	NA
YMR113W	54.0	NA	NA
YMR114C	49.0	383.7	0.2682
YMR115W	156.0	473.5	0.7308
YMR116C	157.0	603.7	2.677
YMR117C	74.0	414.4	NA
YMR118C	NA	NA	0.5384
YMR119W	NA	599.0	0.5624
YMR119W-A	NA	NA	0.4733
YMR120C	39.0	662.8	0.3043
YMR121C	142.0	1204.2	0.5252
YMR122C	NA	NA	0.2709
YMR122W-A	NA	NA	NA
YMR123W	57.0	434.7	0.7797
YMR124W	430.0	563.3	0.5288
YMR125W	65.0	660.1	0.975
YMR126C	NA	NA	0.3997
YMR127C	6.0	NA	0.6161
YMR128W	393.0	379.2	NA
YMR129W	46.0	542.5	0.7196
YMR130W	NA	536.0	0.2786
YMR131C	NA	564.4	NA
YMR132C	38.0	1875.0	0.54
YMR133W	NA	NA	0.282
YMR134W	141.0	443.7	NA
YMR135C	156.0	439.5	0.9482
YMR135W-A	NA	NA	0.5249
YMR136W	NA	NA	0.2788
YMR137C	16.0	NA	0.4462
YMR138W	64.0	NA	0.2246
YMR139W	21.0	664.8	0.4686
YMR140W	19.0	458.6	0.9561
YMR141C	NA	NA	0.6933
YMR141W-A	NA	NA	NA
YMR142C	67.0	658.0	1.595
YMR143W	131.0	NA	0.7865
YMR144W	NA	NA	0.5849
YMR145C	NA	251.5	0.4764
YMR146C	1250.0	574.2	NA
YMR147W	NA	248.1	0.5475
YMR148W	NA	NA	0.8294
YMR149W	329.0	651.4	NA
YMR150C	NA	NA	1.444
YMR151W	NA	NA	0.4369
YMR152W	27.0	568.8	1.585
YMR153C-A	NA	NA	0.6853
YMR153W	NA	502.5	0.8741
YMR154C	2.0	NA	0.7588
YMR155W	NA	NA	0.3267
YMR156C	NA	NA	0.591
YMR157C	26.0	NA	0.538
YMR158C-A	NA	NA	NA
YMR158W	NA	370.7	0.5904
YMR158W-B	NA	NA	NA
YMR159C	56.0	333.1	0.5872
YMR160W	NA	NA	0.4951
YMR161W	56.0	510.9	0.6207
YMR162C	47.0	NA	0.6838
YMR163C	10.0	NA	0.6004
YMR164C	19.0	NA	0.8413
YMR165C	72.0	502.2	NA
YMR166C	32.0	NA	1.197
YMR167W	10.0	504.9	0.8014
YMR168C	22.0	554.1	NA
YMR169C	34.0	NA	0.4053
YMR170C	NA	1246.7	0.4595
YMR171C	NA	306.3	0.8085
YMR172C-A	NA	NA	0.5304
YMR172W	3.0	412.1	0.9646
YMR173W	63.0	291.8	0.5659
YMR173W-A	NA	NA	0.9185
YMR174C	NA	605.6	0.5285
YMR175W	34.0	NA	0.4038
YMR175W-A	NA	NA	NA
YMR176W	NA	NA	0.3918
YMR177W	NA	NA	0.4717
YMR178W	NA	722.4	0.3611
YMR179W	45.0	NA	1.19
YMR180C	114.0	NA	0.6107
YMR181C	26.0	NA	0.3888
YMR182C	NA	NA	0.488
YMR182W-A	NA	NA	NA
YMR183C	NA	551.2	0.4808
YMR184W	22.0	150.7	0.5503
YMR185W	NA	497.6	0.9468
YMR186W	109.0	997.2	0.7821
YMR187C	NA	NA	0.2549
YMR188C	81.0	355.1	0.3239
YMR189W	69.0	397.5	0.3694
YMR190C	NA	NA	1.122
YMR191W	NA	NA	0.4875
YMR192W	19.0	NA	0.5736
YMR193C-A	NA	NA	0.4492
YMR193W	433.0	360.9	0.6954
YMR194C-A	NA	NA	0.2883
YMR194C-B	NA	NA	NA
YMR194W	214.0	643.2	1.02
YMR195W	42.0	NA	0.5182
YMR196W	346.0	609.2	0.6339
YMR197C	NA	448.9	NA
YMR198W	18.0	NA	2.253
YMR199W	6.0	NA	0.4519
YMR200W	20.0	NA	NA
YMR201C	31.0	NA	0.5408
YMR202W	29.0	620.7	1.306
YMR203W	NA	552.3	NA
YMR204C	30.0	NA	0.5473
YMR205C	96.0	653.5	1.619
YMR206W	NA	NA	0.3171
YMR207C	NA	NA	0.4842
YMR208W	43.0	884.6	NA
YMR209C	52.0	627.5	0.6192
YMR210W	NA	219.6	0.7716
YMR211W	NA	490.1	NA
YMR212C	NA	449.6	NA
YMR213W	28.0	412.3	NA
YMR214W	67.0	NA	0.8358
YMR215W	17.0	166.9	0.4296
YMR216C	62.0	445.6	0.9713
YMR217W	NA	535.7	NA
YMR218C	131.0	399.2	NA
YMR219W	NA	351.3	2.016
YMR220W	92.0	497.8	NA
YMR221C	NA	NA	0.5289
YMR222C	7.0	NA	0.8512
YMR223W	11.0	537.9	0.651
YMR224C	7.0	1224.4	0.872
YMR225C	51.0	NA	1.076
YMR226C	47.0	529.1	0.5058
YMR227C	55.0	410.5	NA
YMR228W	36.0	572.9	0.5571
YMR229C	15.0	514.1	NA
YMR230W	1448.0	NA	0.6966
YMR230W-A	NA	NA	NA
YMR231W	64.0	438.4	0.8234
YMR232W	NA	NA	0.5016
YMR233W	106.0	377.2	0.5665
YMR234W	25.0	366.3	0.4394
YMR235C	34.0	696.2	NA
YMR236W	93.0	350.9	NA
YMR237W	46.0	453.0	0.8256
YMR238W	NA	NA	1.147
YMR239C	103.0	487.6	NA
YMR240C	54.0	562.5	NA
YMR241W	21.0	494.4	1.066
YMR242C	137.0	NA	0.6428
YMR242W-A	NA	NA	NA
YMR243C	35.0	547.9	0.5952
YMR244C-A	33.0	326.7	0.8038
YMR244W	NA	NA	1.127
YMR245W	NA	NA	0.6538
YMR246W	NA	325.8	0.3236
YMR247C	3.0	567.3	0.448
YMR247W-A	NA	NA	NA
YMR250W	62.0	570.7	0.4161
YMR251W	NA	NA	0.553
YMR251W-A	22.0	NA	0.1688
YMR252C	NA	NA	0.5449
YMR253C	17.0	NA	0.3441
YMR254C	NA	NA	0.476
YMR255W	66.0	212.1	0.9033
YMR256C	NA	NA	1.094
YMR257C	26.0	NA	0.8367
YMR258C	53.0	528.0	0.3386
YMR259C	89.0	474.5	0.5752
YMR260C	32.0	619.1	NA
YMR261C	22.0	589.2	0.6729
YMR262W	39.0	NA	0.783
YMR263W	NA	334.2	0.7473
YMR264W	25.0	511.1	0.7855
YMR265C	NA	567.4	0.8758
YMR266W	42.0	427.4	0.8662
YMR267W	357.0	801.8	0.8523
YMR268C	52.0	905.0	NA
YMR269W	23.0	556.0	NA
YMR270C	9.0	382.5	NA
YMR271C	32.0	NA	0.3551
YMR272C	77.0	260.5	0.8132
YMR272W-A	NA	NA	NA
YMR272W-B	NA	NA	NA
YMR273C	24.0	NA	0.6521
YMR274C	NA	NA	0.814
YMR275C	10.0	496.8	0.8939
YMR276W	50.0	687.5	0.975
YMR277W	20.0	584.9	NA
YMR278W	26.0	714.6	0.8884
YMR279C	NA	NA	0.6001
YMR280C	11.0	NA	0.6465
YMR281W	52.0	424.2	NA
YMR282C	45.0	418.0	0.9051
YMR283C	52.0	467.2	1.327
YMR284W	20.0	434.1	0.5332
YMR285C	22.0	581.8	0.7445
YMR286W	NA	254.5	0.4802
YMR287C	35.0	NA	0.6341
YMR288W	27.0	NA	NA
YMR289W	NA	NA	1.378
YMR290C	NA	445.6	NA
YMR290W-A	209.0	NA	NA
YMR291W	14.0	76.3	0.7477
YMR292W	8.0	NA	0.728
YMR293C	85.0	467.8	0.2868
YMR294W	NA	489.3	0.5609
YMR294W-A	NA	NA	0.5259
YMR295C	NA	221.4	0.6971
YMR296C	NA	676.6	NA
YMR297W	13.0	33.5	0.9538
YMR298W	NA	595.8	NA
YMR299C	161.0	8312.1	1.438
YMR300C	NA	584.3	0.5597
YMR301C	34.0	561.0	NA
YMR302C	46.0	495.0	0.5585
YMR303C	41.0	511.3	0.6155
YMR304C-A	NA	NA	0.7837
YMR304W	20.0	809.1	0.7433
YMR305C	18.0	135.1	0.6863
YMR306C-A	NA	NA	0.5744
YMR306W	NA	NA	0.7696
YMR307C-A	NA	NA	NA
YMR307W	NA	307.8	1.167
YMR308C	88.0	801.7	NA
YMR309C	NA	635.9	NA
YMR310C	18.0	NA	0.6033
YMR311C	53.0	411.3	0.311
YMR312W	NA	1127.2	0.8236
YMR313C	21.0	NA	0.4486
YMR314W	NA	640.3	NA
YMR315W	53.0	586.1	0.7995
YMR315W-A	NA	NA	NA
YMR316C-A	NA	NA	0.301
YMR316C-B	NA	NA	0.4271
YMR316W	20.0	NA	0.4954
YMR317W	NA	NA	0.7146
YMR318C	57.0	424.7	0.7004
YMR319C	116.0	NA	0.4936
YMR320W	NA	NA	0.4897
YMR321C	NA	NA	NA
YMR322C	3.0	NA	0.4933
YMR323W	NA	NA	NA
YMR324C	NA	NA	NA
YMR325W	NA	NA	NA
YMR326C	NA	NA	0.567
YNL001W	106.0	578.3	0.2914
YNL002C	96.0	417.9	NA
YNL003C	29.0	NA	1.097
YNL004W	3.0	1136.6	0.2265
YNL005C	26.0	353.8	0.7072
YNL006W	37.0	NA	NA
YNL007C	274.0	913.8	NA
YNL008C	44.0	NA	0.3488
YNL009W	13.0	NA	0.4879
YNL010W	97.0	674.7	0.5275
YNL011C	28.0	515.7	0.5829
YNL012W	NA	NA	0.7986
YNL013C	NA	NA	0.5417
YNL014W	3.0	NA	0.4984
YNL015W	106.0	1020.5	0.5064
YNL016W	72.0	768.4	0.7937
YNL017C	NA	NA	NA
YNL018C	NA	NA	NA
YNL019C	NA	NA	NA
YNL020C	37.0	556.6	0.5449
YNL021W	NA	610.9	0.689
YNL022C	49.0	449.7	0.4046
YNL023C	89.0	424.8	0.6051
YNL024C	13.0	142.5	0.3334
YNL024C-A	NA	NA	NA
YNL025C	240.0	NA	0.4973
YNL026W	NA	2636.2	NA
YNL027W	10.0	487.8	0.4374
YNL028W	NA	NA	0.3478
YNL029C	16.0	NA	0.5084
YNL030W	167.0	NA	0.4761
YNL031C	223.0	NA	0.4528
YNL032W	516.0	NA	0.4763
YNL033W	NA	NA	NA
YNL034W	NA	NA	0.4343
YNL035C	72.0	469.2	0.2452
YNL036W	14.0	28.0	NA
YNL037C	29.0	949.3	0.2884
YNL038W	NA	NA	NA
YNL039W	13.0	280.4	NA
YNL040W	15.0	521.5	0.1972
YNL041C	101.0	506.4	0.3291
YNL042W	NA	NA	NA
YNL042W-B	NA	NA	NA
YNL043C	NA	NA	0.5066
YNL044W	44.0	665.9	0.6359
YNL045W	NA	557.8	0.4146
YNL046W	29.0	NA	0.5883
YNL047C	49.0	124.4	0.5437
YNL048W	152.0	526.1	NA
YNL049C	NA	663.0	0.6289
YNL050C	NA	587.4	0.5285
YNL051W	28.0	463.7	0.7658
YNL052W	250.0	185.8	0.6458
YNL053W	15.0	NA	0.5769
YNL054W	NA	NA	0.516
YNL055C	NA	743.4	0.5065
YNL056W	NA	NA	0.5161
YNL057W	NA	NA	0.4183
YNL058C	NA	NA	0.8704
YNL059C	38.0	587.8	3.128
YNL061W	886.0	565.7	NA
YNL062C	69.0	478.8	NA
YNL063W	92.0	NA	0.6921
YNL064C	34.0	681.7	1.441
YNL065W	NA	NA	1.921
YNL066W	57.0	86.9	0.5616
YNL067W	NA	617.2	0.4419
YNL067W-A	NA	NA	NA
YNL067W-B	NA	NA	NA
YNL068C	26.0	367.3	0.7669
YNL069C	NA	590.8	0.7369
YNL070W	NA	NA	0.3954
YNL071W	52.0	622.2	0.5174
YNL072W	49.0	379.0	0.386
YNL073W	50.0	987.0	0.8895
YNL074C	NA	159.3	0.3114
YNL075W	NA	396.9	NA
YNL076W	NA	915.6	0.7327
YNL077W	20.0	NA	1.061
YNL078W	37.0	146.4	0.6298
YNL079C	153.0	749.6	1.012
YNL080C	9.0	NA	1.274
YNL081C	15.0	NA	0.7456
YNL082W	2.0	NA	0.7568
YNL083W	26.0	87.9	0.6591
YNL084C	90.0	538.2	0.7042
YNL085W	28.0	74.7	0.9398
YNL086W	NA	NA	0.4004
YNL087W	19.0	513.4	0.4939
YNL088W	81.0	434.2	NA
YNL089C	NA	NA	0.3974
YNL090W	NA	415.0	0.4183
YNL091W	32.0	416.2	0.7261
YNL092W	12.0	NA	0.6176
YNL093W	28.0	NA	0.4611
YNL094W	64.0	291.7	0.6354
YNL095C	83.0	NA	0.7776
YNL096C	NA	575.6	0.2865
YNL097C	49.0	511.6	0.6251
YNL097C-B	NA	NA	NA
YNL097W-A	NA	NA	NA
YNL098C	25.0	501.0	0.5993
YNL099C	42.0	NA	0.515
YNL100W	126.0	NA	0.4544
YNL101W	26.0	NA	0.4039
YNL102W	NA	NA	NA
YNL103W	9.0	182.1	NA
YNL103W-A	NA	NA	NA
YNL104C	42.0	956.0	0.5263
YNL105W	NA	NA	0.3493
YNL106C	NA	731.1	0.4275
YNL107W	92.0	395.0	1.512
YNL108C	NA	880.0	0.5343
YNL109W	NA	NA	0.7557
YNL110C	155.0	324.4	NA
YNL111C	73.0	525.0	0.8123
YNL112W	NA	450.0	NA
YNL113W	NA	643.0	NA
YNL114C	NA	NA	NA
YNL115C	NA	36.9	0.592
YNL116W	23.0	387.4	0.8665
YNL117W	NA	NA	0.7835
YNL118C	36.0	552.2	NA
YNL119W	51.0	445.1	0.8553
YNL120C	NA	NA	0.7127
YNL121C	29.0	604.6	0.9467
YNL122C	NA	NA	0.6082
YNL123W	72.0	505.0	0.759
YNL124W	82.0	349.4	NA
YNL125C	NA	NA	0.5697
YNL126W	32.0	678.6	NA
YNL127W	84.0	472.9	0.4393
YNL128W	NA	NA	0.9278
YNL129W	NA	638.4	0.3923
YNL130C	39.0	567.9	0.4586
YNL130C-A	NA	NA	NA
YNL131W	NA	465.9	NA
YNL132W	31.0	595.6	NA
YNL133C	19.0	281.1	2.115
YNL134C	104.0	584.6	0.815
YNL135C	196.0	519.6	0.4781
YNL136W	11.0	471.4	0.2125
YNL137C	NA	NA	NA
YNL138W	87.0	619.9	1.986
YNL138W-A	NA	NA	NA
YNL139C	86.0	456.4	3.969
YNL140C	NA	NA	0.6995
YNL141W	82.0	380.3	0.7293
YNL142W	NA	NA	0.5366
YNL143C	37.0	NA	0.5228
YNL144C	NA	NA	0.591
YNL144W-A	NA	NA	NA
YNL145W	NA	NA	0.3143
YNL146C-A	NA	NA	NA
YNL146W	NA	NA	0.3501
YNL147W	NA	NA	1.142
YNL148C	2.0	421.1	0.8502
YNL149C	NA	610.1	NA
YNL150W	NA	NA	NA
YNL151C	NA	420.1	NA
YNL152W	26.0	474.4	NA
YNL153C	NA	590.2	1.276
YNL154C	18.0	458.5	0.1486
YNL155W	78.0	168.7	0.5872
YNL156C	47.0	534.4	0.5705
YNL157W	NA	NA	0.5845
YNL158W	49.0	NA	NA
YNL159C	NA	NA	0.4663
YNL160W	NA	2648.1	0.1521
YNL161W	31.0	482.6	NA
YNL162W	224.0	NA	0.3856
YNL162W-A	17.0	NA	NA
YNL163C	2.0	667.0	NA
YNL164C	NA	326.2	0.5595
YNL165W	NA	NA	0.3509
YNL166C	NA	367.4	0.6282
YNL167C	18.0	277.9	0.3492
YNL168C	444.0	464.2	0.09883
YNL169C	16.0	268.8	0.8248
YNL170W	NA	NA	0.4705
YNL171C	NA	NA	1.753
YNL172W	31.0	NA	NA
YNL173C	40.0	337.2	0.3457
YNL174W	NA	NA	NA
YNL175C	78.0	461.5	0.4438
YNL176C	NA	NA	0.1639
YNL177C	151.0	2784.3	0.16
YNL178W	NA	607.6	NA
YNL179C	NA	NA	0.6149
YNL180C	29.0	329.5	NA
YNL181W	2991.0	528.1	NA
YNL182C	NA	503.4	NA
YNL183C	7.0	443.3	0.4183
YNL184C	95.0	NA	0.7483
YNL185C	169.0	592.0	NA
YNL186W	54.0	NA	NA
YNL187W	33.0	NA	0.4195
YNL188W	NA	294.5	NA
YNL189W	39.0	586.7	NA
YNL190W	17.0	NA	0.6665
YNL191W	53.0	426.3	0.7626
YNL192W	NA	319.1	0.9243
YNL193W	NA	533.7	0.4413
YNL194C	NA	NA	0.6103
YNL195C	NA	NA	0.3496
YNL196C	NA	NA	0.2226
YNL197C	22.0	515.9	0.9016
YNL198C	NA	NA	0.2381
YNL199C	NA	595.6	0.6006
YNL200C	141.0	647.2	0.6824
YNL201C	137.0	294.4	0.4484
YNL202W	NA	NA	0.625
YNL203C	NA	NA	0.671
YNL204C	NA	NA	0.7118
YNL205C	NA	NA	1.059
YNL206C	NA	551.5	2.17
YNL207W	61.0	529.9	NA
YNL208W	NA	3434.9	0.6545
YNL209W	712.0	NA	NA
YNL210W	NA	NA	NA
YNL211C	43.0	NA	0.5152
YNL212W	22.0	703.1	0.2728
YNL213C	62.0	NA	0.3009
YNL214W	NA	384.7	0.9096
YNL215W	281.0	421.9	1.245
YNL216W	42.0	498.6	NA
YNL217W	41.0	320.0	0.2642
YNL218W	22.0	412.2	0.5472
YNL219C	NA	728.4	1.067
YNL220W	57.0	890.1	0.4576
YNL221C	NA	NA	NA
YNL222W	NA	552.4	NA
YNL223W	38.0	NA	0.6006
YNL224C	31.0	343.2	1.952
YNL225C	29.0	NA	0.6654
YNL226W	NA	NA	0.3537
YNL227C	35.0	535.6	0.6624
YNL228W	NA	NA	0.5139
YNL229C	39.0	469.9	1.082
YNL230C	13.0	NA	0.3675
YNL231C	69.0	506.5	0.4153
YNL232W	53.0	597.7	NA
YNL233W	NA	333.1	0.9459
YNL234W	25.0	154.0	0.5375
YNL235C	NA	NA	0.7386
YNL236W	NA	538.9	0.8613
YNL237W	NA	NA	0.2485
YNL238W	93.0	210.9	0.8588
YNL239W	20.0	706.2	0.5846
YNL240C	NA	NA	NA
YNL241C	NA	1000.6	0.7843
YNL242W	574.0	1265.3	0.7215
YNL243W	480.0	698.1	NA
YNL244C	NA	531.4	NA
YNL245C	8.0	224.6	NA
YNL246W	NA	NA	0.9793
YNL247W	39.0	656.4	NA
YNL248C	113.0	479.4	0.9148
YNL249C	90.0	537.5	0.5617
YNL250W	NA	462.0	4.035
YNL251C	53.0	437.5	NA
YNL252C	43.0	461.4	0.8327
YNL253W	NA	532.9	0.5604
YNL254C	14.0	NA	0.7087
YNL255C	135.0	322.1	0.7354
YNL256W	13.0	479.0	NA
YNL257C	NA	1188.6	0.3229
YNL258C	29.0	551.6	NA
YNL259C	39.0	651.1	0.9485
YNL260C	NA	NA	NA
YNL261W	34.0	448.2	NA
YNL262W	190.0	NA	NA
YNL263C	NA	684.0	NA
YNL264C	52.0	673.7	1.313
YNL265C	138.0	455.9	0.5245
YNL266W	NA	NA	0.6415
YNL267W	NA	541.7	NA
YNL268W	21.0	NA	0.5509
YNL269W	NA	NA	0.4756
YNL270C	NA	NA	0.4678
YNL271C	79.0	452.7	1.295
YNL272C	46.0	NA	NA
YNL273W	103.0	447.7	0.5628
YNL274C	50.0	797.4	0.6576
YNL275W	6.0	NA	0.5375
YNL276C	NA	NA	0.4573
YNL277W	23.0	NA	0.6164
YNL277W-A	NA	NA	NA
YNL278W	2.0	491.0	0.7657
YNL279W	2.0	NA	0.5039
YNL280C	218.0	441.8	0.5822
YNL281W	NA	1014.1	0.6581
YNL282W	51.0	493.2	NA
YNL283C	NA	NA	0.4526
YNL284C	109.0	501.7	0.5221
YNL285W	NA	NA	0.7743
YNL286W	3.0	12.0	0.779
YNL287W	37.0	728.4	NA
YNL288W	NA	1238.8	0.5672
YNL289W	3.0	NA	0.8482
YNL290W	54.0	770.5	NA
YNL291C	10.0	289.0	0.5131
YNL292W	65.0	593.0	0.5539
YNL293W	23.0	674.1	0.4447
YNL294C	NA	NA	0.2199
YNL295W	15.0	129.5	0.6725
YNL296W	NA	NA	0.3493
YNL297C	22.0	635.1	0.813
YNL298W	105.0	346.6	3.068
YNL299W	35.0	NA	0.4341
YNL300W	NA	NA	0.5508
YNL301C	NA	NA	0.5589
YNL302C	NA	NA	0.9956
YNL303W	NA	NA	0.5973
YNL304W	24.0	848.3	0.5553
YNL305C	NA	NA	0.4858
YNL306W	NA	262.3	NA
YNL307C	NA	483.3	1.097
YNL308C	31.0	559.7	NA
YNL309W	69.0	303.4	0.4871
YNL310C	101.0	374.3	NA
YNL311C	14.0	331.4	0.4786
YNL312W	125.0	481.9	NA
YNL313C	47.0	551.4	NA
YNL314W	NA	NA	0.4505
YNL315C	64.0	488.0	1.039
YNL316C	53.0	NA	0.4132
YNL317W	38.0	432.5	NA
YNL318C	NA	NA	0.6475
YNL319W	NA	NA	0.7396
YNL320W	23.0	437.7	0.2485
YNL321W	NA	NA	0.3874
YNL322C	14.0	NA	0.7005
YNL323W	17.0	572.6	0.389
YNL324W	NA	NA	0.7733
YNL325C	18.0	NA	0.6967
YNL326C	33.0	NA	0.4951
YNL327W	NA	25.4	0.277
YNL328C	NA	319.2	0.6514
YNL329C	44.0	599.5	0.8601
YNL330C	1168.0	636.3	0.5539
YNL331C	NA	NA	NA
YNL332W	NA	NA	0.6569
YNL333W	NA	NA	0.5011
YNL334C	NA	NA	0.4268
YNL335W	NA	NA	0.8118
YNL336W	58.0	NA	0.9623
YNL337W	NA	NA	NA
YNL338W	NA	NA	0.9427
YNL339C	NA	NA	0.6046
YNL339W-A	NA	NA	NA
YNL339W-B	NA	NA	NA
YNR001C	NA	527.9	0.5268
YNR001W-A	NA	NA	NA
YNR002C	NA	NA	0.512
YNR003C	NA	434.2	NA
YNR003W-A	NA	NA	NA
YNR004W	NA	NA	0.524
YNR005C	NA	NA	0.3056
YNR006W	7.0	473.4	0.6708
YNR007C	NA	NA	0.3211
YNR008W	NA	427.0	0.2906
YNR009W	19.0	NA	0.5869
YNR010W	30.0	393.8	0.9921
YNR011C	7.0	387.2	NA
YNR012W	50.0	423.6	0.5054
YNR013C	37.0	548.6	0.8594
YNR014W	109.0	NA	0.541
YNR015W	99.0	412.8	0.405
YNR016C	233.0	682.0	NA
YNR017W	NA	504.2	NA
YNR018W	NA	145.3	0.7116
YNR019W	NA	755.0	1.106
YNR020C	NA	736.6	1.032
YNR021W	24.0	628.1	0.5618
YNR022C	NA	235.5	0.2587
YNR023W	NA	545.9	NA
YNR024W	2.0	337.0	0.5589
YNR025C	NA	NA	0.4978
YNR026C	61.0	558.5	NA
YNR027W	234.0	745.5	0.7201
YNR028W	NA	87.0	0.7068
YNR029C	40.0	708.5	0.1553
YNR030W	59.0	577.5	0.6246
YNR031C	NA	NA	0.7359
YNR032C-A	NA	494.2	0.3976
YNR032W	39.0	256.5	0.7036
YNR033W	28.0	537.9	0.7544
YNR034W	37.0	1288.3	0.6058
YNR034W-A	NA	NA	NA
YNR035C	43.0	1380.0	NA
YNR036C	13.0	254.2	0.6551
YNR037C	NA	187.9	0.2666
YNR038W	74.0	348.5	NA
YNR039C	39.0	NA	0.5239
YNR040W	44.0	NA	0.808
YNR041C	NA	NA	0.9059
YNR042W	NA	NA	0.3119
YNR043W	65.0	529.3	NA
YNR044W	NA	NA	NA
YNR045W	68.0	NA	0.656
YNR046W	36.0	714.8	NA
YNR047W	295.0	478.8	0.6715
YNR048W	30.0	NA	0.8264
YNR049C	39.0	602.5	0.2944
YNR050C	NA	637.6	1.52
YNR051C	18.0	585.9	1.524
YNR052C	48.0	484.3	1.05
YNR053C	381.0	313.5	NA
YNR054C	94.0	474.9	NA
YNR055C	NA	NA	0.3547
YNR056C	NA	NA	0.3595
YNR057C	NA	NA	1.425
YNR058W	56.0	NA	0.6269
YNR059W	NA	NA	0.5398
YNR060W	NA	NA	0.1125
YNR061C	7.0	NA	0.3728
YNR062C	NA	NA	0.2914
YNR063W	NA	NA	0.4878
YNR064C	NA	NA	0.3845
YNR065C	NA	NA	0.7245
YNR066C	NA	NA	0.09847
YNR067C	NA	393.8	0.5147
YNR068C	NA	NA	0.5463
YNR069C	NA	NA	0.7939
YNR070W	NA	NA	0.6428
YNR071C	NA	NA	0.5838
YNR072W	NA	NA	0.6969
YNR073C	NA	NA	0.5667
YNR074C	49.0	634.1	0.9603
YNR075C-A	NA	NA	NA
YNR075W	548.0	NA	1.62
YNR076W	NA	NA	NA
YNR077C	NA	NA	NA
YOL001W	208.0	554.5	0.5948
YOL002C	NA	161.4	0.9922
YOL003C	NA	NA	1.098
YOL004W	17.0	386.2	0.9681
YOL005C	NA	445.0	NA
YOL006C	35.0	NA	0.6282
YOL007C	NA	NA	0.8936
YOL008W	NA	662.1	0.6924
YOL009C	24.0	NA	0.5335
YOL010W	46.0	507.8	NA
YOL011W	15.0	93.1	0.511
YOL012C	261.0	NA	2.42
YOL013C	45.0	NA	0.5253
YOL013W-A	NA	NA	0.8667
YOL013W-B	NA	NA	NA
YOL014W	NA	NA	1.062
YOL015W	NA	NA	0.513
YOL016C	NA	634.7	0.3847
YOL017W	30.0	NA	0.7278
YOL018C	NA	452.3	0.09588
YOL019W	73.0	107.2	0.3466
YOL019W-A	NA	NA	NA
YOL020W	26.0	64.2	0.3446
YOL021C	27.0	591.5	NA
YOL022C	44.0	550.5	NA
YOL023W	11.0	511.3	0.6771
YOL024W	NA	NA	0.463
YOL025W	36.0	609.9	0.694
YOL026C	NA	3495.2	NA
YOL027C	43.0	538.7	0.4009
YOL028C	18.0	NA	0.3382
YOL029C	NA	NA	0.3493
YOL030W	11.0	281.0	0.4036
YOL031C	779.0	900.0	0.2716
YOL032W	NA	1470.5	0.594
YOL033W	108.0	429.9	0.6443
YOL034W	453.0	NA	NA
YOL035C	NA	NA	0.2905
YOL036W	NA	NA	0.4663
YOL037C	NA	NA	0.9327
YOL038C-A	NA	NA	NA
YOL038W	NA	651.2	NA
YOL039W	159.0	621.1	0.7616
YOL040C	NA	657.5	NA
YOL041C	35.0	394.6	0.5522
YOL042W	47.0	531.5	0.5705
YOL043C	NA	NA	0.5332
YOL044W	143.0	NA	0.174
YOL045W	45.0	246.8	0.7664
YOL046C	NA	NA	0.4119
YOL047C	35.0	NA	0.6596
YOL048C	112.0	NA	0.3556
YOL049W	75.0	576.1	0.5015
YOL050C	NA	NA	0.7242
YOL051W	3.0	269.4	1.13
YOL052C	111.0	680.2	0.3795
YOL052C-A	NA	NA	NA
YOL053W	NA	462.9	0.9679
YOL054W	54.0	221.5	0.8235
YOL055C	50.0	NA	0.799
YOL056W	NA	506.0	1.047
YOL057W	56.0	585.6	0.6902
YOL058W	135.0	NA	0.7107
YOL059W	116.0	633.6	0.7609
YOL060C	8.0	300.4	0.7247
YOL061W	124.0	595.2	0.5249
YOL062C	2.0	929.0	1.332
YOL063C	NA	342.9	0.9064
YOL064C	31.0	731.5	0.8922
YOL065C	14.0	447.0	0.1663
YOL066C	42.0	857.5	NA
YOL067C	32.0	NA	0.5489
YOL068C	56.0	408.1	0.3439
YOL069W	114.0	532.6	NA
YOL070C	53.0	269.1	0.7169
YOL071W	59.0	329.2	0.5522
YOL072W	66.0	460.8	2.65
YOL073C	NA	NA	NA
YOL075C	NA	NA	0.8035
YOL076W	139.0	602.6	1.465
YOL077C	170.0	667.7	NA
YOL077W-A	NA	157.6	NA
YOL078W	11.0	396.8	NA
YOL079W	NA	NA	0.5313
YOL080C	97.0	344.7	0.06903
YOL081W	13.0	480.3	0.7483
YOL082W	41.0	128.8	0.4181
YOL083C-A	NA	NA	NA
YOL083W	NA	426.5	0.5749
YOL084W	NA	NA	0.1543
YOL085C	NA	NA	0.3467
YOL085W-A	NA	NA	NA
YOL086C	NA	368.5	3.946
