Gene	HL_IB	HL_MS	PP	HL_IB_quantile	HL_IB_pt	HL_MS_quantile	HL_MS_pt
YKL162C-A	NA	NA	0.8137	NA	NA	NA	NA
YKL163W	NA	NA	0.5606	NA	NA	NA	NA
YKL164C	2.0	NA	1.023	-5.199337582605575	-2.34150278073377	NA	NA
YKL165C	657.0	544.5	NA	1.969863555963883	2.2915045452911325	0.13717699934504973	0.20274078619911817
YKL165C-A	NA	NA	NA	NA	NA	NA	NA
YKL166C	24.0	445.4	0.5436	-0.6533766109715354	-0.519217705047238	-0.4252277308747451	-0.11611125609389106
YKL167C	NA	264.9	1.2570000000000001	NA	NA	-1.1978063304121762	-0.9010177927625437
YKL168C	51.0	447.2	0.8044	0.18931001061841743	0.1102243362467151	-0.4141223418543859	-0.10979623121613179
YKL169C	NA	NA	0.3001	NA	NA	NA	NA
YKL170W	NA	377.1	1.069	NA	NA	-0.7434716579194464	-0.373717160735423
YKL171W	NA	NA	0.3947	NA	NA	NA	NA
YKL172W	NA	506.4	NA	NA	NA	-0.07451851972758836	0.0865901998186783
YKL173W	52.0	499.9	NA	0.20978711012927295	0.12659559257920344	-0.11403296198138411	0.06602613578409336
YKL174C	NA	259.5	0.9807	NA	NA	-1.2336024184879966	-0.9309800538057983
YKL175W	NA	NA	0.6225	NA	NA	NA	NA
YKL176C	6.0	281.1	0.2351	-1.5887709585727845	-1.6132828549762859	-1.1338318593470398	-0.8141836971695275
YKL177W	NA	NA	0.8861	NA	NA	NA	NA
YKL178C	NA	41.6	0.8778	NA	NA	-2.253745483535824	-3.272248897222761
YKL179C	23.0	655.6	0.5396	-0.6975071194373863	-0.5543027214506029	0.8570530054214119	0.5053710475344875
YKL180W	NA	NA	NA	NA	NA	NA	NA
YKL181W	44.0	548.8	NA	0.03136936165920781	-0.014037665528083094	0.16302081363915386	0.2154054628085912
YKL182W	NA	726.7	NA	NA	NA	1.1629857386523392	0.6765307788206237
YKL183C-A	NA	NA	NA	NA	NA	NA	NA
YKL183W	114.0	NA	0.4734	0.963422906816882	0.7923690814006619	NA	NA
YKL184W	NA	121.9	0.6557	NA	NA	-1.7519912111341087	-1.972523211015731
YKL185W	2.0	58.9	0.5896	-5.199337582605575	-2.34150278073377	-2.078339810673214	-2.874358305782177
YKL186C	NA	7647.7	NA	NA	NA	2.8992551328023097	5.322015711397247
YKL187C	NA	NA	0.6212	NA	NA	NA	NA
YKL188C	NA	NA	0.4168	NA	NA	NA	NA
YKL189W	19.0	624.7	NA	-0.8957798188835894	-0.7110011064922753	0.6644297581891747	0.42594169578357893
YKL190W	NA	474.2	0.545	NA	NA	-0.2652838681602035	-0.01760882770783851
YKL191W	448.0	488.2	0.4277	1.8348059174894353	1.9630337735519483	-0.18547963396527678	0.028422455175988567
YKL192C	NA	678.1	NA	NA	NA	0.9614293430232357	0.5611994373843133
YKL193C	89.0	762.5	NA	0.7731401540191062	0.5816956875663061	1.2753885289531537	0.7573010358015589
YKL194C	134.0	532.1	0.1895	1.0826909726451606	0.930177474053016	0.06134038650847835	0.16572999718851353
YKL195W	22.0	495.4	NA	-0.7463509261747352	-0.5908810262331535	-0.14270290455497225	0.05165393566201589
YKL196C	NA	609.4	NA	NA	NA	0.5761427537847699	0.3853499163819138
YKL197C	57.0	453.1	0.7613	0.31105901776634404	0.2040769564397877	-0.3762827437846238	-0.0892495351947984
YKL198C	NA	163.5	NA	NA	NA	-1.5521044501780885	-1.5808729470217104
YKL201C	NA	NA	0.331	NA	NA	NA	NA
YKL202W	NA	NA	0.2427	NA	NA	NA	NA
YKL203C	NA	538.6	NA	NA	NA	0.10087377831873537	0.18522251019086897
YKL204W	25.0	492.3	3.095	-0.6135094449805312	-0.4855090168476737	-0.1620603174490874	0.04168743442599403
YKL205W	25.0	476.1	0.6923	-0.6135094449805312	-0.4855090168476737	-0.2553336602726811	-0.01129352737424487
YKL206C	NA	940.9	0.7212	NA	NA	1.6102211786929526	1.116716024912679
YKL207W	NA	685.0	0.5275	NA	NA	0.996113145415429	0.5779998073893137
YKL208W	44.0	NA	1.266	0.03136936165920781	-0.014037665528083094	NA	NA
YKL209C	186.0	NA	NA	1.3340661379646257	1.2102190766474978	NA	NA
YKL210W	114.0	549.1	NA	0.963422906816882	0.7923690814006619	0.16384186362245368	0.21628584639114892
YKL211C	518.0	808.7	0.5209	1.9034631617018036	2.087553457338431	1.4071945593880022	0.8568300759881358
YKL212W	57.0	672.9	0.7665	0.31105901776634404	0.2040769564397877	0.9355648518350804	0.5484405171736324
YKL213C	23.0	762.5	0.6112	-0.6975071194373863	-0.5543027214506029	1.2753885289531537	0.7573010358015589
YKL214C	247.0	455.1	0.4342	1.5181840189301943	1.4528624651486872	-0.3675468865681191	-0.08233690520168728
YKL215C	NA	620.7	0.6833	NA	NA	0.6394618524871729	0.4154130132368442
YKL216W	203.0	605.2	0.6534	1.3912020553624096	1.2850020398929007	0.5488868791509338	0.374053300691664
YKL217W	29.0	NA	0.353	-0.4528584793924642	-0.3625193200055658	NA	NA
YKL218C	NA	2757.5	0.8327	NA	NA	2.4832332957516403	3.12507929543715
YKL219W	871.0	367.5	NA	2.0717913163179453	2.533515609593568	-0.7778838216973814	-0.41309735688353266
YKL220C	NA	NA	0.5385	NA	NA	NA	NA
YKL221W	NA	NA	0.4088	NA	NA	NA	NA
YKL222C	NA	NA	0.7495	NA	NA	NA	NA
YKL223W	NA	NA	NA	NA	NA	NA	NA
YKL224C	NA	NA	NA	NA	NA	NA	NA
YKL225W	NA	NA	NA	NA	NA	NA	NA
YKR001C	79.0	722.8	0.3748	0.6502735865864834	0.4804657317057302	1.1448959732150612	0.6675255323359585
YKR002W	23.0	484.4	NA	-0.6975071194373863	-0.5543027214506029	-0.21106976491595747	0.01604200235610891
YKR003W	81.0	462.1	0.9203	0.6752774632720802	0.501688063122935	-0.3279581161328116	-0.058347243976496356
YKR004C	53.0	928.6	NA	0.23292993127648456	0.14266071951358944	1.5883123160902677	1.0939156607362692
YKR005C	NA	NA	0.3149	NA	NA	NA	NA
YKR006C	68.0	288.0	0.9011	0.500651207993653	0.35333411334794523	-1.1116427398676696	-0.7785024029831887
YKR007W	88.0	NA	1.261	0.7647096737863871	0.5720926763265721	NA	NA
YKR008W	55.0	588.7	NA	0.2756944187159562	0.17391733631610876	0.4274581767650713	0.3290084005560844
YKR009C	NA	NA	0.6769	NA	NA	NA	NA
YKR010C	NA	418.9	0.3123	NA	NA	-0.5496162910697036	-0.21172574223891674
YKR011C	71.0	NA	0.8057	0.5423352337895949	0.3899124181304959	NA	NA
YKR012C	NA	NA	0.5183	NA	NA	NA	NA
YKR013W	32.0	27.3	0.6531	-0.32822341801540306	-0.28060389820929577	-2.5918389506344854	-3.72606325951011
YKR014C	773.0	409.6	1.311	2.0320295342498707	2.431052687550036	-0.596697712900619	-0.24652005309276653
YKR015C	NA	NA	0.4342	NA	NA	NA	NA
YKR016W	176.0	475.9	1.015	1.2982710982714525	1.1629840629729273	-0.2567432666576916	-0.011957271121243793
YKR017C	23.0	NA	0.7796	-0.6975071194373863	-0.5543027214506029	NA	NA
YKR018C	19.0	539.7	1.291	-0.8957798188835894	-0.7110011064922753	0.10745997865982394	0.18850114375775462
YKR019C	NA	324.1	0.3008	NA	NA	-0.9616228217270033	-0.603019160777802
YKR020W	NA	302.6	0.7488	NA	NA	-1.0357896218544878	-0.7053672628665291
YKR021W	NA	264.6	0.5569	NA	NA	-1.2000554553052618	-0.9026685018998426
YKR022C	NA	NA	NA	NA	NA	NA	NA
YKR023W	31.0	639.5	0.32899999999999996	-0.3695581856124021	-0.3070510228336964	0.7670872198419987	0.4643986877720836
YKR024C	48.0	481.4	1.071	0.12958231367213702	0.05915221036229713	-0.2287036445310238	0.006208645940221317
YKR025W	43.0	395.1	NA	0.0025091400448746387	-0.03335219959238933	-0.655421849210216	-0.3021528316682933
YKR026C	NA	777.4	0.5124	NA	NA	1.321955816658778	0.7899559099315461
YKR027W	20.0	668.9	0.5323	-0.8444850779006299	-0.6690678474044145	0.9205660665719689	0.5385679288462769
YKR028W	NA	515.1	0.4229	NA	NA	-0.032243343885760105	0.11376096932983172
YKR029C	3.0	358.2	0.7783	-1.8312243273394466	-2.0942510821168634	-0.8196588256746125	-0.45210181056899956
YKR030W	NA	NA	0.488	NA	NA	NA	NA
YKR031C	19.0	392.0	0.8527	-0.8957798188835894	-0.7110011064922753	-0.6677623757500759	-0.31427468007239184
YKR032W	NA	NA	0.4968	NA	NA	NA	NA
YKR033C	NA	NA	0.4979	NA	NA	NA	NA
YKR034W	NA	NA	0.5659	NA	NA	NA	NA
YKR035C	NA	NA	0.3936	NA	NA	NA	NA
YKR035W-A	100.0	462.6	0.6231	0.86072523825827	0.6808009549135338	-0.32518017063053906	-0.05664571636539243
YKR036C	34.0	431.6	0.2737	-0.2639845916795205	-0.23003274734247062	-0.4847025301960802	-0.16527143155284066
YKR037C	172.0	5553.4	NA	1.2753024746021526	1.143338317757332	2.7685501202214033	4.599803858880744
YKR038C	279.0	717.8	NA	1.5968050956644129	1.5571674439499235	1.1201057486993573	0.6559187915992319
YKR039W	NA	NA	0.1633	NA	NA	NA	NA
YKR040C	NA	NA	0.5459	NA	NA	NA	NA
YKR041W	37.0	NA	0.5445	-0.1701847241123691	-0.15935223485378258	NA	NA
YKR042W	NA	33.6	0.5746	NA	NA	-2.4089190328849637	-3.506190500931438
YKR043C	NA	810.3	0.2925	NA	NA	1.414280567271527	0.8601881620175994
YKR044W	68.0	NA	0.7875	0.500651207993653	0.35333411334794523	NA	NA
YKR045C	39.0	NA	0.4593	-0.10936510116177109	-0.115267621388659	NA	NA
YKR046C	43.0	891.8	0.6939	0.0025091400448746387	-0.03335219959238933	1.5475347179731533	1.0241074215266495
YKR047W	NA	NA	0.6088	NA	NA	NA	NA
YKR048C	108.0	628.0	0.6599	0.920412273297687	0.7463154183011732	0.6825758531397144	0.4345841529983808
YKR049C	NA	354.7	0.5015	NA	NA	-0.8266977298382984	-0.4670072401977654
YKR050W	NA	NA	0.5391	NA	NA	NA	NA
YKR051W	NA	NA	0.8902	NA	NA	NA	NA
YKR052C	62.0	180.8	0.4142	0.40471680821774897	0.27514729217668465	-1.4807015101747427	-1.4429310996761209
YKR053C	NA	NA	0.6724	NA	NA	NA	NA
YKR054C	NA	619.2	0.7456	NA	NA	0.6278593151840097	0.411449657848689
YKR055W	NA	558.5	0.7329	NA	NA	0.22391579796511588	0.2436631702294688
YKR056W	NA	448.0	0.6191	NA	NA	-0.40880511937045705	-0.10699658733727918
YKR057W	NA	NA	0.7742	NA	NA	NA	NA
YKR058W	NA	NA	0.8879	NA	NA	NA	NA
YKR059W	NA	NA	0.5833	NA	NA	NA	NA
YKR060W	26.0	469.9	0.615	-0.5672113899131166	-0.45307263358079974	-0.29098538916659794	-0.03198233288866957
YKR061W	NA	NA	0.3364	NA	NA	NA	NA
YKR062W	30.0	335.3	NA	-0.41016940620520764	-0.33433772614370716	-0.9083493086360622	-0.5520011927990215
YKR063C	NA	503.2	NA	NA	NA	-0.09788751987571269	0.07649498979448799
YKR064W	109.0	NA	0.6263	0.930036179723713	0.7541644229378097	NA	NA
YKR065C	45.0	537.6	0.6735	0.06151263655249807	0.004852326861235329	0.09626751557015514	0.1822369173817786
YKR066C	NA	471.1	0.7028	NA	NA	-0.28247726418536095	-0.027959747864105235
YKR067W	24.0	407.9	0.7158	-0.6533766109715354	-0.519217705047238	-0.6031707699568606	-0.25295381737095707
YKR068C	44.0	796.8	NA	0.03136936165920781	-0.014037665528083094	1.3781834726675652	0.8316727573445508
YKR069W	NA	NA	0.314	NA	NA	NA	NA
YKR070W	71.0	473.8	0.3727	0.5423352337895949	0.3899124181304959	-0.2685632226646483	-0.018941144976485375
YKR071C	59.0	153.1	NA	0.3441536589470717	0.23321403308882296	-1.6018082128924935	-1.66995921728534
YKR072C	38.0	542.8	0.7044	-0.1409772839403474	-0.13702736237019134	0.1268868009529636	0.19771001010132633
YKR073C	NA	NA	0.5964	NA	NA	NA	NA
YKR074W	NA	768.2	0.2978	NA	NA	1.2977948540961948	0.7698576849708593
YKR075C	8.0	NA	0.6145	-1.4532795741807998	-1.3972877731618984	NA	NA
YKR075W-A	NA	NA	NA	NA	NA	NA	NA
YKR076W	39.0	291.3	0.773	-0.10936510116177109	-0.115267621388659	-1.0913257077060528	-0.7616970720472244
YKR077W	35.0	713.5	0.3399	-0.2316410556979774	-0.2058209349638933	1.1069160142258903	0.6458810470977941
YKR078W	NA	383.4	0.4801	NA	NA	-0.7164348500625674	-0.34834101624244623
YKR079C	48.0	547.9	NA	0.12958231367213702	0.05915221036229713	0.16001041128444513	0.21276181851972772
YKR080W	197.0	642.9	0.2831	1.3732386369995597	1.2593445944661918	0.7861114915372961	0.47312478982221384
YKR081C	166.0	512.8	NA	1.2312798427797058	1.1130012772321654	-0.041267226351046744	0.10661661884666948
YKR082W	15.0	504.5	2.146	-1.1001396710768057	-0.9027843759280856	-0.09007974580544617	0.08060282917020067
YKR083C	NA	462.3	NA	NA	NA	-0.3268184362214038	-0.05766644247816517
YKR084C	43.0	623.0	0.4271	0.0025091400448746387	-0.03335219959238933	0.648724421102073	0.42147413481704765
YKR085C	82.0	303.2	0.46799999999999997	0.6895289039903834	0.5121059673227748	-1.0325772016983745	-0.7024272652238508
YKR086W	4.0	NA	NA	-1.679302556120626	-1.9024678126810535	NA	NA
YKR087C	70.0	NA	0.7009	0.532189730919304	0.37789178990204075	NA	NA
YKR088C	98.0	659.4	0.5411	0.8462785026808521	0.6636111093625754	0.8796783536404215	0.5149147408526061
YKR089C	17.0	250.0	0.3164	-1.002056477837372	-0.8015544200675093	-1.2694422298637509	-0.9850194887669487
YKR090W	98.0	341.0	0.37200000000000005	0.8462785026808521	0.6636111093625754	-0.8771956463823601	-0.5265982651839985
YKR091W	NA	NA	0.3562	NA	NA	NA	NA
YKR092C	206.0	510.1	0.4027	1.401176963756683	1.2975491209198164	-0.05692864670724404	0.09819441545015196
YKR093W	23.0	94.6	0.4799	-0.6975071194373863	-0.5543027214506029	-1.8721467856282883	-2.297775916616474
YKR094C	NA	NA	0.9317	NA	NA	NA	NA
YKR095W	NA	NA	0.6362	NA	NA	NA	NA
YKR095W-A	NA	502.5	NA	NA	NA	-0.10179559909470504	0.07427928306468501
YKR096W	39.0	NA	0.6531	-0.10936510116177109	-0.115267621388659	NA	NA
YKR097W	NA	NA	1.002	NA	NA	NA	NA
YKR098C	5.0	NA	0.521	-1.6395387799723165	-1.7457694276393811	NA	NA
YKR099W	2.0	351.8	0.6612	-5.199337582605575	-2.34150278073377	-0.8370478341021184	-0.47945379632395346
YKR100C	NA	167.3	NA	NA	NA	-1.5377589460547711	-1.549534056795031
YKR101W	NA	NA	1.1179999999999999	NA	NA	NA	NA
YKR102W	NA	NA	0.5188	NA	NA	NA	NA
YKR103W	NA	NA	0.8492	NA	NA	NA	NA
YKR104W	NA	NA	0.3916	NA	NA	NA	NA
YKR105C	NA	NA	0.2391	NA	NA	NA	NA
YKR106W	NA	NA	0.3463	NA	NA	NA	NA
YLL001W	31.0	636.2	0.6286	-0.3695581856124021	-0.3070510228336964	0.7431395769964465	0.45589086347422264
YLL002W	150.0	NA	2.891	1.1694006645176926	1.0264415068011261	NA	NA
YLL003W	NA	NA	NA	NA	NA	NA	NA
YLL004W	NA	510.7	NA	NA	NA	-0.05291945921445342	0.10006933382306486
YLL005C	NA	NA	0.4571	NA	NA	NA	NA
YLL006W	42.0	NA	1.121	-0.02509400752630838	-0.053110812697323505	NA	NA
YLL006W-A	NA	NA	NA	NA	NA	NA	NA
YLL007C	41.0	505.1	0.7717	-0.050203829430400866	-0.07333436230079808	-0.08242775059924766	0.08249567614169212
YLL008W	NA	458.2	NA	NA	NA	-0.3548222977134121	-0.0716739306176069
YLL009C	NA	422.4	1.013	NA	NA	-0.529301094308674	-0.19880345362694787
YLL010C	758.0	173.1	0.8363	2.0173612777637757	2.4142329958724194	-1.5088538578219182	-1.5028604440003874
YLL011W	29.0	323.2	NA	-0.4528584793924642	-0.3625193200055658	-0.9653468598125478	-0.6071844512897007
YLL012W	32.0	732.8	0.4132	-0.32822341801540306	-0.28060389820929577	1.1922121298301227	0.6905326081820516
YLL013C	326.0	300.2	0.6616	1.6775943584147133	1.6905305578822718	-1.0471213048740746	-0.7171777025738848
YLL014W	20.0	575.2	0.4582	-0.8444850779006299	-0.6690678474044145	0.3352454625335499	0.29133580636872514
YLL015W	NA	251.1	0.7135	NA	NA	-1.2638156006075607	-0.978672673293906
YLL018C	NA	652.6	NA	NA	NA	0.8447834843666273	0.49780277185639366
YLL018C-A	5.0	NA	0.9427	-1.6395387799723165	-1.7457694276393811	NA	NA
YLL019C	34.0	1047.1	0.5086	-0.2639845916795205	-0.23003274734247062	1.7544666272900244	1.3035444220035677
YLL019W-A	NA	NA	NA	NA	NA	NA	NA
YLL020C	NA	NA	1.7280000000000002	NA	NA	NA	NA
YLL021W	NA	529.5	0.8366	NA	NA	0.04408755715549947	0.15787543074294244
YLL022C	188.0	369.8	NA	1.3423581412918193	1.2193624317577834	-0.7685742627066093	-0.4035824474438799
YLL023C	NA	551.7	0.5599	NA	NA	0.1873027585069034	0.22389850332772424
YLL024C	NA	891.7	0.3776	NA	NA	1.5473096709775218	1.0239143626042773
YLL025W	NA	NA	0.419	NA	NA	NA	NA
YLL026W	61.0	1420.8	0.8506	0.3789773215364033	0.261395626950682	2.038806065665268	1.851957813565175
YLL027W	85.0	83.3	0.6791	0.72987684762963	0.5426225403970653	-1.9595359838375317	-2.456532533380483
YLL028W	181.0	115.6	0.7684	1.3159578561183756	1.1869260484909094	-1.7853047613098567	-2.041578932182172
YLL029W	NA	1831.2	0.6455	NA	NA	2.1969265500565593	2.325622210801047
YLL030C	NA	NA	1.216	NA	NA	NA	NA
YLL031C	NA	759.0	NA	NA	NA	1.2640663695358172	0.7495506037304691
YLL032C	27.0	622.9	0.693	-0.5249763962160622	-0.421816148787508	0.6482083785715489	0.4212110096377624
YLL033W	NA	350.2	0.1999	NA	NA	-0.8452347248007385	-0.48635876328869926
YLL034C	20.0	521.9	NA	-0.8444850779006299	-0.6690678474044145	0.0012545690351250104	0.13472361429691476
YLL035W	NA	585.7	NA	NA	NA	0.40411060497970447	0.3207016211105741
YLL036C	253.0	540.1	NA	1.5442065886518737	1.4734082492759943	0.10866145892190915	0.18969194488179214
YLL037W	NA	NA	NA	NA	NA	NA	NA
YLL038C	55.0	748.5	0.7966	0.2756944187159562	0.17391733631610876	1.245210369472733	0.7261127634121856
YLL039C	13.0	NA	0.284	-1.1971932730470463	-1.0175495018818967	NA	NA
YLL040C	NA	612.0	0.8682	NA	NA	0.5875972611710137	0.39230943652162564
YLL041C	NA	705.2	0.615	NA	NA	1.0815331737049108	0.6263573001872869
YLL042C	NA	NA	0.3963	NA	NA	NA	NA
YLL043W	30.0	166.3	0.9139	-0.41016940620520764	-0.33433772614370716	-1.5422834653594126	-1.5577213597966721
YLL044W	NA	NA	1.146	NA	NA	NA	NA
YLL045C	80.0	604.2	1.196	0.6611618742897374	0.4911423739910718	0.5379803848163829	0.3713536621664216
YLL046C	NA	NA	0.5869	NA	NA	NA	NA
YLL047W	NA	NA	0.4025	NA	NA	NA	NA
YLL048C	NA	707.4	0.8139	NA	NA	1.0888364306929557	0.6315515072139357
YLL049W	NA	NA	0.8374	NA	NA	NA	NA
YLL050C	NA	671.8	NA	NA	NA	0.9316535642984342	0.5457306153317051
YLL051C	NA	NA	0.4774	NA	NA	NA	NA
YLL052C	NA	NA	0.4608	NA	NA	NA	NA
YLL053C	NA	NA	0.809	NA	NA	NA	NA
YLL054C	45.0	NA	0.2788	0.06151263655249807	0.004852326861235329	NA	NA
YLL055W	NA	NA	0.4555	NA	NA	NA	NA
YLL056C	NA	NA	0.6659999999999999	NA	NA	NA	NA
YLL057C	NA	NA	0.6109	NA	NA	NA	NA
YLL058W	38.0	NA	0.4916	-0.1409772839403474	-0.13702736237019134	NA	NA
YLL059C	NA	NA	0.5359	NA	NA	NA	NA
YLL060C	24.0	NA	0.4255	-0.6533766109715354	-0.519217705047238	NA	NA
YLL061W	2.0	NA	0.4232	-5.199337582605575	-2.34150278073377	NA	NA
YLL062C	463.0	621.2	0.7355	1.86004720181199	1.9912771477321825	0.6421832983451812	0.41673229506817155
YLL063C	NA	NA	0.5365	NA	NA	NA	NA
YLL064C	NA	NA	NA	NA	NA	NA	NA
YLL065W	NA	NA	NA	NA	NA	NA	NA
YLL066C	NA	NA	NA	NA	NA	NA	NA
YLL066W-A	NA	NA	NA	NA	NA	NA	NA
YLL066W-B	NA	NA	NA	NA	NA	NA	NA
YLL067C	NA	NA	NA	NA	NA	NA	NA
YLL067W-A	NA	NA	NA	NA	NA	NA	NA
YLR001C	36.0	NA	0.4984	-0.1995381015268431	-0.18227260096171144	NA	NA
YLR002C	44.0	501.2	NA	0.03136936165920781	-0.014037665528083094	-0.10936510116176996	0.07015732585570623
YLR003C	31.0	614.1	0.49200000000000005	-0.3695581856124021	-0.3070510228336964	0.6020010207484663	0.3979119863376465
YLR004C	NA	NA	0.5803	NA	NA	NA	NA
YLR005W	16.0	588.6	NA	-1.0509244426943405	-0.8506798058769761	0.4269712732583089	0.32873209701297756
YLR006C	11.0	482.7	0.9264	-1.2924648930969886	-1.150036074544992	-0.2221376616974063	0.010476238168532277
YLR007W	NA	386.9	NA	NA	NA	-0.7010929878724943	-0.33439809319381636
YLR008C	NA	453.4	NA	NA	NA	-0.3750727105474572	-0.0882109652050994
YLR009W	NA	365.3	NA	NA	NA	-0.7940138873835464	-0.42224672797029883
YLR010C	NA	NA	NA	NA	NA	NA	NA
YLR011W	84.0	497.7	0.6629	0.7168389528871789	0.532570301756839	-0.12958231367213702	0.05901373204329221
YLR012C	NA	NA	0.6507	NA	NA	NA	NA
YLR013W	NA	NA	0.6089	NA	NA	NA	NA
YLR014C	NA	NA	0.4791	NA	NA	NA	NA
YLR015W	33.0	441.1	0.6142	-0.2939857808389507	-0.2549464527825869	-0.44766739878440276	-0.1312867068438385
YLR016C	40.0	NA	0.8073	-0.07912030015842841	-0.09404528997145382	NA	NA
YLR017W	26.0	492.7	0.7918	-0.5672113899131166	-0.45307263358079974	-0.1595178641882582	0.04297647133788204
YLR018C	NA	528.3	0.9767	NA	NA	0.036430639697180515	0.15423901863718148
YLR019W	NA	232.7	0.4591	NA	NA	-1.322506606394845	-1.0881396019062082
YLR020C	61.0	412.3	0.7649	0.3789773215364033	0.261395626950682	-0.5814747569526639	-0.236348888081157
YLR021W	29.0	581.4	1.3869999999999998	-0.4528584793924642	-0.3625193200055658	0.3787033615812953	0.308730983291699
YLR022C	21.0	742.0	NA	-0.7936015541273999	-0.6290855526867786	1.2210479966804355	0.7114610078507243
YLR023C	NA	NA	1.0490000000000002	NA	NA	NA	NA
YLR024C	NA	NA	1.213	NA	NA	NA	NA
YLR025W	324.0	611.3	1.006	1.6726814307267703	1.6852577133163402	0.5850333347939337	0.3904382332088923
YLR026C	49.0	471.9	NA	0.15112149093066193	0.07651564804715083	-0.279321067769542	-0.025282931464163015
YLR027C	205.0	762.4	0.7106	1.3978365289711037	1.2933871340015912	1.2750903040567612	0.7570800214551994
YLR028C	59.0	579.5	0.7440000000000001	0.3441536589470717	0.23321403308882296	0.36553147697296934	0.30341728173470933
YLR029C	NA	589.0	NA	NA	NA	0.4293291556001062	0.32983706826563497
YLR030W	NA	NA	0.7123	NA	NA	NA	NA
YLR031W	NA	NA	0.5622	NA	NA	NA	NA
YLR032W	84.0	370.8	0.9708	0.7168389528871789	0.532570301756839	-0.7649342521589265	-0.3994614334896298
YLR033W	46.0	618.2	NA	0.0879329975415462	0.023336126858160514	0.6226049366512475	0.40880281553384423
YLR034C	NA	303.4	0.7493	NA	NA	-1.0315087602176443	-0.7014483797679492
YLR035C	21.0	NA	0.6508	-0.7936015541273999	-0.6290855526867786	NA	NA
YLR036C	58.0	121.8	0.6107	0.32822341801540306	0.21876892339182852	-1.7530652920448264	-1.9735951860084953
YLR037C	NA	NA	0.6284	NA	NA	NA	NA
YLR038C	7.0	276.5	0.3328	-1.5175450472144199	-1.4985177290224745	-1.1578831141160624	-0.8383926541190578
YLR039C	54.0	NA	0.5224	0.2561982008475938	0.15843106984342087	NA	NA
YLR040C	NA	NA	0.4733	NA	NA	NA	NA
YLR041W	NA	NA	0.1651	NA	NA	NA	NA
YLR042C	NA	NA	0.4107	NA	NA	NA	NA
YLR043C	NA	542.2	0.4745	NA	NA	0.1222742243390471	0.19593119630425193
YLR044C	29.0	689.3	0.6445	-0.4528584793924642	-0.3625193200055658	1.0145969351782524	0.5883958768127121
YLR045C	19.0	443.8	NA	-0.8957798188835894	-0.7110011064922753	-0.4346386239210647	-0.12174311548709361
YLR046C	NA	NA	0.5519	NA	NA	NA	NA
YLR047C	NA	782.7	1.129	NA	NA	1.327847538272754	0.8014412096519206
YLR048W	NA	NA	0.5228	NA	NA	NA	NA
YLR049C	11.0	NA	0.643	-1.2924648930969886	-1.150036074544992	NA	NA
YLR050C	60.0	334.9	0.6117	0.35883340680587744	0.24742033809363734	-0.9108728690353499	-0.5537977942445872
YLR051C	NA	400.6	NA	NA	NA	-0.6332423520913757	-0.28084669477766483
YLR052W	65.0	473.4	0.8538	0.4556403137378794	0.31512945488509303	-0.27165399522441663	-0.02027443274338543
YLR053C	NA	NA	0.9106	NA	NA	NA	NA
YLR054C	NA	NA	0.3356	NA	NA	NA	NA
YLR055C	NA	544.9	0.6865	NA	NA	0.140736816883874	0.2039225286185773
YLR056W	45.0	128.9	0.7539	0.06151263655249807	0.004852326861235329	-1.7172176323731534	-1.8992949508204227
YLR057W	NA	NA	0.5760000000000001	NA	NA	NA	NA
YLR058C	NA	510.3	0.4166	NA	NA	-0.055941489992447344	0.09881959952327214
YLR059C	66.0	613.3	0.7169	0.4724065407146269	0.3280539502928516	0.5949737920901915	0.3957796338984674
YLR060W	44.0	667.8	NA	0.03136936165920781	-0.014037665528083094	0.9183028254497636	0.5358440355006873
YLR061W	207.0	659.6	1.0	1.4045331071795468	1.3016911744447206	0.8809198969179298	0.5154157244952582
YLR062C	NA	NA	0.8158	NA	NA	NA	NA
YLR063W	NA	457.3	0.6197	NA	NA	-0.3585372457837673	-0.07476320728493764
YLR064W	9.0	NA	1.4469999999999998	-1.401176963756683	-1.3067344595866646	NA	NA
YLR065C	NA	972.2	1.048	NA	NA	1.644680014052188	1.1735963966694734
YLR066W	NA	699.1	NA	NA	NA	1.058582874107946	0.6118816769688394
YLR067C	46.0	NA	0.7201	0.0879329975415462	0.023336126858160514	NA	NA
YLR068W	34.0	335.2	0.4223	-0.2639845916795205	-0.23003274734247062	-0.9089796560010518	-0.552450169934105
YLR069C	NA	528.2	0.5467	NA	NA	0.03563439512949467	0.15393566274562695
YLR070C	NA	NA	0.5971	NA	NA	NA	NA
YLR071C	61.0	698.1	NA	0.3789773215364033	0.261395626950682	1.0532824681166277	0.6094982313150402
YLR072W	10.0	366.8	0.9887	-1.349497642122869	-1.2248190377903945	-0.7817626435895895	-0.41600338736333237
YLR073C	8.0	NA	0.528	-1.4532795741807998	-1.3972877731618984	NA	NA
YLR074C	49.0	158.6	0.8037	0.15112149093066193	0.07651564804715083	-1.5712864975769105	-1.6222206181054646
YLR075W	NA	526.7	NA	NA	NA	0.023839063182251347	0.14937936852175962
YLR076C	NA	NA	NA	NA	NA	NA	NA
YLR077W	43.0	526.6	0.581	0.0025091400448746387	-0.03335219959238933	0.022591648254283527	0.14907521772222648
YLR078C	NA	518.5	NA	NA	NA	-0.01599761180962387	0.12427193755724918
YLR079W	33.0	36.5	0.79	-0.2939857808389507	-0.2549464527825869	-2.328639224281136	-3.4164473757101326
