,lambda_1,int_1,beta_1,sigma_1,lambda_2,int_2,beta_2,sigma_2,conv
RNR4,0.113657998852151,0.289536374628165,0.0426906901144447,0.611426815538908,0.886342001147849,-0.0292882522954315,-0.00217525821042078,0.203406969278335,Y
RMI1,0.932018690723185,-0.0144314798593646,-0.00227845426372434,0.101022360963849,0.0679813092768155,0.353131824602857,0.0357204069883928,0.376961900454479,Y
RIM1,0.911531918761944,-0.0215558957675478,-0.00348989976638722,0.239587392969356,0.0884680812380564,0.337646456142757,0.00167281024282199,0.735447857657501,Y
RGP1,0.116683686002369,0.405361138939103,0.0563112506274619,0.735042934676249,0.883316313997631,-0.0257854068132906,-0.00319098552267687,0.236293892992518,Y
RGT2,0.0797221903723059,0.0787525399693728,-0.0241693403510236,0.261256350803689,0.920277809627694,-0.0021054330048798,0.00639257157052635,0.0722303468417969,Y
RIC1,0.0926088492192205,0.298490577539689,0.0532932241634669,0.505709827501406,0.907391150780779,-0.00340853939402515,0.00514029045454197,0.141203385084957,Y
RIF1,0.98309274581925,0.000415375335039752,-0.000513310739596855,0.0498529347941364,0.0169072541807496,-0.106897874685611,-0.0146246090919723,0.34583998610724,Y
REG1,0.878200087850556,-0.0345199009085094,-0.0194555716201625,0.270525508530882,0.121799912149444,0.547318809072461,0.0228588941571081,1.01118284491103,Y
REV3,0.939449365355882,0.00556317241925752,0.00190678636595255,0.0574473094008533,0.0605506346441182,-0.0850502351900554,0.0221650067143623,0.18983000182868,Y
RCE1,0.170492607470482,-0.0965640279264703,0.0562996112035139,0.187043155619294,0.829507392529518,0.00985419607127181,-0.00165044617498882,0.0998509732924403,Y
RAS2,0.0418298129893169,0.0912397355676292,0.0133779794539497,0.534196918547682,0.958170187010683,-0.0019936950577512,0.00516759284221724,0.0816916226678603,Y
RAI1,0.10864578711537,0.196894978448301,0.0510144368449668,0.653434099011546,0.89135421288463,-0.0199355493322211,-0.0169000291031917,0.191668923564328,Y
RAM1,0.897095208388701,-0.0525245788410184,-0.0607057052327397,0.404516896378137,0.102904791611298,0.75576928554784,0.0824304535184192,1.25666189073239,Y
RAD57,0.926242129203931,-0.00542717082331773,0.00135764635485646,0.114622430244967,0.0737578707960692,0.317015609462869,0.0480062581941241,0.361389882690571,Y
RAD54,0.932860303592719,-0.0127558189896928,-0.000355937311415867,0.124687987425372,0.0671396964072813,0.309798997422892,0.0374785123738451,0.369364369002121,Y
RAD50,0.921468109351224,-0.0101795574594374,-0.000585159889778186,0.18277293424809,0.0785318906487755,0.486336196449771,0.0630933072159592,0.588423559408982,Y
RAD55,0.89887566224854,-0.00922204188551812,-0.0036016774503274,0.0707059423632963,0.10112433775146,0.115176438163325,0.0204518276302736,0.218125628012673,Y
RAD52,0.892888091968931,-0.02591615577219,-0.00170969642479965,0.164896865339717,0.107111908031069,0.337837045800056,0.0583358963568284,0.501882005953004,Y
RAD27,0.0793876622579268,0.19967625031095,0.0637789597841004,0.57381339206747,0.920612337742073,-0.0131050262911929,-0.00542411114183164,0.15172466839322,Y
RAD1,0.9299570854962,-0.0083113856836885,0.0158981586713239,0.111869034792978,0.0700429145038003,-0.203801668931323,-0.0254855403703216,0.454241309220171,Y
PUS7,0.0455879889721804,-0.129246967334615,0.0499433063326837,0.430604654721451,0.95441201102782,-0.00413637437675257,0.004757231854287,0.102404974949207,Y
PUF4,0.931339100201313,-0.000934078423825384,-0.00243102841140318,0.0811975762659054,0.0686608997986868,0.0816605495940063,-0.0726463926554982,0.326027940505576,Y
PUS1,0.0738331499845194,-0.270249899679769,-0.0262341926867479,0.555901973495617,0.926166850015481,-0.000868448350983226,0.0177124095887467,0.124487978422639,Y
PUF6,0.0763532234663386,0.158774831245521,0.0148731715413992,0.508500335456777,0.923646776533661,-0.00116511918056914,-0.00526416386932656,0.132102522532659,Y
PUS9,0.0224624878562785,-0.18517635620867,0.0277477863110018,0.227660838323929,0.977537512143722,0.00832247173206401,-0.00247378794486267,0.0653562932532852,Y
PUF3,0.889509126211323,-0.0174816796050583,0.00071914195065237,0.0659814422674785,0.110490873788677,0.259616094425723,-0.0230324476610864,0.282999405873028,Y
PTK2,0.964633531697719,-0.000490291630564711,-0.00183392959392992,0.0802883538785728,0.035366468302281,0.00805512386577181,0.00850934587352686,0.351863501765105,Y
PTP3,0.0293433832057145,0.00364707137794858,0.012594290360921,0.571160298123968,0.970656616794285,-0.00935041338341861,0.00432846399107438,0.0965792088115667,Y
PSY2,0.962473560551022,0.00568063994947757,0.00356762499188702,0.104108260408006,0.0375264394489779,-0.0958522324691426,0.0591486359538421,0.499737295067418,Y
PTC1,0.129602417095734,0.374248355435848,-0.0359024252918386,0.623745936335128,0.870397582904266,-0.0488480786526009,-0.0107000913423631,0.215453269156337,Y
PPH3,0.14358016430096,-0.0825589701444626,0.00174311929737059,0.276609922128829,0.85641983569904,0.00411017677856429,-0.000931333486304235,0.102847083865537,Y
POL32,0.0451100498118439,0.109353784578014,0.00684283931824166,0.36361047411264,0.954889950188156,-0.00137952823492363,-0.00237842255689671,0.0885518315075627,Y
POG1,0.921672129507457,-0.0119365387375794,0.00731956992195895,0.0842907481625268,0.0783278704925429,-0.00440410192996735,0.00656184263192241,0.330697257964521,Y
PMS1,0.947629526534985,-0.00949943757840853,0.00444217755399102,0.055601510133399,0.0523704734650148,-0.0181511332158011,0.0178216984199317,0.250628595187465,Y
PLC1,0.89614472122013,-0.0214817185440333,-0.0145671606847489,0.200463976076428,0.10385527877987,0.442734835447391,-0.0107892487862804,0.733368980914934,Y
PML39,0.0360822102153767,0.0150572104846554,-0.00813920959260017,0.416980488127024,0.963917789784623,-0.000784808238844453,-0.00819764107673654,0.0685633247057137,Y
PIH1,0.104801390854958,0.0619409999759348,-0.0341655314677241,0.387516085404346,0.895198609145042,-0.00319947180176554,-0.00785355183781296,0.115792858893436,Y
PIN4,0.889594194663528,-0.018323975129193,-0.000338710599070789,0.0947625046647818,0.110405805336472,0.0634926247524751,-0.00967287567890083,0.364669109403973,Y
PIF1,0.782723730718398,-0.0186505098076195,-0.00229974520359103,0.08488282172738,0.217276269281602,0.0757032946536502,0.008424201269328,0.235656728564551,Y
PIB2,0.0301042810717954,-0.0413353569740892,0.00588416159391034,0.52518464152327,0.969895718928205,0.00345491158828776,0.00132002629148812,0.0918499586069912,Y
PHO80,0.963161158606839,-0.00430577184996568,0.00239786247485296,0.0735295334817078,0.0368388413931611,0.0161499357528475,0.0456554402159686,0.411310690574422,Y
PFK2,0.859716214445916,-0.058407920064438,0.00176820777176573,0.245826142717941,0.140283785554084,0.466237533940167,0.0524672528519865,0.697576382094072,Y
PFK1,0.924375492364217,-0.0175876761139999,-0.00603172110498991,0.165529734224181,0.0756245076357828,-0.0076843251306078,0.0202385400341317,0.634832703418896,Y
PHO85,0.928033683626561,-0.0322633703247113,0.000659799197964908,0.202083329361575,0.0719663163734386,0.260452576234391,-0.00505335733661924,0.706983942906698,Y
PFK27,0.795706653210288,-0.0384272137859449,-0.00885627792472081,0.169792823878093,0.204293346789712,0.185667823548635,0.0195617937128459,0.459269723623079,Y
PHO13,0.0291186105452814,0.147055743798601,0.0976377274450277,0.650965549615777,0.970881389454719,0.000940076303333435,2.66492377224509e-05,0.0612008214572855,Y
PET112,0.068487269712837,-0.116951287038929,-0.00431745366985536,0.309388720999541,0.931512730287163,0.000111864260384739,-0.000431739009067424,0.0624232404804187,Y
PDE2,0.922929584350621,-0.00262866820824288,0.0206131855397676,0.116421432433938,0.077070415649379,-0.216142952997108,-0.0128109684463775,0.664053223798851,Y
PCL8,0.900320068730506,-0.00036269791578348,0.00647800007633369,0.0819938706426939,0.099679931269494,-0.222206219400538,-0.0609696098502947,0.35096905827344,Y
PCL6,0.0197343789358407,0.0677251217263564,-0.0176801896676243,0.690052195944759,0.980265621064159,-0.00156017987490042,0.00132509529030124,0.0957112095690254,Y
PBS2,0.0612899112896925,-0.152560023206273,0.0360786137145296,0.513647611611142,0.938710088710307,-0.00588393125465264,0.00423952283733844,0.080314862697067,Y
PBP1,0.0338920922664763,-0.282772706675005,0.00058576199648089,0.420526913012582,0.966107907733524,0.000803340110964177,-0.00372125929805006,0.108797641607728,Y
PAT1,0.958882445437419,-0.00683110970409178,0.00141864773182338,0.228826810635593,0.0411175545625811,0.186604413594661,-0.0258218396299924,0.850520332573427,Y
PAP2,0.86245777913218,-0.00942709050337148,0.0119268571307239,0.123001436485431,0.13754222086782,-0.0270026030819882,-0.022775279073237,0.461485603248662,Y
OPI1,0.130057136657922,0.302472907131272,0.1353532921601,0.801168418273522,0.869942863342078,-0.0151080133632163,-0.0111689300869008,0.223010761808749,Y
OCA6,0.951873448727144,-0.00500964101583816,-0.00821854163977478,0.0908283304228982,0.0481265512728565,0.13818123942731,-0.015184757939499,0.405432374245096,Y
OCA4,0.0639075926804167,0.146380955634709,0.00601186206173284,0.374393534310011,0.936092407319583,-0.00557782757366912,-0.00691677026018376,0.0868983707808234,Y
OCA5,0.0827300719673149,0.139778590304097,0.0215573324064275,0.306761366698287,0.917269928032685,-0.00794574011024509,-0.00857990293771695,0.0845947041415776,Y
