,int,beta,beta_pval,sigma,adj_pval
MAK31,-0.000108838162908175,0.00156823594195515,0.22733457390733,0.101487392895991,1
YLR278C,-5.58685004088278e-07,0.00181274180110184,0.229340129479168,0.117817285138779,1
UBX2,0.0312707346421014,-0.00376976788292309,0.229467468707778,0.245079187632865,1
RPN4,-0.00751601136154087,0.00263814165759511,0.229710169427177,0.171599589230532,1
URN1,-0.00575149108301491,-0.00269467632088504,0.22971042112728,0.175277016799515,1
SAP30,0.00779451799138039,-0.00445620270757362,0.234100965274688,0.292596089685136,1
NPR2,0.00896680586983347,-0.00163389495167909,0.234923438027881,0.107470973006278,1
MGA2,0.0471714073279867,-0.0046030712731081,0.235973192093341,0.303450876730538,1
MDM30,0.0133431619470755,-0.00259429027167179,0.237215174162542,0.171478653387527,1
ECM30,0.00264917635299083,-0.00208061694466383,0.238328696060358,0.137852412157115,1
HAP1,-0.00910073344346309,-0.00181887858359677,0.239323948401928,0.120766478821832,1
HXK2,0.0348425922730853,-0.00407706757548615,0.241244061799352,0.271809296262934,1
HAP4,-0.00265309382562075,-0.00209206522931304,0.241605191696497,0.139580550403717,1
JJJ1,0.016079799972252,-0.00251987228919003,0.24537828127395,0.169474691254801,1
RXT3,0.00370543885295219,-0.00261534346121134,0.245993602036166,0.17612503347704,1
AZF1,-0.00207136091045235,-0.0018460292169149,0.247606195750206,0.12474213087026,1
BMH1,-0.00656744798895103,0.00305614746618756,0.247815353365555,0.206605090441917,1
PCL6,0.00449628919735114,-0.00228778365904693,0.248408055536072,0.154855252886304,1
IOC3,0.0056618657410658,-0.00196004570431589,0.252522455817871,0.13382871663587,1
SGF73,-0.00631222589229014,-0.00397602149953819,0.253360171410714,0.271955972326138,1
VAC8,-0.0120488585149998,0.00319771509182828,0.255133543308171,0.21953888741198,1
SEM1,0.00161377774080924,-0.0035128592844719,0.256541647016985,0.241890568442017,1
RTG1,-0.00799168534331847,0.00227274358092794,0.257136707973558,0.156693852244563,1
YGR122W,0.00113169393643344,-0.0023972672748743,0.262014708982799,0.166980165832905,1
OCA6,0.00312266830344228,0.0019970999770412,0.262262085081589,0.139178909525426,1
PMS1,-0.00574411610507027,-0.00137933472194945,0.26342334922938,0.0963607155246078,1
XRN1,0.0747885225856114,-0.00887875971065003,0.265257497839105,0.622659154861617,1
CDC73,-0.0177932202643993,0.00493510951760312,0.265556055062059,0.346310923036529,1
ARG82,0.0237818980791547,-0.00544667877255818,0.267570752633464,0.383823009920744,1
CLA4,0.000549480727331651,-0.00177408776988899,0.27102279989066,0.125923158059528,1
VPS8,0.0146608947531246,-0.00400491090974145,0.271426122834054,0.284504335427377,1
BRE5,-0.0115560549754554,0.00397568081471427,0.271553492983125,0.282502931711173,1
EST1,0.00231092237725948,0.00177434530017915,0.272786902021413,0.126405784184193,1
VPS25,0.00487360042873373,-0.0039087039112526,0.276985360064965,0.28090582573727,1
HER2,-0.00321714310411463,-0.00127086670443891,0.277121049414656,0.0913588564164881,1
APQ12,-0.00662439579929147,0.002501670622828,0.279542136699329,0.180746007622126,1
HUR1,0.0324226901035926,-0.00362302648114839,0.282839401449464,0.263564459785361,1
NKP2,-0.00741670683730376,-0.00229046678413576,0.282877301166354,0.166637804206292,1
VPS9,0.0156345343130898,-0.00259731136359536,0.284110980201383,0.189446451825462,1
YAF9,-0.00613964866771409,-0.00265241197975192,0.284223980909043,0.193510867351743,1
VAM3,0.00162101218749344,-0.00147197955791353,0.28773110545882,0.108175186973129,1
ARX1,0.00918413326217125,-0.00223657568195085,0.288930863503748,0.164774608494227,1
OCA4,0.00532458490570198,0.00184876106594734,0.289840822212539,0.136460512288885,1
SSK1,-0.00112323833524889,0.00162063875077722,0.292652428659948,0.120321559330174,1
RIM101,-0.00317104918117815,-0.00238636813437027,0.294458647431597,0.177836045334321,1
UBR1,-0.0131864835165734,-0.0026754625030298,0.294952663266443,0.199583941774874,1
RAS2,0.00623309152632292,-0.00180957563366256,0.295727138838763,0.135207266600475,1
POC4,0.000856758918318325,0.00263798445983546,0.296088588812158,0.19725162039625,1
MAC1,-0.00360875703144195,-0.00167673530512688,0.29672179003061,0.125540034158769,1
POG1,-0.00411851995843671,-0.00216328318411046,0.298141195835298,0.162445328634177,1
SYC1,0.00544849543313148,0.00218264170588218,0.298932039194059,0.164167496403165,1
APC9,0.00707927313368463,-0.00162162661561626,0.299362599245031,0.122079452301648,1
MSG5,0.000166930636865398,-0.0018617658902261,0.299403693446528,0.140169560391134,1
BUD21,-0.00193442550995365,0.0023549686582829,0.300181864238402,0.177587794446714,1
ASI2,-0.0077973946216365,0.00186683035380922,0.300341217572727,0.140823792393858,1
IST3,0.0024485778020524,0.00242232515808805,0.301853409679434,0.183299955688474,1
KAP120,0.0280786741292271,-0.00348054564182369,0.302820080925923,0.263903821973933,1
LSM12,-0.00387717984321108,0.00216588791384029,0.305897552534264,0.165271643700478,1
TMA22,0.00304378576571476,-0.00194198959164503,0.308972841266078,0.149131874207686,1
VHR2,0.00151890624582797,0.00127894285077286,0.30959784675844,0.098341268753608,1
PPH3,-0.00745045602084115,-0.00209269927446662,0.309794098645882,0.160978423465421,1
DST1,-0.00505583620501803,0.00178857006335509,0.310403613060325,0.137757089167034,1
IES2,0.021007225012394,-0.00344613349727921,0.312344484591336,0.266490830434999,1
CSM3,0.00289226834206175,-0.00134695856893756,0.314244554737242,0.104570652266713,1
GPH1,-0.00978116684118012,0.00195597154410812,0.31523165008079,0.152161240767625,1
NUT1,0.0166593777265162,-0.00237732008725823,0.315891042158247,0.185191466649469,1
PEP5,0.00497073290498156,-0.00308271034606779,0.316560362708808,0.240473231484431,1
YHR033W,-0.00257817769516767,0.00172996468295154,0.316857912581597,0.135032498535102,1
RAI1,0.0240629584775757,-0.00368543017042541,0.317148039540856,0.287839000479604,1
IOC2,0.00592496039731012,-0.0017933666334958,0.318126246769264,0.140348722193646,1
RCM1,0.001452374619832,0.00251770992544156,0.319202208423928,0.197474369720017,1
PML39,-4.90655755243188e-05,0.00131397768617588,0.321074253347311,0.103460178610669,1
HAP2,-0.0113076461811554,-0.00191710258189645,0.325558140403102,0.152354554179841,1
MFT1,-0.000277975877707546,-0.00205975973297092,0.333193213082346,0.166296578579424,1
ACE2,0.00146055603908364,-0.00230354593257046,0.333501932040496,0.186097694975161,1
SDC1,0.00310427233576176,-0.00242215177817367,0.335877322171383,0.196643695834068,1
HOS3,-0.00181650744416718,-0.00144980652852141,0.336982021058667,0.117972743760023,1
SRN2,0.00102235854937678,0.00160684149781879,0.338338879099093,0.131118664972665,1
UBP13,0.00258672600906125,-0.00168399249160434,0.342216508972223,0.138522190494412,1
GZF3,-0.000973733335280496,-0.00124627456013661,0.342860485784477,0.10265317977256,1
BUL1,-0.0029016377747624,0.00206105221872791,0.343276652028708,0.169911274036338,1
RTG2,0.00491936335952236,0.00219959061354211,0.343490162487877,0.18141250413143,1
NTH2,-0.00336922750435502,0.00231228493269274,0.346080542468477,0.191733837379079,1
SWC3,-0.0099628101369243,0.00161952305303377,0.346084631998663,0.134291409533476,1
SLX9,0.00374860565027724,-0.00189853275290312,0.347549849085801,0.157906099334747,1
TRM1,-0.00342975561741151,0.00131482318981364,0.348180510676303,0.109500561070003,1
SNT309,0.00402219012740791,-0.00319244103115414,0.349149220034183,0.266406477272303,1
FKH1,-0.00655810791760095,0.00173744790916494,0.35530016461705,0.146852597041023,1
PRE9,0.013622165961637,-0.00337028703790212,0.359388761000735,0.287296355243192,1
DAL81,0.00753496836583409,-0.00210740381144179,0.360619344643041,0.180104093747182,1
PTH2,-0.00468950514666153,-0.00133130432747448,0.363577779601815,0.114480070995791,1
SCS2,0.00150683800839054,-0.00154228869851357,0.366624569831999,0.133468229378622,1
SPT20,-0.0228792909288649,-0.00520165389921273,0.367374099147014,0.450851026261923,1
ERG2,0.023661989380101,-0.00289057412398271,0.36782897207146,0.250777242800277,1
LCB5,-0.0101339176745266,-0.00150869414491193,0.367867785886867,0.130900230321512,1
SUB1,-0.00377616552768185,-0.00151284129178634,0.3704248745716,0.131963050035976,1
VPS1,0.0214783687734789,-0.00235051058816153,0.376989870395173,0.207868358674665,1
OCA5,0.00461652573938759,0.00148159129576154,0.377569867075792,0.131184527677352,1
DSS1,-0.000107304513557524,-0.00120598605970254,0.383441262005234,0.108106041257318,1
YPT7,0.00322669561787717,0.0014482678118192,0.387003918001518,0.13080146652018,1
HOG1,-0.00569849348072933,0.00159971225877232,0.387478882234416,0.144623928811393,1
SET4,-0.0121398500729428,0.00197478541544128,0.389614076105211,0.179338306634577,1
OCA1,0.00114232189179253,0.00165396090384879,0.392174179082341,0.151016816384991,1
CTK1,0.0154655741973015,-0.00534768266161584,0.39332332447488,0.489463432161029,1
PUF6,0.0163505292598919,-0.00195523884980813,0.398280348346304,0.180847085490796,1
THR1,0.0208531306540999,-0.00237195743991758,0.400586257721493,0.220466739775164,1
FZF1,0.00145086166929376,-0.00116170008558411,0.401550245452253,0.108198005451887,1
TOM1,-0.00550483099621859,-0.00204768675536249,0.401746959058452,0.190796428848068,1
TMA23,0.0123059789647146,-0.00224982322993788,0.402199714708793,0.209832576160389,1
CTR9,-0.0133230885035001,0.00499114106194629,0.403278071944894,0.466573355860258,1
KDX1,-0.00359410364396463,0.00113946250706387,0.404786110354745,0.106859602763284,1
SAS5,-0.0142851892047966,-0.00131951052511461,0.412314373808095,0.125748669891704,1
DOA4,0.0311838624085066,-0.00281740654112124,0.413135562331022,0.2689696648687,1
SNF8,0.007025895289925,-0.00275775472430588,0.414136612657044,0.26383987477204,1
YKU80,0.00450036734476634,0.00121964869621233,0.41519029046062,0.116950000050673,1
PBA1,0.00238415166782019,-0.00109790055177693,0.415771751182533,0.105407124836093,1
SAM4,-0.00997782800784965,-0.00229274623520512,0.417267588381504,0.220829466730672,1
UME1,-0.00436113743183514,0.00139220104529848,0.424352325366059,0.136152905462156,1
GPR1,0.0177849019684245,-0.00272376425191813,0.425676533022174,0.267138543500382,1
THP1,0.0405287356228426,-0.00396658981199685,0.426201847590424,0.389473060824225,1
CPR6,-0.00396455178597527,0.0011635130100306,0.427289578182246,0.114512538502537,1
MUB1,0.00174774052326103,-0.00143501616953001,0.4303055868308,0.142159570126004,1
LSM6,0.0115650651536651,-0.00264160070374104,0.43039272799886,0.261739076519567,1
HEH2,-0.0101241241898975,0.0013475541937663,0.43113070052447,0.133734371936215,1
SNF2,-0.026574379671963,-0.00336803235435244,0.432918913595698,0.335552047368141,1
MED1,0.0201142320608463,-0.00265462806981532,0.433036398990889,0.264544193354158,1
URA7,0.00610264618775848,-0.00122334212997823,0.434740971934216,0.122363793035904,1
HOS2,-0.0125937900399862,0.00135166015135882,0.435194444388873,0.1353322592066,1
CBF1,0.0275443851077986,-0.00313621178275397,0.435865724934259,0.314466436688901,1
SET3,-0.00660548391487214,0.00158410503691281,0.435971989687352,0.158874231354215,1
RCE1,-0.00524268374813952,0.00125480737653031,0.437839664965868,0.126361752363992,1
CUP9,0.000941339579934043,0.00102954538508684,0.438700819165169,0.103872536235781,1
TGS1,-0.018143346830568,0.00191713469963368,0.440768267955576,0.194299203723981,1
THR4,0.0236493472223112,-0.00204922048645691,0.440905865241011,0.207748484886964,1
ROX1,0.00717412717140085,-0.00173722826873093,0.441592771025172,0.176384002264058,1
SSF1,0.0165870261026941,-0.001570787427601,0.445172092874722,0.160742076659448,1
GSY2,0.00262062869609464,-0.00117435383368845,0.448600257026896,0.121084199912951,1
CIN5,-0.00677062729282397,0.00105677569005416,0.449311601863313,0.109132091101481,1
STE11,-0.00739724134392454,-0.00176192109920695,0.452593538804979,0.183275634514347,1
RAD5,0.00490808049512404,-0.00169009599233705,0.455656918743022,0.177001758173633,1
ARP8,-0.00670125029135347,-0.00246639657730832,0.460444666519838,0.261068414602587,1
EAF3,0.00462034759214772,0.00145491770535198,0.46200254590392,0.154539557094659,1
SCP160,-0.00670834742201045,0.00120884039895743,0.464317949434994,0.129068013960548,1
HMO1,-0.00615765915571131,0.00195167949128531,0.465240792896478,0.208812173883098,1
MSC1,0.00158750187323151,-0.001377013611801,0.465442591217498,0.147394729702213,1
STE14,0.000308173771223026,0.00124505754080985,0.465468364899599,0.133277928071634,1
BRR1,-0.00822791829560652,0.00131582902835164,0.468444837285095,0.14179800926761,1
PPT1,0.00130436435001343,0.00115250399550262,0.469733056712664,0.124558074684276,1
PEX4,0.000809236575285087,0.00165873419419655,0.474390596143376,0.181164040639362,1
GCN4,-0.00622362001236449,0.00143027784499911,0.476145229387559,0.156834547063597,1
SAP190,-0.000553655957006701,0.00147597341025757,0.476482383591942,0.16196900647313,1
PET112,-0.00607313710993869,0.00094216354957561,0.477739207419823,0.103685644042824,1
PPZ1,0.000964074360142809,-0.00111606073446556,0.479760329220662,0.123388936499276,1
SNF11,-0.0080380304752428,0.00119743451653398,0.481312238749913,0.132854402774802,1
DHH1,0.0129010807764508,-0.00263255583934145,0.481591097150401,0.292265815525886,1
NPL6,0.0353504493747533,-0.00338191038741559,0.481971957926686,0.375785456876896,1
APN2,-0.00271263815979776,-0.000884094861668034,0.483001234183973,0.0984685654101994,1
UBR2,0.00272845198339805,-0.00172187183469501,0.492328898591943,0.195933067412078,1
URM1,-0.0125235742015508,0.00247509732518168,0.497688506409938,0.285164475264166,1
SNF4,-0.00426047386350005,0.00131604696195428,0.497904136519542,0.151702376941543,1
SRP40,-0.00235646238785525,0.00161561283764987,0.498214190306438,0.186368132931007,1
BUD22,-0.00090745389983576,0.0019127144598811,0.500293524433613,0.221711992336716,1
RPA14,-0.00645769174964056,-0.001175707743677,0.508016571804746,0.13877302972428,1
BAS1,-0.00378361742638792,0.00114534614867492,0.508920096427309,0.135477752572151,1
SXM1,0.00252709224495683,-0.00128257898148132,0.50919728072076,0.151809692638009,1
ELP3,0.00326027427102816,-0.00183716961897218,0.50968018794401,0.217700760424334,1
UBP10,-0.00308626594501997,-0.00236785376725763,0.509704525297678,0.280601856355559,1
MFB1,0.00015171019371279,-0.000988790118628571,0.509790550733908,0.117200118444805,1
IRS4,0.00347307445240537,-0.0011921387119203,0.510455219664625,0.141524974526247,1
CUE1,-0.00378338426835648,-0.000905189658291991,0.515289324291425,0.108699392910826,1
FRA2,0.00362513599417832,0.000925516719312333,0.516245115822959,0.11139368769694,1
LEA1,-0.00460490817034487,-0.00158863239183451,0.520488343956922,0.193154687081963,1
ARG81,0.00138791688363481,0.000880968446865074,0.520669160610599,0.107159457288346,1
LGE1,-0.00475697280424955,-0.00216024262031992,0.52142644307445,0.263246063471257,1
IOC4,-0.000321986319083702,0.0010846528853424,0.522545486559162,0.13253112784584,1
VPS36,0.00469256701416748,-0.00216285798742832,0.52365495106827,0.264980993638272,1
HDA1,0.020309766285086,0.00143025205357941,0.524124069604332,0.175424468911002,1
SKI3,-0.00940440317960582,-0.00123445531931603,0.525406720859114,0.15187866754096,1
SAM1,0.00477728244909524,-0.00120036685744134,0.527026896643377,0.148264229612853,1
NUP120,0.0169972407359855,-0.00162957541561631,0.52735073050312,0.201436106510642,1
RTS1,0.00956752494719356,-0.00149643505596554,0.533862447678845,0.187932256007873,1
SPT8,-0.0184145110139932,0.0019198176480663,0.5345294988468,0.241497164861813,1
RPA49,-0.00456506955645898,0.00147351105086764,0.536972072396861,0.186468840138197,1
HFI1,-0.0223667057003213,-0.00352492990602018,0.539010979894942,0.448313437501052,1
SET5,0.00324516312732534,-0.00103275027893885,0.539028964693316,0.131354766696387,1
PHO80,-0.000575532773176188,0.000914628939343907,0.541230349598196,0.116964798238729,1
EAF6,0.00348588263270723,0.00102282526562767,0.543002350303428,0.131376288778926,1
RSC1,0.00522198437595759,-0.00193868891743988,0.543033126116769,0.249032946580225,1
RPA12,0.000409827658718523,-0.00127684153138415,0.544652746661428,0.164676581288738,1
RGT1,-0.00214589283555736,-0.00102008564832959,0.549037870795619,0.133009206011089,1
YIL001W,0.00394425316821418,-0.000687810055643258,0.555466791088492,0.0911462140689654,1
SIR1,0.00294094292198772,0.000854831987272986,0.55774680451814,0.11393578656052,1
KSP1,-0.00444480117065614,0.00107329458468252,0.560604187368633,0.144097528553112,1
GPB1,-0.00459086619441099,0.00152672851417395,0.562057450113061,0.20573657663936,1
VPS28,0.00612467381347553,-0.00169847085595985,0.562665343645309,0.229236254751554,1
AFT1,-0.00504273219487931,-0.00123322460062674,0.563152616434444,0.166651552675327,1
CMK1,0.00717829617727365,-0.000904754317757546,0.564112738198144,0.122565173695446,1
RPH1,0.00620483713651132,0.0010276603320375,0.567452607055167,0.140416847035343,1
SFP1,0.00422466371680624,-0.00328919709565025,0.571647089393337,0.454337735597756,1
BCK1,-0.003164510144953,0.00103954725419102,0.573589910038991,0.144321455485966,1
GIS1,-0.00737700019755362,0.000955784957095228,0.579700531082161,0.134837105831137,1
NUP188,-0.00448148287674606,-0.000842292469065691,0.579844359077622,0.118871285908893,1
DAT1,0.00899066775596725,0.00093225345189161,0.58050356220939,0.131796530256606,1
GIS4,0.00490430973546701,-0.0010611059675393,0.580563077681392,0.15003653556404,1
EUG1,-0.0106407645140826,0.00109774539373521,0.582579351366003,0.156047919068744,1
RSA1,-0.0236512763327459,-0.00209637029461901,0.585296642333323,0.300166433278211,1
NRG1,0.00208773948021301,0.000924525414298759,0.589891433078381,0.134015588581455,1
RTC1,0.00508407349395121,-0.00115918689770711,0.592083442434936,0.169026599647811,1
RAD28,-0.00430184772520517,-0.000935073943807178,0.592699132360756,0.136574614138812,1
VPS41,0.00832065110251693,-0.00153765471960381,0.595801655865693,0.22648341866373,1
ELP6,-0.0132404689767088,0.00201953464130762,0.600554495435244,0.301348557698377,1
NRP1,0.00202430981529081,-0.000703188125642525,0.605675124024986,0.106420703373275,1
YPR153W,-0.00269729755481595,0.000911997316394064,0.60816393644005,0.13898052352891,1
GPB2,-0.0153011239243865,-0.00122209947980761,0.609223999367183,0.186789245195915,1
RIM15,0.00599507017016472,-0.000903035984172344,0.61428337648247,0.139998063873732,1
SWR1,-0.0113439737666193,0.00119300582568938,0.617297169393126,0.186537949326468,1
DBP3,0.00936682925722672,-0.00128986156095772,0.617495554102689,0.201796034111919,1
RPS21A,0.0020647627968387,0.00117443470920237,0.617622595530915,0.18380413722931,1
SNF7,0.00867327600106092,-0.00175697226895716,0.618796171813814,0.27589417550966,1
UTP30,-0.0198701405519634,0.00121288874109279,0.622059896302196,0.19224442679255,1
PIB2,2.13632665468038e-05,0.00077974579595904,0.625164950331975,0.124701202984107,1
SAT4,-0.00375179850120945,-0.000821139126552697,0.629192201408324,0.132865642131704,1
UBP1,-0.000618258615015228,0.000559960699879321,0.629528051838238,0.0906941045890866,1
VHR1,-0.00380360952586328,-0.00081855402428325,0.631679213636616,0.13341426759357,1
PAF1,-0.011407860266543,0.00272628960269043,0.633508153600662,0.446746708634689,1
SLT2,-0.00197329774201457,-0.000637502116869003,0.634264783343689,0.104698293412646,1
TRX2,-0.00750217494028985,-0.000785108197789853,0.635520753618968,0.129419289094853,1
MUS81,0.00334453289752667,-0.000599810763165582,0.63576378141939,0.0989455154576861,1
CLB2,-5.27768637025211e-06,-0.000741160369338078,0.638712981184799,0.123338488841323,1
RIF1,-0.0011128748697064,-0.000480552162761006,0.640624174055346,0.0804278419644986,1
YKU70,0.00492929916852957,0.000696211618340264,0.64751660751023,0.118971310847046,1
STE50,-0.00264553258759309,0.000765882659262247,0.650977193940044,0.132268424688729,1
PGD1,-0.0126293157593161,-0.00171832474900128,0.658660755200654,0.303904785903222,1
YVH1,-0.000647141490977229,0.00181539355084388,0.65969333758793,0.322112520871388,1
MUM2,-0.00367058622928406,0.000831945191562988,0.662086006320204,0.148730557497398,1
IES6,0.00872007481963388,-0.00220470524793711,0.663602643614657,0.396039298178142,1
USA1,-0.00283930834800098,-0.000599345226548844,0.664063046539146,0.107819796587585,1
DEG1,0.00639410956167627,-0.00119343755949152,0.665006378979676,0.215338625191815,1
ADD66,-0.00499475784149615,-0.000910009148738109,0.670756423345394,0.16725002130374,1
KKQ8,0.000331577332367806,0.000628853870518654,0.671621199427986,0.115900025026172,1
SPT7,-0.0532860539708398,0.00227980485965714,0.672449723179932,0.421304970639998,1
HAL9,0.000251401251973275,-0.000583840570052911,0.673298940146805,0.108190733302892,1
EDC1,-0.00533350345286949,-0.000853474615113504,0.673350625553882,0.158182828057132,1
RSC30,-0.0101877194368643,0.00111558865920693,0.673680515491537,0.206984851174648,1
ATG10,-0.00856382832098754,0.00065423864695142,0.675491260663939,0.122105281825113,1
UBC7,-0.00203023114558473,-0.000554456658873095,0.681684475421049,0.105616173765319,1
TIF2,-0.00913730138089979,0.000654312158706064,0.685406758865085,0.126196959945198,1
NCS2,0.00489045386401932,-0.00100009328051056,0.689082418534098,0.195296069900218,1
LEM3,-0.00578332821142918,-0.000741920294266235,0.689299238858776,0.144987277897061,1
ITT1,-0.0144459189517121,-0.00075144225173618,0.690128299847551,0.147262557823587,1
TRM10,-0.0165313355681154,-0.00115219016249137,0.691591746291489,0.226928339336849,1
VPS24,-0.00164019549679794,0.000777806458976702,0.691872796420908,0.153339304741803,1
THP2,-0.00393872350922679,-0.00074308446681946,0.693706578957729,0.147418407784014,1
HOM2,0.0242012857022068,-0.00109215732229298,0.693912147991664,0.216823252677272,1
SPO7,-0.00100232500102145,0.000582233858424932,0.695915470510599,0.116391357046775,1
SOK2,0.0166050599378829,-0.000935718159683116,0.700290315510437,0.189927255201429,1
RTG3,-0.00093951483412379,0.00112777967296736,0.705884951176758,0.233484566287317,1
LEU3,-0.00760987294185426,0.000514875115304499,0.707875355544649,0.107356396742911,1
MIH1,-0.00229492537573932,-0.000643057767718404,0.712190037669556,0.136189822514592,1
MCK1,-0.0160574546419844,-0.00112880041332142,0.714695109140739,0.241259176526552,1
YHR003C,-0.0209002019872186,-0.00113730106824178,0.717799112935374,0.245871323597827,1
PBS2,-0.00698555058468396,0.000740193383766467,0.718536906089707,0.160459425936922,1
RAD23,-0.00280903998238209,-0.000548637728460927,0.718768630613152,0.11903626419287,1
PEX2,-0.00597618414534993,-0.000527759261923689,0.719032430150328,0.11461860488679,1
ESC8,0.00395655171846668,0.000466925247442919,0.727622284714358,0.104743974213145,1
HTZ1,-0.0196757400810664,0.000959054622911436,0.73136851040698,0.218265608998701,1
YOR338W,-0.000310107903802522,-0.000652187856547866,0.736373332429784,0.151357663546783,1
SPT2,0.00364382872571606,0.000593597084943081,0.736485094209576,0.137820790400419,1
INP52,-0.0187720182803384,0.000819693027432474,0.736585930417697,0.190391192242874,1
DIG2,0.000298611484318486,-0.000343532592290813,0.741180763723232,0.0812634926418673,1
PUF3,0.0136762454167785,0.000531695101062619,0.742607092277908,0.126496607918974,1
MRN1,-0.0146713930038552,-0.000844947284533055,0.745597696791354,0.203472438661456,1
MRT4,0.00703168213453102,0.0007385825915902,0.751565689580671,0.182282494271347,1
GAT2,0.00247509247299346,0.000294495215805863,0.752126529816247,0.0728515929189839,1
HDA2,0.016687389587827,0.000681830901770019,0.755537886529977,0.171102848532921,1
ATG32,-0.00590425083944605,0.000574919474911861,0.758235074451726,0.145936119702426,1
KTI12,-0.00214720525108907,-0.000655756055737792,0.759457555569705,0.16732859398469,1
ATG21,0.00136205388806074,-0.000391495641537354,0.761805065043048,0.100913265909553,1
RRP8,0.00341731293196382,-0.000553429505453446,0.766323818525186,0.145497696820468,1
STE5,-0.00907587468389863,0.000723340268196669,0.76708249195407,0.190805528129811,1
ELP4,-0.0056322971941138,0.000865976328017291,0.767567601571633,0.228921561536629,1
YKR023W,-0.0209624340974422,-0.000800991887417481,0.767571972261844,0.211746970428142,1
GAL11,0.00555735328426356,-0.00162424869726746,0.768008822827833,0.430212289239008,1
SWC5,-0.0149261587390879,-0.000623223949736751,0.770494810088233,0.166912924564748,1
SFL1,-0.00976413641520175,0.000670751502988258,0.771402640916319,0.18037579888227,1
SIT4,-0.00140985805654282,0.0011792128607821,0.771648164326476,0.317459893751085,1
PEX10,-0.00143519558850155,0.000516349671259945,0.772607590522304,0.139611471590469,1
SET2,0.0259098327536289,-0.000850349326799785,0.774334703783263,0.231728131440153,1
LSM1,0.0074196507771457,0.000866701831040936,0.775156695762125,0.237071806906399,1
SIR2,-0.00958337716280875,-0.00100407237080004,0.775239874514787,0.274751674043446,1
UFD2,0.0113519760533539,-0.000561727133291343,0.775392161577856,0.153816603716454,1
ITC1,-0.00173765269142725,-0.000693123942589025,0.775493029694544,0.189884351496678,1
RGT2,0.00142723399297298,-0.000418873063442752,0.775591356138305,0.114803782589945,1
FUS3,0.00234892274507615,-0.00079536731626651,0.775990257674523,0.218391343639184,1
RTF1,0.00510644541026856,-0.00107358688595924,0.783174217492326,0.304815019858696,1
UAF30,-0.0146571789586544,-0.000867150332665456,0.784260106672038,0.247474028622881,1
MED2,-0.0127656559215379,-0.00125012887926359,0.785235484613843,0.358432716139178,1
PAT1,0.00838634985465234,-0.000970140994952152,0.791509030206093,0.286732405817619,1
UFD4,-0.00384259741379318,0.000493618470677573,0.793056075935419,0.147008935966069,1
ISW2,-0.00527867941877781,0.000521207641035533,0.796720574587348,0.15808824783039,1
PHO23,0.00454391301351858,0.000883339266676102,0.796994943820333,0.268297144522693,1
NOP12,0.00641035587540168,-0.000535177255497325,0.802039327944076,0.166783146065092,1
LOS1,-0.000316232736760927,0.000331893422195236,0.806911348221659,0.106096043417517,1
NUP170,0.0107547825514601,0.000735736684282057,0.809468303516912,0.238411708681786,1
GAL80,0.00151120742477256,0.000350802941043461,0.812667228320333,0.115654779965147,1
ELP2,0.00421474004023707,0.000626874350116266,0.818920627124092,0.213941644349355,1
MUD2,-0.00623721089451716,-0.000378309272835905,0.819393802898498,0.129454801224201,1
YBR285W,-0.0186329452247223,-0.000577385676167003,0.819425447876404,0.197612594202049,1
HAP3,-0.0128666043993455,-0.000416189750116664,0.819888805132916,0.142815509391437,1
SWI4,0.0160100440849297,0.0006159622402813,0.821362619177851,0.213141612650919,1
JHD2,0.00268831897760587,0.000341648260508794,0.822187299270957,0.118778348369305,1
RRP6,0.0175495651793154,0.00078932127950116,0.828803298943197,0.285199497755204,1
FIN1,0.00554763243004258,-0.000308534043662824,0.831779914824144,0.113483657650401,1
PEX12,0.000183956773024726,-0.000238059370935256,0.832498901632491,0.0879435151993888,1
MEI5,-0.0146188455311996,0.000396150047307102,0.834351354023316,0.148006190019233,1
RCO1,0.0106535958604418,-0.000443020759683372,0.83612507271772,0.167335329572884,1
TPS2,-0.0197348513790598,-0.000701031467163368,0.836852918734493,0.265987956225474,1
EAF1,0.00795342561732354,0.000766117480546624,0.837658860791992,0.292146752037893,1
RAD1,-0.009840909823185,-0.000424641899536394,0.843672411632452,0.168245779318815,1
UBX3,-0.00705564335492123,-0.000290622392882245,0.844373837619762,0.115672156352831,1
TEC1,-0.00437859609263368,0.00027285467725474,0.844690028207822,0.10882428943801,1
GGA2,-0.0010134823597886,0.000266106901699497,0.845102288811333,0.106419143616079,1
VPS71,-0.00656929392134826,-0.000362872321677587,0.856997285822004,0.157336263500793,1
PEP3,0.00163592855572736,-0.00054694404338105,0.864087572044652,0.249650034818985,1
MKS1,-0.000298642478001769,0.000408994870306512,0.868221709939203,0.192597069921922,1
SIR3,-0.00974280083795185,0.000597796321239402,0.868457040257962,0.282012567586703,1
LTV1,-0.00240347744140818,0.000426645642235909,0.883469186443955,0.227425132095616,1
SKO1,0.000103379263522848,-0.000273607049279133,0.886092878254821,0.149230590353637,1
RTT103,-0.0207891791789886,0.000371459615860842,0.886433263143547,0.203212684420152,1
ULS1,-0.00218288263556741,-0.000225457476468855,0.889137908481976,0.12636933417994,1
SPT3,-0.0186006117587539,0.000513078528827769,0.892014531493261,0.295291515487548,1
MOT2,0.0396927212642465,-0.000939358743961338,0.89479856213869,0.555022257123477,1
