,lambda_1,int_1,beta_1,sigma_1,lambda_2,int_2,beta_2,sigma_2
LEA1,0.102192723814011,0,-0.0105601440096166,0.465361055246564,0.897807276185989,0,-0.000588277305201662,0.130046958546253
KSP1,0.915468451426166,0,0.00165600218408913,0.0911299857268263,0.0845315485738342,0,-0.00555993634967539,0.394773626947644
LEM3,0.0818337876258383,0,0.00153322152666623,0.408930941927058,0.918166212374162,0,-0.00093534443414018,0.0895700606944021
GPB1,0.0768588048654483,0,0.0216790805960109,0.584130661489195,0.923141195134552,0,1.01352802536672e-06,0.132005098803298
KIN3,0.92662542885854,0,-0.00147179183990347,0.108345851102782,0.07337457114146,0,-0.0241079683299416,0.505385893181078
KIN82,0.873607853110551,0,2.70238486447646e-05,0.0678223987362866,0.126392146889449,0,-0.0299354507030915,0.238924708026032
GPB2,0.1076414401346,0,-0.009059896529058,0.500227824148935,0.8923585598654,0,-0.000323406008468893,0.095723679224571
LRP1,0.907503220369148,0,-0.000723165772579103,0.141516348208335,0.0924967796308522,0,0.0117214873046056,0.647227804131757
KAP123,0.939329617155541,0,0.00391303418555275,0.126276433286687,0.0606703828444589,0,0.00508188805008743,0.55474493903486
KAP122,0.101356944508505,0,-0.0194856342667646,0.394348220019771,0.898643055491495,0,0.00244863226092803,0.111183120382774
XRN1,0.771291526358227,0,-0.00685891450200598,0.421211307778867,0.228708473641773,0,-0.0161734093323725,1.05876375926364
YVH1,0.870298978188059,0,-0.00397654268668585,0.226679492462,0.129701021811941,0,0.0409002219511888,0.673281325459835
ZWF1,0.0734337918965697,0,-0.0538953381706489,0.585217523269572,0.92656620810343,0,-0.00704850075108242,0.113340655832405
YPT7,0.943659508422321,0,-9.85582703600688e-05,0.0788665616057533,0.0563404915776794,0,0.0286033007030584,0.445962407421882
YTA7,0.139609450407173,0,-0.0692811909842239,0.725519095714103,0.860390549592827,0,0.0010881520225747,0.172422484987396
YPT6,0.204148160955026,0,-0.0544622691240678,0.732943204851392,0.795851839044974,0,0.00209843287726973,0.180497172326443
YPR153W,0.90652209360058,0,0.000833334259178045,0.0641330189631854,0.0934779063994201,0,0.0017154157368511,0.408397872521181
YPK1,0.130838789043861,0,-0.06764354921043,0.760574839202906,0.869161210956139,0,0.00153545265175291,0.186165389902299
SWM2,0.0998201248090524,0,0.0291386262080306,0.319479852726758,0.900179875190948,0,-0.000153786668838386,0.104624730085561
RRG9,0.818814947830047,0,0.00018288544002802,0.182762577817647,0.181185052169953,0,-0.0552923683398094,0.745343862123428
HER2,0.879941231345161,0,-0.00317069330364249,0.0498096116558981,0.120058768654839,0,0.0133342531647326,0.226228896495684
YLH47,0.931016752253146,0,0.00174123111133263,0.0733737056819062,0.0689832477468543,0,0.0538193041075622,0.480498917897755
YKR023W,0.853324455498605,0,-0.00403021247010886,0.108414797429971,0.146675544501395,0,0.0186856253821695,0.48971725099741
YIL001W,0.0571378947239859,0,-0.000741685732852586,0.260600622082346,0.942862105276014,0,-0.000684871604079651,0.0686337717590055
YHR033W,0.973114505612415,0,0.00141577170340336,0.0704552553059964,0.0268854943875849,0,0.0133352584212688,0.706068696879312
YGR122W,0.947349945909102,0,-0.00025975916834189,0.0818485812026284,0.0526500540908984,0,-0.0420760253964269,0.638251879245831
VHR2,0.0431811491195261,0,0.00636016159146688,0.391825643129639,0.956818850880474,0,0.00105924134991948,0.056377047245703
YCK3,0.0478118256316432,0,-0.0269257596218236,0.526247381264684,0.952188174368357,0,-0.00123857822209582,0.075803436152805
YBR285W,0.101864272054369,0,0.00267453156973405,0.510758090615501,0.898135727945631,0,-0.00094114155013767,0.11945816579859
YBP2,0.887807945584194,0,0.000178359906702822,0.0704095403182256,0.112192054415806,0,-0.00145394013901891,0.295088116743867
VPS4,0.914514306223445,0,-0.0034248471303027,0.11709947311821,0.0854856937765549,0,-0.020755010115138,0.446300338014511
VPS15,0.862286637318779,0,-0.001933495449338,0.236457719896625,0.137713362681221,0,-0.0623147962536544,0.990863563959932
VPS1,0.888554722690218,0,-0.00212356440522196,0.134049075375972,0.111445277309782,0,-0.00421809557392845,0.498518867021927
VHR1,0.0369221126533331,0,-0.0138232693950382,0.643548635513292,0.963077887346667,0,-0.00030075280548315,0.0510788265670538
VAM3,0.0751404777424548,0,0.00607651177020762,0.299245423444177,0.924859522257545,0,-0.0021298675853144,0.0732983969520624
URN1,0.849642418647573,0,-0.00385304571457491,0.103126981188141,0.150357581352428,0,0.0042225104680925,0.379950469028719
UPF3,0.224354207192036,0,-0.0300589182118261,0.795439726229466,0.775645792807964,0,-0.00793590348689305,0.201422081912842
VAC8,0.117552899196195,0,0.016339350730943,0.55372996179965,0.882447100803805,0,0.00149368405810409,0.117910270841088
URA7,0.928168095098901,0,-0.0016821412505067,0.0820289758441693,0.0718319049010985,0,0.00557319694075332,0.349198573650443
UAF30,0.176564999972581,0,0.00492818614784964,0.491314245252957,0.823435000027419,0,-0.00204416698110794,0.151181924007535
TSR2,0.10881420700005,0,0.00775045970360207,0.398790361431973,0.89118579299995,0,-0.00118666603917152,0.139069465666566
TRM10,0.121776751498583,0,0.0318939479757793,0.558501799044177,0.878223248501417,0,-0.0056677544702453,0.124565482893706
TUB3,0.862038049759057,0,-0.00142637340009462,0.132096796418503,0.137961950240943,0,-0.0387790484064357,0.633786328502165
TSL1,0.765464603052608,0,0.00307225681597429,0.187467723103449,0.234535396947392,0,-0.0390048045118672,0.541457328039742
TRM1,0.0328148261935772,0,0.0361513191192188,0.473034626808086,0.967185173806423,0,6.9537008798255e-05,0.0690698416976762
TPS2,0.122601167382782,0,-0.00581791672100133,0.650345914536908,0.877398832617218,0,2.15733406337524e-05,0.14819659278437
TPK3,0.0591953141476873,0,0.0212951167580188,0.393296287467232,0.940804685852313,0,-0.00114211864539515,0.0861253376992482
TMA22,0.863345845032912,0,-0.0028047086970375,0.102616346257242,0.136654154967088,0,0.00352358278729293,0.3102080063493
TOP3,0.924151508531094,0,-0.00162945317294482,0.115786455093124,0.0758484914689056,0,-0.0575705712200908,0.611892753458125
TMA23,0.156214772215407,0,-0.0102928428686785,0.444126838234868,0.843785227784593,0,-0.000784654302601904,0.125779088971242
THR4,0.918136887811573,0,-0.000954336099467065,0.108782085076964,0.0818631121884272,0,-0.0143542266121549,0.633306057046481
TLC1,0.211212367540105,0,-0.0510231980199408,0.971397394287137,0.788787632459895,0,-0.00646044922048385,0.276408005399197
THP2,0.961741510171949,0,0.000448661980109549,0.100938122124811,0.0382584898280512,0,-0.0347335758248888,0.557827040486207
THR1,0.0776881053315735,0,-0.0173462388845028,0.700186192612888,0.922311894668427,0,-0.00118814414430442,0.108847407912978
TIP41,0.913239852465054,0,-0.00308776780872525,0.0839816598129691,0.0867601475349462,0,0.035726123789103,0.307001946867489
TIF2,0.974054893211466,0,-0.00170619691467318,0.0949244659717314,0.0259451067885337,0,0.0992597853911923,0.519310420405292
TGS1,0.82893521913053,0,0.0033635177053946,0.120850665470262,0.17106478086947,0,-0.00478120754773415,0.389550351024857
THP1,0.831447541568356,0,0.00885865376754777,0.246929762586912,0.168552458431644,0,-0.0673954220436092,0.77714011055933
TCO89,0.131782082438482,0,-0.0129414561563209,0.590720363995064,0.868217917561518,0,-0.00563220768899687,0.144122238618728
SXM1,0.920402613588767,0,-0.000763730442264307,0.0968967223470455,0.0795973864112332,0,-0.00755579153745355,0.425393358239529
SYC1,0.129048768855234,0,0.000708944708607078,0.387198874642672,0.870951231144766,0,0.00239163362155191,0.0935888887183935
SWI6,0.183540753388,0,-0.0580080080641614,0.585233190443589,0.816459246612,0,-0.0132997145528826,0.175546979085935
SUB1,0.0713892442354967,0,-0.00435489599149145,0.37711626475113,0.928610755764503,0,-0.00128573610935431,0.0884948676381991
STE7,0.0266772346290031,0,-0.0249649121137336,0.974665982988272,0.973322765370997,0,-0.00268379968200732,0.116754424714493
STM1,0.0245551609329421,0,-0.00783125117692571,0.67164679577248,0.975444839067058,0,-0.00230014933056146,0.114681029044273
STE50,0.959683046115698,0,-0.000838603287654528,0.0624892297076006,0.0403169538843019,0,0.0396790307085731,0.582699680818301
STE20,0.0644093122309696,0,0.0116633596384861,0.458046765744303,0.93559068776903,0,-0.000594811833596902,0.0569204173395287
STE11,0.0511167054759537,0,0.0178902864063063,0.71209371021111,0.948883294524046,0,-0.00276613462103116,0.0900781977958898
STE14,0.0384110506034834,0,0.0392251386504711,0.509624946275734,0.961588949396517,0,-0.000402266183886474,0.0896105725485396
SSK2,0.0891173670705592,0,0.00166153369944081,0.429822929166886,0.910882632929441,0,-0.000134399082809452,0.0792777663284082
SSK1,0.0962671783244088,0,0.0120025501325911,0.334814533653235,0.903732821675591,0,0.00050105868838246,0.0637508292236707
SSF1,0.873786780569271,0,0.000737381974426953,0.0985836813513476,0.126213219430729,0,-0.0173864332607786,0.373216463594486
SRO9,0.909691688429236,0,-0.00168796730675469,0.170351490918796,0.0903083115707638,0,-0.0230543186683621,0.490403383802849
SPT4,0.112085792979054,0,-0.0150021243594333,0.607842990790024,0.887914207020946,0,0.00141032109070737,0.161905603244907
SPT23,0.0492565915397073,0,0.0298257106687017,0.409568062925027,0.950743408460293,0,-0.0013404279274429,0.0742134906962366
SPT21,0.867717050925513,0,-0.00934498696861296,0.207006051732328,0.132282949074487,0,-0.0852599533426973,0.773321502404871
SNF4,0.0654309779418022,0,0.0163777999530797,0.466583419007848,0.934569022058198,0,0.000268448968642849,0.0968594111663703
SNT309,0.82659700448746,0,-7.31537253216139e-05,0.174819032592652,0.17340299551254,0,-0.018241454375773,0.513188460157269
SNF1,0.957262083127036,0,-0.000526931132429567,0.110664894088563,0.0427379168729636,0,0.0175858628205924,0.613452850802355
SMI1,0.0804411892533449,0,-0.04375735461164,0.442009725370781,0.919558810746655,0,-0.00239857236966259,0.0915740169859925
SLX9,0.0718701374787397,0,-0.017408187181145,0.464149796337918,0.92812986252126,0,-0.00074130687165906,0.100867430615373
SKI3,0.947893483057192,0,-0.0012589969748074,0.115608098053828,0.0521065169428079,0,-0.000789100663294848,0.448534757438272
SLT2,0.0681410295184827,0,-0.00827944873652278,0.322539163627173,0.931858970481517,0,-9.24651901303344e-05,0.06445078826723
SKY1,0.932226152690875,0,0.000439958585643155,0.122671316423673,0.0677738473091253,0,-0.0517062204515635,0.508609840795532
SIW14,0.081586344332542,0,0.00923533800418572,0.405486494058854,0.918413655667458,0,0.00229785221310425,0.101318205740856
SIT4,0.129315739736022,0,-0.0121510203279898,0.714126120355975,0.870684260263978,0,0.00309349183882768,0.199900762207627
SIS2,0.292677710261783,0,-0.0296186526864451,0.55330295223935,0.707322289738217,0,0.00192943425868823,0.160712469478223
SHR5,0.922836505991979,0,-0.00202003104241749,0.0892163184620905,0.0771634940080212,0,-0.0263765237301659,0.427518708183183
SGS1,0.915097445705624,0,-0.00102851353137661,0.112988033493878,0.0849025542943758,0,-0.0238998112987216,0.534308333654903
SER2,0.920983364146296,0,-0.00196816346241171,0.0711966713140792,0.0790166358537035,0,-0.0356790072893643,0.387073602891027
SEH1,0.0795843833947611,0,-0.0296753055204807,0.690956002899106,0.920415616605239,0,-0.00429773203879208,0.143491344187929
SET4,0.129110779600211,0,0.0164988355288074,0.434730102473805,0.870889220399789,0,-0.000192092671091039,0.0950750041869756
SAT4,0.0602201047423511,0,0.0228368604854553,0.438089485741574,0.939779895257649,0,-0.00225010506582714,0.080388013392094
SAP190,0.0331779635256875,0,-0.065899924229527,0.700004717741624,0.966822036474313,0,0.00384121168719105,0.100747059443458
SBP1,0.941031297404091,0,0.000560532452678811,0.103738462143706,0.0589687025959093,0,-0.0660601932240121,0.548315154684364
SCS2,0.935627005593582,0,0.000373050952327451,0.0871196001631627,0.064372994406418,0,-0.0290014879589684,0.406923077143134
SAP155,0.110678304354049,0,-0.0250233120675445,0.497986813208936,0.889321695645951,0,-0.00451319318413984,0.105245195667951
SCP160,0.0745109662619051,0,0.0261211961540614,0.300351887160123,0.925489033738095,0,-0.000735997216602922,0.103586540620262
SAM4,0.923363400945803,0,-0.000968197216735437,0.131800291170937,0.0766365990541966,0,-0.0182455838490046,0.654173166756851
RTT103,0.214615256641943,0,0.00249763576884596,0.400321058624815,0.785384743358057,0,-0.000173792731422961,0.096581628797621
SAM1,0.960893169712015,0,-0.000879021480058789,0.0591716013089791,0.0391068302879853,0,-0.00841349457518125,0.690297722088688
SAC1,0.124265455949797,0,-0.0175497985123814,0.409003497148974,0.875734544050203,0,-0.00164620689378941,0.0904876300922234
RTS1,0.112399533058803,0,0.0110898771427975,0.486689156535378,0.887600466941197,0,-0.00304075929142653,0.0993511104645711
SAC3,0.133460751732151,0,-0.0554405410157385,0.61053413446237,0.866539248267849,0,0.00268774666916605,0.183390812728038
RTR1,0.104362739420595,0,-0.0110066760716268,0.322991569936623,0.895637260579405,0,0.00984785437149595,0.109118443081857
RTT107,0.922061357697108,0,-0.00137135121017282,0.0869934692223127,0.0779386423028916,0,-0.0324880784814901,0.37474994490302
KAP120,0.154256635467821,0,-0.0160900800324163,0.563596598228875,0.845743364532179,0,-0.00117580590195521,0.159050889670428
ACO1,0.825889811932893,0,-0.00237916010424091,0.268663313574342,0.174110188067107,0,-0.0669666386151587,0.953542165588463
AIM1,0.978096038077201,0,-0.000692972891772322,0.0457319353133434,0.0219039619227986,0,-0.155081721339912,0.448135375255276
APN2,0.07136173104769,0,0.0133937373957817,0.285074659884005,0.92863826895231,0,-0.00192945949349119,0.0647012377303277
ASK10,0.943291582730147,0,-0.000906278744620853,0.104995720799594,0.0567084172698528,0,-0.0390704933344775,0.572396709854333
APQ12,0.893912420432147,0,0.00223225797454571,0.1031358485682,0.106087579567853,0,0.0047618571195501,0.46762489999561
ARG82,0.893589592616144,0,0.000580478118422773,0.187231372954339,0.106410407383856,0,-0.0564002511585494,1.0451185679125
ATG21,0.92998379574755,0,0.000436890371643299,0.0719593652503775,0.0700162042524498,0,-0.0116374821478713,0.276651518616728
ATG23,0.0816362806875048,0,0.0200315963763834,0.455138671984843,0.918363719312495,0,0.000981665841917387,0.0746506033743332
ASC1,0.106062237858577,0,-0.0761248652083494,0.734694222953417,0.893937762141423,0,-0.00510802899801602,0.204310601942504
ATG32,0.932449775856013,0,0.00105541002504939,0.0796599979537233,0.0675502241439871,0,-0.00648122568681348,0.477599197014606
ARX1,0.913255348555629,0,-0.000196112331963855,0.104818470144208,0.0867446514443706,0,-0.0241901634600844,0.444667250906079
BCS1,0.0503505998761482,0,-0.0269919755594217,0.316031080672091,0.949649400123852,0,-0.00169609074571683,0.10648313824243
BCY1,0.178710511077327,0,0.00576671288756522,0.943401661073541,0.821289488922673,0,-0.00213339831542168,0.288111888160944
BIK1,0.933811028432231,0,-0.000852752166549864,0.078845371496921,0.0661889715677689,0,0.0131163800709976,0.253262925228447
RTC1,0.925149330605523,0,0.00138108517635981,0.0736628419861803,0.0748506693944771,0,-0.0373961666924163,0.560070323716717
ASI2,0.0857088135640436,0,0.0275484206701096,0.384743937052484,0.914291186435956,0,-0.000491833023236264,0.0883767949795611
ADD66,0.08773512209736,0,-0.00169449246961375,0.452025319916424,0.91226487790264,0,-0.000833153071439329,0.105044420219714
APC9,0.107980032140457,0,-0.0101608946854986,0.320420176776031,0.892019967859543,0,-0.000589575150681723,0.0657481858866825
ASE1,0.0702237107257885,0,-0.0203315837634969,0.347487985620583,0.929776289274212,0,-0.00162727350548592,0.0612876626475179
BUL1,0.0544172920723776,0,0.0247346526241583,0.644711568342411,0.945582707927622,0,0.000663764040248506,0.0811250966329411
CDC26,0.902785133785992,0,-0.00364378888891327,0.102370849921603,0.097214866214008,0,-0.0393741047504619,0.436463990987217
BRE5,0.10476369075345,0,0.00924220513634616,0.648232550691893,0.89523630924655,0,0.00336062738190007,0.200260701950675
DMA1,0.988531069932653,0,-0.00321188331239003,0.15298959233027,0.0114689300673467,0,-0.0675690375457515,0.61946543961995
ATG10,0.106259388283272,0,0.0193589658713735,0.284420862701906,0.893740611716728,0,-0.00144808083238982,0.0842604687909449
BMH1,0.93602796707758,0,0.00433149998956622,0.136620955432969,0.0639720329224196,0,-0.0157867489267964,0.627962690353809
CPR6,0.0457686507232093,0,0.0450036581608475,0.424733139439113,0.954231349276791,0,-0.00073148532149926,0.0708283120296443
BRO1,0.915456325963553,0,-8.50883178299487e-05,0.11285788593784,0.084543674036447,0,0.00119449841821737,0.462492401155545
CDH1,0.107437194136128,0,-0.00166902265463046,0.40626680978734,0.892562805863872,0,-0.00470393744440037,0.0932235552611792
CUE1,0.963992576364928,0,-0.00156110053684043,0.0616775782806115,0.0360074236350717,0,0.0164001615427082,0.475738058547448
DID4,0.116693162338375,0,-0.00816471092246737,0.665336819739851,0.883306837661625,0,0.000798903733969426,0.203380131310609
DOC1,0.876059011037872,0,-0.00678492306891105,0.184062039613522,0.123940988962128,0,-0.0576466591405523,0.704157917024202
DOA1,0.0710691261948533,0,0.0246466171267762,0.529416085416337,0.928930873805147,0,0.00168820937164302,0.114254868012452
ECM30,0.0738482063109187,0,-0.0265405461686299,0.447522864107626,0.926151793689081,0,-0.000142322715147681,0.0670983907515485
DEF1,0.150475994279502,0,-0.0197912638545157,0.769828235754273,0.849524005720498,0,-0.0040273017651166,0.28267765631405
ELC1,0.914388693409562,0,-0.00206668640131331,0.0746299040399691,0.0856113065904384,0,-0.0175434651164287,0.293663884029578
ELA1,0.105113847916896,0,-0.0251401760656498,0.323591616151491,0.894886152083104,0,-0.000391877003672133,0.0776204111947319
ELP2,0.082192830262395,0,0.0280102772677481,0.513018853951141,0.917807169737605,0,-0.00189794600382022,0.161976603957123
ELP4,0.117683406729053,0,0.0177368611081737,0.536939297461732,0.882316593270947,0,-0.00131805477897775,0.144656067145599
ELP6,0.122113807159559,0,0.0250730462929565,0.686439395288439,0.877886192840441,0,-0.00133527190446649,0.194919762409928
EDE1,0.137889762523507,0,-0.0166884840853283,0.3642392407907,0.862110237476493,0,-0.00238313385208615,0.0906663486109402
ESC2,0.919416525710761,0,-0.000103000072728336,0.11568645159165,0.0805834742892385,0,-0.0482259925497141,0.723371189211287
GGA2,0.0307057599574839,0,0.00266109304007182,0.478397722661257,0.969294240042516,0,0.000187403564597732,0.0665783162766408
GRR1,0.819420939146467,0,0.00720724748008093,0.256380175524909,0.180579060853533,0,-0.106631114627546,1.27338648374023
HSE1,0.85256535597053,0,0.00135496374907177,0.205853449854505,0.14743464402947,0,-0.0448897267486908,0.645549998179897
HSC82,0.889311540631837,0,-0.000816391421408454,0.0902269318504938,0.110688459368163,0,-0.0158813065372455,0.353985204207036
IRC25,0.824533826467658,0,-0.000617331261203661,0.114030286472989,0.175466173532342,0,-0.0223888924232491,0.350269048238572
ITT1,0.182435246024943,0,-0.00726821272721431,0.270911192886955,0.817564753975057,0,0.00076630925198926,0.101916710845622
KTI12,0.0897214686884088,0,-0.0108095059702562,0.435312120274897,0.910278531311591,0,0.000402825299635274,0.109859344023004
IKI1,0.0763150685520416,0,-0.0179388263227767,0.496662957140694,0.923684931447958,0,0.00128162515559017,0.154935401488541
MUB1,0.892349965751563,0,-0.00108969475266317,0.0975522123146647,0.107650034248437,0,-0.0041028556292066,0.329902718412332
MDM30,0.0859855618020015,0,-0.0442744162593306,0.454051981607577,0.914014438197999,0,0.00118510928006564,0.113109085744016
MFB1,0.94867053646402,0,-0.00106067937923649,0.0913802008212274,0.0513294635359805,0,0.00039513709456241,0.336490414760345
NCS2,0.126389819338712,0,-0.0272754787364879,0.421612756183129,0.873610180661288,0,0.00273784672263791,0.133601191341816
NCS6,0.849590685816437,0,0.00178259280920912,0.133705221553577,0.150409314183563,0,-0.0353349347498918,0.412466630557234
NFI1,0.114528938057991,0,-0.0197408636201431,0.338837688729963,0.885471061942009,0,-0.000889852467314005,0.0913577824541264
PBA1,0.0612639871255837,0,0.00436950815178226,0.304305487268679,0.938736012874416,0,-0.0014817703471436,0.0761199707193802
PEP3,0.88788984287043,0,-0.00352147875423124,0.140591700757302,0.11211015712957,0,0.0234407619907146,0.631412096983858
PEX10,0.035936270573607,0,0.0437176080767476,0.473272113791898,0.964063729426393,0,-0.000878521786439269,0.108650670009967
PEP5,0.88898230575353,0,-0.0028215217375725,0.13694548863489,0.11101769424647,0,-0.00526157611436389,0.608967889566004
PEX12,0.967931875126134,0,0.000131765494128765,0.0516376435756676,0.0320681248738659,0,-0.0108989572421978,0.400664009758974
PEX2,0.940992801941249,0,-0.000756287973704261,0.0571764909945386,0.0590071980587509,0,0.00337547470333269,0.413595588044807
PEX22,0.959447357503946,0,0.00117772874316866,0.0726598802774787,0.0405526424960535,0,0.0417893653950566,0.416920201829844
PEX4,0.0758753315355646,0,0.0513452408581351,0.500992813779068,0.924124668464435,0,-0.00226856554909643,0.121206592390401
PEX5,0.845531242997023,0,-0.00572840573462766,0.114605160630461,0.154468757002977,0,-0.00301222805228845,0.3976982905194
RAD23,0.0583407395686419,0,-0.00394989681456038,0.402582775690146,0.941659260431358,0,-0.000327429653553373,0.0707909937408131
POC4,0.14654325511212,0,0.00406474307772796,0.453544221666576,0.85345674488788,0,0.00238339629787051,0.101299996617211
PTH2,0.943108869493061,0,-0.000382601771748233,0.0723340703969751,0.0568911305069389,0,-0.0172122046404962,0.379093174085543
PRE9,0.820607149889305,0,-0.000584403117911781,0.18552494267506,0.179392850110694,0,-0.0158406687808662,0.550836934658962
RAD18,0.898618343486852,0,-0.0010153558949603,0.1276528911659,0.101381656513148,0,-0.0255889948298721,0.517350897253949
RPN10,0.899847503656382,0,0.00122894206160573,0.14636751973192,0.100152496343618,0,-0.0117346096170745,0.459133950036755
RAD5,0.883550693514816,0,0.00155258134385655,0.123790793205778,0.116449306485184,0,-0.027287116957459,0.390153883951096
RCY1,0.870162181592924,0,0.00160559211169891,0.211951479189984,0.129837818407076,0,-0.0892623281642598,0.875711964137034
RAD26,0.0665494724041616,0,-0.0493695438925046,0.421316880024084,0.933450527595838,0,-0.000773154510446148,0.0894435517143234
ULS1,0.0637527430850817,0,-0.0136880651993991,0.391246903524801,0.936247256914918,0,0.000639484457642009,0.0813821728464851
RPN13,0.243221357102504,0,-0.0317395617071607,0.534970388943866,0.756778642897496,0,0.000333974578426559,0.135611462211659
SLX5,0.120642349324171,0,-0.0665026485107298,0.977865231849583,0.879357650675829,0,-0.000404887979606088,0.262137334044554
SAN1,0.0809481617107884,0,0.00438613134182514,0.322913348492195,0.919051838289212,0,-0.000557270757034326,0.112117129142831
SLA1,0.873760576242722,0,-0.00147979583220902,0.11801788316081,0.126239423757278,0,-0.0247799283309105,0.48340608964365
SEM1,0.111325154635659,0,-0.0384079539935384,0.581218880756059,0.888674845364341,0,0.000993922170132774,0.152766279570767
SLX8,0.0645765654845052,0,-0.0819517053378522,0.82187206252926,0.935423434515495,0,-0.0023228769815934,0.242811932448523
SNF8,0.0906408250576651,0,-0.0228598262334963,0.773437336154695,0.909359174942335,0,-0.000761478585728102,0.130081723322785
SNF7,0.916697772813881,0,0.00408583638476199,0.146913851585643,0.0833022271861192,0,-0.0697298629058771,0.819891231409077
SWA2,0.191759710875191,0,-0.0662812526232085,0.878879932259703,0.808240289124809,0,0.00422553957152093,0.244381321354217
SWM1,0.903731570432152,0,-0.00137149415531681,0.0824919235906161,0.0962684295678477,0,-0.038472601468239,0.412837298117245
SRN2,0.0714628780488058,0,0.0168900765717951,0.427953377905319,0.928537121951194,0,0.000413746941881535,0.0663206072595043
STE5,0.066971717837176,0,0.0341002333788073,0.673383210615109,0.933028282162824,0,-0.00164348432472413,0.0804329466936195
SSM4,0.962799551962904,0,-0.0025981438218548,0.0720211100513234,0.0372004480370959,0,-0.0043038774199273,0.483223040973206
TOM1,0.943063539760176,0,-0.00119798229330229,0.13391133478903,0.0569364602398245,0,-0.016629627956855,0.585283709845555
UBA4,0.88786854404269,0,-0.000102005707126671,0.141641556099972,0.11213145595731,0,0.0010556052547108,0.469913875474599
UBC4,0.920851147151072,0,-0.00614111686825716,0.164596207826761,0.0791488528489279,0,0.00238745169996578,0.584714910509933
UBA3,0.131093807698292,0,-0.00920563873682016,0.287594930422196,0.868906192301709,0,-0.00159274373222527,0.0801994919980833
UBP1,0.0459403577281899,0,0.0163049598121661,0.311920156580232,0.95405964227181,0,-0.000211471001705977,0.0626322347724985
UBC6,0.0378473311248002,0,0.0271256577981042,0.467895868137601,0.9621526688752,0,-0.00293812852825859,0.0738202351052259
UBP13,0.950748368426112,0,0.00105129565364636,0.0589656492804362,0.049251631573888,0,-0.0569081364590536,0.565231069181504
UBP10,0.81406361802736,0,0.000173177575619482,0.162706491842426,0.18593638197264,0,-0.0144300795237556,0.554414877127373
UBC8,0.901879660890439,0,0.000249907935323095,0.0969074651451698,0.0981203391095605,0,0.0288303563116135,0.309890349200927
UBP14,0.0760182905288817,0,0.00158892579133981,0.332828207675625,0.923981709471118,0,-0.000202661792365449,0.0727614958336394
UBP15,0.935807529350304,0,-0.00181387531213489,0.102124068819088,0.0641924706496958,0,-0.0416403231699457,0.68347572979306
UBP3,0.111203979565616,0,-0.0337589535359985,0.739099464396968,0.888796020434384,0,0.010421907632841,0.258837510500266
UBP16,0.900661729809186,0,-0.00104000222011344,0.0823027247251463,0.0993382701908141,0,0.0401262370194555,0.344703885193834
UBP6,0.934903765948317,0,-0.000869420231156639,0.0799504205581433,0.0650962340516833,0,0.0557626087481565,0.405570549157181
UFD2,0.933538823627421,0,0.000624243221599181,0.102854751808186,0.0664611763725791,0,-0.0179335089629962,0.457124946236643
UBR2,0.709386721570837,0,-0.00111630447779862,0.116127014671959,0.290613278429163,0,-0.00322056511454884,0.314931676453914
UBX3,0.100982244714115,0,0.00884598678754489,0.298957560855857,0.899017755285885,0,-0.00131163639116243,0.0699027930785333
UBR1,0.0408073880295901,0,0.0233779150140166,0.512129900096527,0.95919261197041,0,-0.00369790641998378,0.174691022087898
UBX2,0.102851412228718,0,-0.0520171629006025,0.67081969531749,0.897148587771282,0,0.00159349384993155,0.127087570238164
UFD4,0.0713577170239738,0,0.0399906086417687,0.467518189981573,0.928642282976026,0,-0.00241892757232571,0.0797818894749916
URE2,0.913431433283074,0,-0.000364007579391071,0.109614022873413,0.086568566716926,0,-0.047010914040097,0.616672546433202
URM1,0.907684447045056,0,-0.0016205154265161,0.193204951885035,0.0923155529549436,0,0.0420213124705196,0.716696024676661
VAM6,0.929151370849639,0,-6.89830910012509e-06,0.0863528202349323,0.0708486291503607,0,0.00118523096941526,0.411631206105176
VPS16,0.845014262036248,0,-0.000587859106708635,0.217406894852461,0.154985737963752,0,0.00470981325328258,0.705530470848515
VPS24,0.108509023916789,0,0.0224375033593736,0.404754871895657,0.891490976083211,0,-0.00169652741895644,0.0798315748700994
VID28,0.103224018805143,0,0.0221374236554677,0.47127748353977,0.896775981194857,0,0.00122161403472248,0.0844894584424767
VPS8,0.870987285666136,0,0.00164168533518643,0.183106824547847,0.129012714333864,0,-0.0448909461693171,0.633104339458449
VPS27,0.926421841498123,0,-0.00107941974508905,0.119347501255079,0.0735781585018767,0,0.0157392415453445,0.505388394896691
VPS36,0.894939188507257,0,0.000772257117619551,0.112676581523582,0.105060811492743,0,-0.0274125942204269,0.748046114005607
VPS3,0.149430257610867,0,-0.0248357370626665,0.623166461741307,0.850569742389133,0,-0.00269079011318467,0.147373889385506
VPS41,0.905766585403189,0,0.00193635677484028,0.154602191600159,0.0942334145968105,0,-0.0355713057421914,0.560343590982067
VPS9,0.0732218723997912,0,-0.0162899457162255,0.580767253035767,0.926778127600209,0,-0.00152591250875765,0.11099012956479
VPS28,0.906982724546174,0,-0.000210468440161638,0.0949702789999231,0.0930172754538263,0,-0.0167401585493159,0.690699732927022
WSS1,0.0557238488047795,0,-0.0446226626647238,0.518395886466187,0.94427615119522,0,-0.00106796285776609,0.0997915754990491
