,cor_c1,pval_cor_c1,beta_c1,pval_beta_c1,cor_c2,pval_cor_c2,beta_c2,pval_beta_c2,adjp_c1,adjp_c2,em_beta_1,em_beta_2,ratio_1,ratio_2
SNT1,-2.29809e-01,2.62534e-04,-1.36241e-01,2.62534e-04, 8.62329e-03,5.09296e-01, 1.16857e-03,5.09296e-01, 0.73633702, 0.0000000,-5.66124e-02, 9.30870e-04,0.0900048,0.9099952
RSC30,-2.79039e-02,5.39422e-01,-1.62615e-02,5.39422e-01, 1.43861e-02,2.80860e-01, 1.83961e-03,2.80860e-01, 0.00000000, 0.0000000,-7.66014e-04, 1.43727e-03,0.1466952,0.8533048
RTG1,-2.07731e-02,7.11244e-01,-1.37367e-02,7.11244e-01, 3.55250e-02,6.87703e-03, 2.30200e-03,6.87703e-03, 0.00000000, 0.0000000, 5.22031e-03, 2.06995e-03,0.0716100,0.9283900
SKO1, 7.92707e-03,8.74419e-01, 3.98369e-03,8.74419e-01,-6.84100e-03,6.05370e-01,-5.94419e-04,6.05370e-01, 0.00000000, 0.0000000, 4.05792e-03,-7.94820e-04,0.1117569,0.8882431
SPT2, 1.56340e-03,9.04944e-01, 1.35216e-04,9.04944e-01, 3.34685e-02,5.84004e-01, 1.80603e-02,5.84004e-01, 0.00000000, 0.0000000, 2.71524e-04, 4.83336e-03,0.9251978,0.0748022
SFP1, 4.80601e-02,5.23370e-04, 1.24757e-02,5.23370e-04,-9.52310e-02,4.20120e-03,-9.66192e-02,4.20120e-03, 0.43671386, 0.0000000, 9.26256e-03,-3.70631e-02,0.7254240,0.2745760
ROX1,-1.68993e-02,7.51011e-01,-1.08102e-02,7.51011e-01,-2.78058e-03,8.33013e-01,-2.52546e-04,8.33013e-01, 0.00000000, 0.0000000,-2.05251e-02,-8.02446e-05,0.0870726,0.9129274
RME1, 1.11971e-01,9.76102e-02, 4.74057e-02,9.76102e-02, 4.57954e-03,7.25363e-01, 3.35127e-04,7.25363e-01, 0.00000000, 0.0000000, 3.20332e-02, 6.18018e-05,0.0591552,0.9408448
RGT1,-7.37021e-04,9.54929e-01,-6.61794e-05,9.54929e-01,-9.06863e-02,1.76227e-01,-4.77625e-02,1.76227e-01, 0.00000000, 0.0000000,-4.30210e-04,-9.44588e-03,0.9321713,0.0678287
RIM101,-1.11340e-02,3.94568e-01,-8.98804e-04,3.94568e-01,-4.46797e-02,4.74896e-01,-3.45226e-02,4.74896e-01, 0.00000000, 0.0000000,-7.81860e-04,-2.74469e-02,0.9410139,0.0589861
RFX1, 5.05097e-02,5.59237e-01, 4.80447e-02,5.59237e-01,-1.29184e-02,3.18246e-01,-1.05022e-03,3.18246e-01, 0.00000000, 0.0000000, 2.48421e-02,-1.07023e-03,0.0299026,0.9700974
PPR1,-1.64306e-01,4.17268e-02,-8.01208e-02,4.17268e-02,-1.77469e-02,1.70970e-01,-9.53226e-04,1.70970e-01, 0.00000000, 0.0000000,-5.05528e-02,-9.76628e-04,0.0385244,0.9614756
PEP7,-6.94792e-03,6.03348e-01,-1.15683e-03,6.03348e-01, 2.32456e-03,9.58154e-01, 1.78298e-03,9.58154e-01, 0.00000000, 0.0000000,-1.84565e-03,-4.42662e-02,0.8580874,0.1419126
MOT2,-1.96862e-02,6.17746e-01,-2.53168e-02,6.17746e-01, 1.05136e-02,4.37243e-01, 3.72914e-03,4.37243e-01, 0.00000000, 0.0000000,-2.14517e-02, 4.73112e-03,0.2178396,0.7821604
PDR3, 1.03677e-01,1.74644e-01, 3.79638e-02,1.74644e-01, 1.11767e-02,3.89340e-01, 7.97882e-04,3.89340e-01, 0.00000000, 0.0000000, 3.60673e-02, 6.41465e-04,0.0544855,0.9455145
MSN2, 1.77487e-02,1.72916e-01, 1.27777e-03,1.72916e-01,-9.74476e-03,8.88631e-01,-6.20276e-03,8.88631e-01, 0.00000000, 0.0000000, 1.43491e-03, 2.40070e-02,0.9507554,0.0492446
NHP10,-2.86844e-02,3.10186e-02,-2.82244e-03,3.10186e-02, 3.07906e-02,5.13315e-01, 1.43770e-02,5.13315e-01, 0.00000000, 0.0000000,-3.15482e-03,-1.27644e-02,0.8733282,0.1266718
MOT3, 1.21038e-03,9.79872e-01, 7.36767e-04,9.79872e-01,-1.15688e-02,3.83776e-01,-9.81967e-04,3.83776e-01, 0.00000000, 0.0000000,-2.82266e-02,-9.85215e-04,0.1014852,0.8985148
MIG1, 5.06032e-02,3.02585e-01, 2.34091e-02,3.02585e-01, 2.03666e-02,1.24509e-01, 1.75570e-03,1.24509e-01, 0.00000000, 0.0000000, 1.05118e-02, 1.61982e-03,0.1182655,0.8817345
MBP1,-3.91012e-02,4.21382e-01,-1.87241e-02,4.21382e-01,-3.36144e-02,1.12776e-02,-2.62543e-03,1.12776e-02, 0.00000000, 0.0000000,-1.30063e-02,-2.58056e-03,0.1135189,0.8864811
MAC1, 2.04592e-03,8.76271e-01, 1.37235e-04,8.76271e-01,-8.21923e-02,1.46844e-01,-3.90989e-02,1.46844e-01, 0.00000000, 0.0000000,-7.25325e-05,-2.11059e-02,0.9231255,0.0768745
LEU3, 5.28567e-02,4.20944e-01, 2.30888e-02,4.20944e-01,-1.43228e-02,2.72443e-01,-9.35738e-04,2.72443e-01, 0.00000000, 0.0000000, 2.58355e-02,-1.11846e-03,0.0607754,0.9392246
HXK2,-2.24269e-03,8.66984e-01,-2.99766e-04,8.66984e-01,-3.90070e-02,3.71494e-01,-2.73011e-02,3.71494e-01, 0.00000000, 0.0000000, 7.32044e-05,-3.26919e-02,0.8691895,0.1308105
HMO1,-2.28058e-02,6.51772e-01,-1.37674e-02,6.51772e-01, 1.10429e-02,4.03991e-01, 1.56770e-03,4.03991e-01, 0.00000000, 0.0000000, 4.88633e-03, 1.49717e-03,0.1358179,0.8641821
INO2,-7.45625e-02,8.25824e-02,-8.03173e-02,8.25824e-02, 7.26891e-03,5.87757e-01, 1.57420e-03,5.87757e-01, 0.00000000, 0.0000000,-7.39552e-02, 2.21187e-03,0.1476674,0.8523326
HAP1,-9.78385e-03,4.48244e-01,-9.29422e-04,4.48244e-01,-1.45324e-01,1.55528e-01,-7.07844e-02,1.55528e-01, 0.00000000, 0.0000000,-7.25910e-04,-3.27797e-02,0.9690540,0.0309460
ISW2,-8.82702e-03,8.62935e-01,-4.80603e-03,8.62935e-01, 1.60252e-02,2.25505e-01, 1.28259e-03,2.25505e-01, 0.00000000, 0.0000000,-2.47769e-03, 8.37177e-04,0.0964665,0.9035335
HAP3, 8.77482e-02,1.82896e-01, 5.40232e-02,1.82896e-01,-2.85406e-02,2.87007e-02,-2.44714e-03,2.87007e-02, 0.00000000, 0.0000000, 3.25741e-02,-2.36217e-03,0.0628782,0.9371218
IXR1,-1.78773e-02,1.82154e-01,-1.56308e-03,1.82154e-01,-3.82620e-02,3.76650e-01,-2.42235e-02,3.76650e-01, 0.00000000, 0.0000000,-1.56439e-03,-2.49154e-02,0.8756367,0.1243633
HAP2,-9.30328e-02,1.29437e-01,-4.72329e-02,1.29437e-01, 1.55362e-03,9.05512e-01, 1.53730e-04,9.05512e-01, 0.00000000, 0.0000000,-2.52018e-02,-1.38907e-04,0.0752248,0.9247752
INO4, 1.63281e-02,2.21372e-01, 4.24807e-03,2.21372e-01,-9.57032e-02,3.30952e-02,-1.14737e-01,3.30952e-02, 0.00000000, 0.0000000, 3.16497e-03,-7.11883e-02,0.8562960,0.1437040
HAL9, 4.63853e-02,4.42769e-01, 1.78410e-02,4.42769e-01,-1.36887e-02,2.95975e-01,-9.56130e-04,2.95975e-01, 0.00000000, 0.0000000,-1.33377e-04,-6.23777e-04,0.0798823,0.9201177
GZF3,-2.17032e-02,9.36442e-02,-1.48453e-03,9.36442e-02, 2.23645e-02,7.93842e-01, 1.11470e-02,7.93842e-01, 0.00000000, 0.0000000,-1.37677e-03, 1.97085e-03,0.9633806,0.0366194
HAP5,-2.16078e-01,2.99894e-02,-1.40843e-01,2.99894e-02,-1.50218e-02,2.44430e-01,-1.40856e-03,2.44430e-01, 0.00000000, 0.0000000,-1.53169e-02,-1.60630e-03,0.0308034,0.9691966
GAT2, 3.53073e-02,5.93425e-01, 1.01098e-02,5.93425e-01, 4.59969e-03,7.24451e-01, 2.28478e-04,7.24451e-01, 0.00000000, 0.0000000, 1.40561e-03, 2.17853e-04,0.0675584,0.9324416
FZF1, 6.21622e-02,3.35577e-01, 2.37628e-02,3.35577e-01,-2.66360e-02,4.13700e-02,-2.07065e-03,4.13700e-02, 0.00000000, 0.0000000, 1.06400e-02,-2.23482e-03,0.0831934,0.9168066
FKH1, 3.93720e-02,4.94749e-01, 2.23217e-02,4.94749e-01, 8.25850e-03,5.29322e-01, 6.15255e-04,5.29322e-01, 0.00000000, 0.0000000, 1.63491e-02, 5.84594e-04,0.0716604,0.9283396
GIS1, 1.03482e-01,4.08387e-02, 4.42425e-02,4.08387e-02,-2.28295e-02,8.43737e-02,-2.04713e-03,8.43737e-02, 0.00000000, 0.0000000, 2.07645e-02,-1.64252e-03,0.1207354,0.8792646
GCN4, 7.07948e-02,2.81849e-01, 4.28236e-02,2.81849e-01,-5.73518e-03,6.60324e-01,-6.00910e-04,6.60324e-01, 0.00000000, 0.0000000, 3.26434e-02,-7.87246e-04,0.0702202,0.9297798
GLN3,-1.47287e-02,7.90751e-01,-1.20751e-02,7.90751e-01,-3.27806e-03,8.03233e-01,-5.13470e-04,8.03233e-01, 0.00000000, 0.0000000,-5.20169e-02,-7.34971e-04,0.0960927,0.9039073
CST6,-1.20301e-02,3.73349e-01,-3.13628e-03,3.73349e-01,-5.30753e-02,1.83713e-01,-6.65868e-02,1.83713e-01, 0.00000000, 0.0000000,-2.71925e-03,-7.08559e-02,0.8389482,0.1610518
CIN5, 2.97886e-02,6.56725e-01, 1.22390e-02,6.56725e-01, 2.34073e-03,8.57559e-01, 1.75160e-04,8.57559e-01, 0.00000000, 0.0000000, 1.39593e-02, 1.26172e-04,0.0700976,0.9299024
DAL81,-5.68260e-02,1.21969e-01,-2.45239e-02,1.21969e-01, 1.11808e-02,4.12908e-01, 1.16540e-03,4.12908e-01, 0.00000000, 0.0000000,-1.34753e-02, 1.10252e-03,0.2214001,0.7785999
ASH1, 5.79183e-02,5.12763e-01, 3.28515e-02,5.12763e-01, 2.95700e-02,2.22480e-02, 2.53222e-03,2.22480e-02, 0.00000000, 0.0000000, 3.96611e-02, 2.67532e-03,0.0361469,0.9638531
CHA4,-1.43012e-02,8.92971e-01,-1.09070e-02,8.92971e-01,-7.27545e-02,1.61044e-08,-4.41759e-03,1.61044e-08, 0.00000000, 4.9485780, 3.59278e-03,-4.50589e-03,0.0203823,0.9796177
DAT1, 2.87463e-03,8.26642e-01, 2.57111e-04,8.26642e-01, 3.01237e-02,6.03274e-01, 1.34661e-02,6.03274e-01, 0.00000000, 0.0000000, 1.26792e-05, 1.01334e-02,0.9028687,0.0971313
CBF1,-7.95158e-02,8.64157e-02,-7.25498e-02,8.64157e-02, 2.79045e-02,3.61037e-02, 5.07936e-03,3.61037e-02, 0.00000000, 0.0000000,-5.87794e-02, 4.60679e-03,0.1305710,0.8694290
ADA2,-1.35087e-02,3.13625e-01,-2.77600e-03,3.13625e-01,-8.70132e-02,4.30699e-02,-8.66449e-02,4.30699e-02, 0.00000000, 0.0000000,-3.45457e-03,-4.85297e-02,0.8445268,0.1554732
CUP9,-7.23143e-03,5.82940e-01,-4.28910e-04,5.82940e-01, 7.70184e-02,1.57091e-01, 2.77102e-02,1.57091e-01, 0.00000000, 0.0000000,-3.28181e-04, 1.44561e-02,0.9111058,0.0888942
AFT1,-2.82980e-02,3.06798e-02,-2.56892e-03,3.06798e-02, 4.30275e-02,4.78135e-01, 3.22094e-02,4.78135e-01, 0.00000000, 0.0000000,-2.41673e-03, 1.76369e-02,0.9312867,0.0687133
ACE2,-2.12148e-02,1.06837e-01,-1.99074e-03,1.06837e-01,-6.84292e-03,9.01744e-01,-4.75313e-03,9.01744e-01, 0.00000000, 0.0000000,-1.61180e-03,-1.03536e-02,0.9215017,0.0784983
AZF1, 5.37817e-03,6.83365e-01, 4.56278e-04,6.83365e-01,-1.17809e-01,2.68769e-02,-4.42836e-02,2.68769e-02, 0.00000000, 0.0000000, 4.46823e-04,-1.90731e-02,0.8849342,0.1150658
ABF2, 2.02452e-02,7.64196e-01, 1.02105e-02,7.64196e-01,-3.81817e-02,3.39496e-03,-2.51543e-03,3.39496e-03, 0.00000000, 0.0000000, 7.63191e-03,-2.34365e-03,0.0565092,0.9434908
BAS1,-5.66194e-03,6.62257e-01,-5.15545e-04,6.62257e-01, 1.37209e-01,9.07860e-02, 9.61350e-02,9.07860e-02, 0.00000000, 0.0000000,-5.99648e-04, 4.65670e-02,0.9563061,0.0436939
ARG81, 1.82179e-02,1.57043e-01, 1.01488e-03,1.57043e-01,-8.78594e-03,9.41609e-01,-8.02254e-03,9.41609e-01, 0.00000000, 0.0000000, 9.33878e-04,-2.86494e-03,0.9845567,0.0154433
ARG80, 4.51603e-04,9.72262e-01, 3.56430e-05,9.72262e-01, 5.91364e-02,4.35611e-01, 3.59649e-02,4.35611e-01, 0.00000000, 0.0000000,-3.40333e-05, 5.50996e-02,0.9553256,0.0446744
RPS21A, 2.16059e-02,6.44672e-01, 1.07733e-02,6.44672e-01, 3.10388e-03,8.15578e-01, 3.94623e-04,8.15578e-01, 0.00000000, 0.0000000, 4.83095e-03, 4.39320e-04,0.1641319,0.8358681
SRP40,-1.76771e-02,1.76792e-01,-2.53105e-03,1.76792e-01, 1.63066e-01,7.58710e-03, 1.00361e-01,7.58710e-03, 0.00000000, 0.0000000,-2.50136e-03, 3.50099e-02,0.8880772,0.1119228
RCM1,-4.34419e-03,7.41830e-01,-5.84198e-04,7.41830e-01, 8.74751e-02,1.00349e-01, 5.43732e-02,1.00349e-01, 0.00000000, 0.0000000,-1.02569e-03, 2.85665e-02,0.8791468,0.1208532
RPS0B,-8.25141e-02,3.20084e-09,-1.08162e-02,3.20084e-09, 1.73100e-01,5.52246e-08, 8.09686e-02,5.52246e-08, 5.65025950, 4.4133901,-7.66035e-03, 2.87718e-02,0.6921182,0.3078818
RPL16A, 8.00588e-02,8.30286e-03, 2.61546e-02,8.30286e-03,-2.71175e-02,5.46817e-02,-2.68523e-03,5.46817e-02, 0.00000000, 0.0000000, 1.07817e-02,-7.98648e-04,0.3360834,0.6639166
UBC7,-1.79373e-02,1.65430e-01,-1.29235e-03,1.65430e-01,-6.10790e-03,9.45882e-01,-3.00993e-03,9.45882e-01, 0.00000000, 0.0000000,-1.40168e-03, 2.21980e-02,0.9665538,0.0334462
YIL014C-A, 1.52214e-02,2.41728e-01, 1.02443e-03,2.41728e-01, 1.71282e-02,8.14554e-01, 7.94513e-03,8.14554e-01, 0.00000000, 0.0000000, 1.06163e-03, 1.87349e-02,0.9455487,0.0544513
SAM3,-6.68003e-03,6.11257e-01,-7.69987e-04,6.11257e-01,-1.72083e-01,2.17725e-03,-9.16905e-02,2.17725e-03, 0.00000000, 0.0000000,-2.07638e-03,-3.97819e-02,0.8981245,0.1018755
UTP30,-3.24957e-02,5.33208e-01,-2.01563e-02,5.33208e-01,-8.76503e-03,5.06846e-01,-9.10431e-04,5.06846e-01, 0.00000000, 0.0000000, 2.52226e-02,-1.19616e-03,0.0958863,0.9041137
YHR003C, 2.60045e-03,9.50300e-01, 1.73163e-03,9.50300e-01,-3.00102e-02,2.56365e-02,-3.96670e-03,2.56365e-02, 0.00000000, 0.0000000, 1.41466e-02,-4.00184e-03,0.1574851,0.8425149
SWT21,-2.92490e-02,6.46676e-01,-1.92232e-02,6.46676e-01,-6.13975e-03,6.38451e-01,-7.81636e-04,6.38451e-01, 0.00000000, 0.0000000, 1.04051e-02,-1.02230e-03,0.0760453,0.9239547
EST3, 6.34641e-03,6.34552e-01, 1.07478e-03,6.34552e-01, 1.15431e-01,1.01616e-02, 1.01619e-01,1.01616e-02, 0.00000000, 0.0000000, 1.83782e-03, 2.79420e-02,0.8652787,0.1347213
LSM12, 4.84026e-03,9.40914e-01, 3.27500e-03,9.40914e-01, 1.06084e-02,4.16435e-01, 9.74645e-04,4.16435e-01, 0.00000000, 0.0000000, 2.04238e-02, 1.07368e-03,0.0586445,0.9413555
IKI3,-3.77559e-03,9.49940e-01,-2.21599e-03,9.49940e-01, 2.47057e-02,5.93022e-02, 3.07668e-03,5.93022e-02, 0.00000000, 0.0000000,-8.23703e-04, 3.22665e-03,0.0887887,0.9112113
TFB5, 1.74181e-02,2.05064e-01, 2.23050e-03,2.05064e-01,-7.70562e-02,2.81173e-02,-4.25738e-02,2.81173e-02, 0.00000000, 0.0000000, 1.54050e-03,-2.24398e-02,0.7731400,0.2268600
YPK3, 5.04770e-04,9.69160e-01, 4.92979e-05,9.69160e-01,-3.51474e-02,5.89514e-01,-1.38515e-02,5.89514e-01, 0.00000000, 0.0000000,-1.95183e-04,-5.59831e-04,0.9227699,0.0772301
SNX4,-2.11562e-02,1.05340e-01,-1.72516e-03,1.05340e-01, 3.97910e-03,9.50489e-01, 1.63057e-03,9.50489e-01, 0.00000000, 0.0000000,-1.65043e-03,-1.00684e-02,0.9235807,0.0764193
TIF4631,-2.41152e-03,8.53522e-01,-2.68504e-04,8.53522e-01,-1.77329e-01,5.57071e-03,-1.19456e-01,5.57071e-03, 0.00000000, 0.0000000,-1.67841e-04,-9.03029e-02,0.9335971,0.0664029
YOR338W, 2.35919e-03,8.54779e-01, 3.19925e-04,8.54779e-01,-1.25036e-01,2.51350e-01,-7.83559e-02,2.51350e-01, 0.00000000, 0.0000000, 4.80054e-04,-2.39770e-02,0.9505747,0.0494253
YPL199C,-1.99800e-02,1.19747e-01,-3.01769e-03,1.19747e-01, 7.45411e-02,6.38958e-01, 9.23201e-02,6.38958e-01, 0.00000000, 0.0000000,-2.78101e-03, 3.41889e-03,0.9834957,0.0165043
SET5,-1.73119e-01,2.29255e-01,-1.67850e-01,2.29255e-01,-1.31506e-03,9.18498e-01,-1.38150e-04,9.18498e-01, 0.00000000, 0.0000000,-5.38083e-02,-3.58689e-04,0.0143039,0.9856961
RAD28,-8.05839e-03,5.30634e-01,-9.83698e-04,5.30634e-01, 1.16715e-02,9.35883e-01, 8.63456e-03,9.35883e-01, 0.00000000, 0.0000000,-8.29835e-04,-5.69599e-03,0.9772750,0.0227250
SAE2,-2.17971e-02,9.28071e-02,-2.87858e-03,9.28071e-02,-1.69753e-01,3.18739e-02,-9.56713e-02,3.18739e-02, 0.00000000, 0.0000000,-3.43414e-03,-2.41654e-02,0.9180677,0.0819323
HEH2, 8.02419e-03,5.37502e-01, 6.66165e-04,5.37502e-01, 1.75618e-02,8.05044e-01, 1.01424e-02,8.05044e-01, 0.00000000, 0.0000000, 6.70748e-04, 1.41713e-02,0.9473249,0.0526751
TRX2,-3.33074e-02,1.15576e-02,-2.17363e-03,1.15576e-02,-1.27507e-02,8.09742e-01,-6.25068e-03,8.09742e-01, 0.00000000, 0.0000000,-1.99446e-03, 1.30498e-02,0.9126105,0.0873895
EUG1, 1.56804e-02,8.00945e-01, 9.40140e-03,8.00945e-01,-3.76566e-03,7.73455e-01,-3.65049e-04,7.73455e-01, 0.00000000, 0.0000000, 2.65478e-02,-7.08069e-04,0.0720253,0.9279747
TEL1,-3.47432e-02,7.09990e-03,-2.80785e-03,7.09990e-03, 9.65613e-02,3.29503e-01, 5.23870e-02,3.29503e-01, 0.00000000, 0.0000000,-2.76613e-03, 2.54443e-02,0.9677525,0.0322475
PPZ1,-4.50865e-02,5.46721e-01,-2.42466e-02,5.46721e-01,-4.35438e-03,7.37525e-01,-3.76852e-04,7.37525e-01, 0.00000000, 0.0000000,-1.49571e-02,-3.25595e-04,0.0547723,0.9452277
FPK1,-4.70026e-02,5.18486e-01,-2.67304e-02,5.18486e-01,-2.29502e-02,7.75495e-02,-1.77739e-03,7.75495e-02, 0.00000000, 0.0000000,-1.59026e-02,-1.82813e-03,0.0517511,0.9482489
CMK1,-2.95574e-02,2.23612e-02,-2.79120e-03,2.23612e-02, 2.09286e-01,1.48459e-02, 9.15767e-02,1.48459e-02, 0.00000000, 0.0000000,-2.87098e-03, 4.16860e-02,0.9551295,0.0448705
MIH1, 1.07879e-03,9.34175e-01, 1.06248e-04,9.34175e-01,-4.13672e-02,5.21002e-01,-1.95199e-02,5.21002e-01, 0.00000000, 0.0000000, 2.34835e-04,-1.02775e-02,0.9171643,0.0828357
MKK2,-1.17611e-02,3.70912e-01,-9.66288e-04,3.70912e-01, 1.49419e-01,7.70345e-03, 5.24969e-02,7.70345e-03, 0.00000000, 0.0000000,-1.07279e-03, 3.06912e-02,0.8922682,0.1077318
RIM11, 1.36327e-01,1.70263e-02, 6.36490e-02,1.70263e-02,-1.48665e-02,2.57587e-01,-1.42887e-03,2.57587e-01, 0.00000000, 0.0000000, 3.93160e-02,-1.60320e-03,0.0974574,0.9025426
PPT1, 1.42022e-02,2.71606e-01, 1.17312e-03,2.71606e-01, 2.28898e-03,9.80803e-01, 1.56830e-03,9.80803e-01, 0.00000000, 0.0000000, 1.17406e-03, 4.63216e-04,0.9706883,0.0293117
SPO7,-8.79835e-03,4.97139e-01,-7.19885e-04,4.97139e-01, 1.01354e-01,2.18724e-01, 5.24903e-02,2.18724e-01, 0.00000000, 0.0000000,-6.63803e-04, 2.72049e-02,0.9564334,0.0435666
BCK1,-1.78790e-03,8.90360e-01,-1.85748e-04,8.90360e-01, 5.76678e-02,4.68863e-01, 3.98889e-02,4.68863e-01, 0.00000000, 0.0000000,-3.38431e-04, 2.99907e-02,0.9509470,0.0490530
CHK1, 1.55707e-01,4.58062e-03, 8.85064e-02,4.58062e-03,-7.47528e-03,5.69997e-01,-8.95547e-04,5.69997e-01, 0.00000000, 0.0000000, 4.09150e-02,-9.18847e-04,0.1110915,0.8889085
KDX1, 6.27397e-02,3.20235e-01, 2.31623e-02,3.20235e-01,-8.54507e-03,5.13326e-01,-6.64090e-04,5.13326e-01, 0.00000000, 0.0000000, 1.59217e-02,-2.84546e-04,0.0902094,0.9097906
PTC4, 1.59146e-01,2.95865e-02, 9.04378e-02,2.95865e-02,-3.23511e-02,1.28006e-02,-2.50299e-03,1.28006e-02, 0.00000000, 0.0000000, 4.49953e-02,-2.22971e-03,0.0489300,0.9510700
RIM15,-1.18075e-02,8.75696e-01,-7.24170e-03,8.75696e-01,-3.93353e-03,7.62028e-01,-4.05133e-04,7.62028e-01, 0.00000000, 0.0000000,-4.44213e-03,-6.99612e-04,0.0604471,0.9395529
CMK2,-2.62159e-02,4.29367e-02,-2.12051e-03,4.29367e-02, 6.69475e-02,4.25298e-01, 3.44104e-02,4.25298e-01, 0.00000000, 0.0000000,-2.38911e-03, 1.19685e-02,0.9571352,0.0428648
LCB5,-1.73121e-02,1.81954e-01,-1.78393e-03,1.81954e-01,-9.71763e-02,2.20076e-01,-5.22679e-02,2.20076e-01, 0.00000000, 0.0000000,-2.30729e-03, 1.28339e-02,0.9406441,0.0593559
CKA1,-9.27070e-02,2.40652e-01,-6.72109e-02,2.40652e-01,-5.02839e-02,1.05007e-04,-4.07021e-03,1.05007e-04, 0.00000000, 1.1343063,-3.49637e-02,-4.20119e-03,0.0384980,0.9615020
PSR1, 2.51354e-02,6.93067e-01, 1.28054e-02,6.93067e-01, 1.31764e-02,3.13301e-01, 1.23307e-03,3.13301e-01, 0.00000000, 0.0000000, 2.43145e-02, 1.22137e-03,0.0732763,0.9267237
PPG1, 5.94951e-02,2.92493e-01, 2.49294e-02,2.92493e-01, 1.72693e-02,1.88813e-01, 1.11997e-03,1.88813e-01, 0.00000000, 0.0000000, 1.10866e-02, 1.19222e-03,0.0837808,0.9162192
USA1, 1.36543e-02,2.91661e-01, 1.20602e-03,2.91661e-01,-1.89913e-01,2.40968e-02,-7.81308e-02,2.40968e-02, 0.00000000, 0.0000000, 1.22369e-03,-3.29773e-02,0.9426428,0.0573572
