,cor_c1,pval_cor_c1,beta_c1,pval_beta_c1,cor_c2,pval_cor_c2,beta_c2,pval_beta_c2,adjp_c1,adjp_c2,em_beta_1,em_beta_2,ratio_1,ratio_2
RMI1,-2.29266e-03,8.61291e-01,-2.34520e-04,8.61291e-01, 2.68512e-02,6.45449e-01, 1.43239e-02,6.45449e-01, 0.00000000, 0.0000000,-3.45559e-04,-3.90338e-02,0.9255270,0.0744730
RIM1, 2.71058e-02,4.13784e-02, 5.42806e-03,4.13784e-02,-1.87319e-01,7.15293e-05,-1.58566e-01,7.15293e-05, 0.00000000, 1.3010388, 4.24807e-03,-8.18617e-02,0.8624194,0.1375806
RGP1,-6.74331e-02,7.56419e-02,-6.03643e-02,7.56419e-02, 2.10797e-03,8.76790e-01, 3.83139e-04,8.76790e-01, 0.00000000, 0.0000000,-5.96145e-02, 1.04755e-04,0.1810312,0.8189688
RGT2, 2.18743e-02,9.44313e-02, 1.62046e-03,9.44313e-02,-1.10282e-01,7.58811e-02,-5.40595e-02,7.58811e-02, 0.00000000, 0.0000000, 1.11208e-03,-2.29271e-02,0.9264444,0.0735556
RIC1,-7.59194e-02,9.94767e-02,-4.69988e-02,9.94767e-02, 9.32533e-03,4.84001e-01, 1.13035e-03,4.84001e-01, 0.00000000, 0.0000000,-4.05738e-02, 8.47226e-04,0.1249202,0.8750798
RIF1,-1.62393e-02,8.19914e-01,-5.73380e-03,8.19914e-01,-5.95649e-03,6.47136e-01,-2.96855e-04,6.47136e-01, 0.00000000, 0.0000000,-1.24234e-03,-4.39671e-04,0.0522905,0.9477095
REG1, 2.04005e-02,1.29784e-01, 5.15138e-03,1.29784e-01,-1.98754e-02,6.29660e-01,-2.51447e-02,6.29660e-01, 0.00000000, 0.0000000, 5.54058e-03,-9.43980e-02,0.8506106,0.1493894
REV3,-1.65371e-02,2.03644e-01,-9.49819e-04,2.03644e-01, 4.60614e-02,5.21473e-01, 1.52491e-02,5.21473e-01, 0.00000000, 0.0000000,-8.44397e-04, 1.24446e-02,0.9439089,0.0560911
RCE1, 2.55425e-03,8.43671e-01, 2.62444e-04,8.43671e-01, 8.26985e-02,3.24417e-01, 3.58271e-02,3.24417e-01, 0.00000000, 0.0000000, 5.95421e-05, 2.07669e-02,0.9428359,0.0571641
RAS2, 6.57492e-05,9.99070e-01, 3.14965e-05,9.99070e-01,-1.01507e-02,4.39973e-01,-7.80476e-04,4.39973e-01, 0.00000000, 0.0000000,-1.29574e-02,-8.63871e-04,0.0806443,0.9193557
RAI1,-2.70133e-03,8.39722e-01,-4.74283e-04,8.39722e-01,-2.48438e-02,5.79810e-01,-1.90373e-02,5.79810e-01, 0.00000000, 0.0000000,-3.36805e-04,-2.26722e-02,0.8491004,0.1508996
RAM1,-6.46338e-02,1.23898e-01,-9.77559e-02,1.23898e-01, 5.73907e-03,6.69354e-01, 2.01280e-03,6.69354e-01, 0.00000000, 0.0000000,-9.80508e-02, 1.54754e-03,0.1573146,0.8426854
RAD57, 1.76913e-02,7.06649e-01, 7.79548e-03,7.06649e-01,-2.98468e-02,2.48400e-02,-2.82250e-03,2.48400e-02, 0.00000000, 0.0000000,-1.34854e-02,-2.40840e-03,0.1292717,0.8707283
RAD54, 5.23445e-02,3.59126e-01, 2.53674e-02,3.59126e-01,-2.06926e-02,1.15150e-01,-2.29448e-03,1.15150e-01, 0.00000000, 0.0000000,-1.79759e-02,-2.22729e-03,0.0937989,0.9062011
RAD50,-2.12423e-02,6.67261e-01,-1.43134e-02,6.67261e-01,-8.88251e-03,5.02739e-01,-1.45091e-03,5.02739e-01, 0.00000000, 0.0000000,-5.43949e-02,-1.55544e-03,0.1190538,0.8809462
RAD55,-2.11492e-02,1.07348e-01,-1.50366e-03,1.07348e-01,-3.33310e-02,5.59427e-01,-1.13486e-02,5.59427e-01, 0.00000000, 0.0000000,-2.02875e-03,-1.42017e-02,0.9094612,0.0905388
RAD52,-7.24851e-03,5.88303e-01,-1.03519e-03,5.88303e-01,-4.36688e-02,3.16570e-01,-2.52813e-02,3.16570e-01, 0.00000000, 0.0000000,-9.91480e-04,-3.84743e-02,0.8486081,0.1513919
RAD27,-2.68640e-02,4.25312e-02,-3.83094e-03,4.25312e-02,-2.75578e-02,5.79807e-01,-1.96218e-02,5.79807e-01, 0.00000000, 0.0000000,-3.82150e-03,-4.07913e-02,0.8808820,0.1191180
RAD1, 3.27501e-02,5.49678e-01, 1.81946e-02,5.49678e-01,-2.86054e-02,2.97773e-02,-3.00461e-03,2.97773e-02, 0.00000000, 0.0000000, 2.63357e-02,-3.33108e-03,0.0967673,0.9032327
PUS7, 2.52405e-02,7.02757e-01, 1.27519e-02,7.02757e-01, 4.69914e-02,3.14140e-04, 4.25467e-03,3.14140e-04, 0.00000000, 0.6583999, 1.36586e-02, 4.18009e-03,0.0690288,0.9309712
PUF4, 1.23095e-01,6.59143e-02, 5.25540e-02,6.59143e-02, 1.07598e-02,4.09298e-01, 8.42611e-04,4.09298e-01, 0.00000000, 0.0000000, 2.34696e-02, 7.89508e-04,0.0688766,0.9311234
PUS1,-4.07384e-04,9.93718e-01,-2.67249e-04,9.93718e-01,-2.02633e-02,1.25073e-01,-2.22248e-03,1.25073e-01, 0.00000000, 0.0000000, 1.97732e-02,-2.22510e-03,0.1020309,0.8979691
PUF6, 1.92404e-02,1.46807e-01, 2.10831e-03,1.46807e-01,-9.06145e-02,6.38672e-02,-5.05904e-02,6.38672e-02, 0.00000000, 0.0000000, 2.31995e-03,-3.32004e-02,0.8764790,0.1235210
PUS9, 1.48359e-01,1.86232e-01, 5.40973e-02,1.86232e-01, 1.22045e-02,3.43518e-01, 7.48850e-04,3.43518e-01, 0.00000000, 0.0000000, 5.86491e-02, 7.63284e-04,0.0241361,0.9758639
PUF3,-3.92753e-02,3.01728e-03,-2.51154e-03,3.01728e-03, 9.70126e-02,5.07802e-02, 3.03421e-02,5.07802e-02, 0.00000000, 0.0000000,-2.31126e-03, 2.58801e-02,0.8996134,0.1003866
PTK2, 6.22520e-02,3.27913e-01, 2.74779e-02,3.27913e-01,-3.75328e-02,4.06508e-03,-2.90403e-03,4.06508e-03, 0.00000000, 0.0000000, 5.51740e-03,-2.91969e-03,0.0712480,0.9287520
PTP3,-1.28850e-01,3.17422e-02,-6.62998e-02,3.17422e-02, 2.73124e-03,8.34854e-01, 2.24690e-04,8.34854e-01, 0.00000000, 0.0000000,-3.05938e-02, 2.17134e-05,0.0770937,0.9229063
PSY2, 1.76630e-02,7.92173e-01, 9.66240e-03,7.92173e-01,-3.55970e-02,6.32632e-03,-3.46281e-03,6.32632e-03, 0.00000000, 0.0000000, 1.42685e-03,-3.03893e-03,0.0685350,0.9314650
PTC1,-4.04662e-04,9.92487e-01,-3.29049e-04,9.92487e-01,-2.39627e-03,8.58183e-01,-5.04618e-04,8.58183e-01, 0.00000000, 0.0000000,-6.43677e-02,-2.18506e-03,0.1565046,0.8434954
PPH3, 3.14377e-02,5.21036e-01, 1.62588e-02,5.21036e-01,-4.47752e-02,7.30553e-04,-4.50316e-03,7.30553e-04, 0.00000000, 0.2918709, 1.50895e-02,-4.34586e-03,0.1225888,0.8774112
POL32,-4.85309e-03,9.35681e-01,-1.99445e-03,9.35681e-01,-5.07685e-02,1.05578e-04,-4.23267e-03,1.05578e-04, 0.00000000, 1.1319485,-8.47118e-03,-3.96248e-03,0.0896983,0.9103017
POG1,-4.48332e-02,4.87570e-01,-3.26372e-02,4.87570e-01,-8.18277e-03,5.30961e-01,-6.91395e-04,5.30961e-01, 0.00000000, 0.0000000,-2.61120e-02,-7.87326e-04,0.0565392,0.9434608
PMS1,-7.05467e-03,5.87123e-01,-4.00402e-04,5.87123e-01,-6.75328e-02,3.67714e-01,-3.00017e-02,3.67714e-01, 0.00000000, 0.0000000,-5.66730e-04,-1.79380e-02,0.9545163,0.0454837
PLC1,-5.20554e-02,9.27878e-05,-9.94512e-03,9.27878e-05,-2.58584e-02,5.74400e-01,-2.50206e-02,5.74400e-01, 1.18803193, 0.0000000,-9.58882e-03,-5.04217e-02,0.8772760,0.1227240
PML39, 2.74043e-02,6.61297e-01, 1.15691e-02,6.61297e-01, 1.78186e-02,1.73022e-01, 1.15177e-03,1.73022e-01, 0.00000000, 0.0000000, 4.01346e-03, 1.12763e-03,0.0684148,0.9315852
PIH1,-5.76939e-02,2.30894e-01,-2.76950e-02,2.30894e-01, 2.68833e-02,4.28746e-02, 2.82201e-03,4.28746e-02, 0.00000000, 0.0000000,-2.05707e-02, 3.47462e-03,0.1342712,0.8657288
PIN4,-9.50270e-02,6.71316e-02,-4.49321e-02,6.71316e-02,-4.47151e-03,7.34946e-01,-4.09008e-04,7.34946e-01, 0.00000000, 0.0000000,-3.39009e-02,-3.41999e-04,0.1099069,0.8900931
PIF1, 5.64156e-02,2.34957e-01, 2.21652e-02,2.34957e-01,-4.85225e-02,2.59717e-04,-4.23706e-03,2.59717e-04, 0.00000000, 0.7410217, 6.43987e-03,-4.30021e-03,0.1425436,0.8574564
PIB2, 2.05419e-02,1.15719e-01, 1.64343e-03,1.15719e-01,-5.42056e-02,4.01193e-01,-2.88142e-02,4.01193e-01, 0.00000000, 0.0000000, 1.26782e-03,-6.97734e-03,0.9346835,0.0653165
PHO80, 2.24314e-02,8.36076e-02, 1.65948e-03,8.36076e-02,-4.53292e-03,9.55068e-01,-2.66946e-03,9.55068e-01, 0.00000000, 0.0000000, 1.66096e-03,-1.79861e-02,0.9607577,0.0392423
PFK2, 5.05910e-03,7.05708e-01, 1.15930e-03,7.05708e-01,-6.41236e-02,1.39286e-01,-5.94438e-02,1.39286e-01, 0.00000000, 0.0000000, 5.75135e-04,-6.67381e-02,0.8460813,0.1539187
PFK1,-1.84657e-02,7.28430e-01,-1.33224e-02,7.28430e-01,-2.41705e-02,6.68253e-02,-3.39079e-03,6.68253e-02, 0.00000000, 0.0000000,-1.28220e-02,-3.39617e-03,0.1060743,0.8939257
PHO85,-2.16559e-02,7.12017e-01,-2.38753e-02,7.12017e-01,-2.48730e-02,5.79012e-02,-4.99832e-03,5.79012e-02, 0.00000000, 0.0000000,-6.84759e-02,-4.00016e-03,0.0858690,0.9141310
PFK27,-1.52684e-02,7.19177e-01,-1.20361e-02,7.19177e-01,-4.94688e-03,7.12535e-01,-8.76620e-04,7.12535e-01, 0.00000000, 0.0000000,-3.78543e-02,-1.29601e-03,0.1564541,0.8435459
PHO13, 1.13110e-02,3.83347e-01, 6.81375e-04,3.83347e-01, 1.30646e-01,9.44072e-02, 7.73664e-02,9.44072e-02, 0.00000000, 0.0000000, 8.19673e-04, 4.56722e-02,0.9627394,0.0372606
PET112, 7.07951e-02,1.86376e-01, 2.62401e-02,1.86376e-01,-2.70556e-02,4.00950e-02,-1.59506e-03,4.00950e-02, 0.00000000, 0.0000000, 2.76242e-02,-1.62657e-03,0.0936978,0.9063022
PDE2,-2.10698e-02,1.11959e-01,-2.41676e-03,1.11959e-01,-5.57197e-02,2.57402e-01,-4.24140e-02,2.57402e-01, 0.00000000, 0.0000000,-2.98908e-03,-1.38922e-02,0.8944659,0.1055341
PCL8, 4.80433e-02,3.30667e-01, 2.42882e-02,3.30667e-01, 2.97425e-03,8.22443e-01, 2.29821e-04,8.22443e-01, 0.00000000, 0.0000000, 2.55837e-02, 1.01244e-04,0.1000857,0.8999143
PCL6,-4.51133e-03,7.27179e-01,-4.27912e-04,7.27179e-01,-5.41349e-02,5.50405e-01,-4.76945e-02,5.50405e-01, 0.00000000, 0.0000000,-4.34847e-04,-6.75751e-02,0.9703991,0.0296009
PBS2, 3.46444e-03,7.93563e-01, 2.79629e-04,7.93563e-01,-9.26565e-04,9.85280e-01,-4.84347e-04,9.85280e-01, 0.00000000, 0.0000000, 2.07118e-04, 5.40466e-03,0.9014859,0.0985141
PBP1, 6.42832e-02,4.47231e-01, 3.33756e-02,4.47231e-01, 3.42126e-03,7.91640e-01, 3.54025e-04,7.91640e-01, 0.00000000, 0.0000000, 3.86995e-02, 3.44878e-04,0.0473869,0.9526131
PAT1,-2.19255e-01,4.41553e-03,-2.45825e-01,4.41553e-03, 2.75107e-02,3.39853e-02, 6.14352e-03,3.39853e-02, 0.00000000, 0.0000000,-1.07073e-01, 5.75525e-03,0.0625164,0.9374836
PAP2,-3.23683e-03,8.11352e-01,-3.81179e-04,8.11352e-01, 9.30175e-03,8.10497e-01, 5.50905e-03,8.10497e-01, 0.00000000, 0.0000000,-7.37633e-04, 3.23164e-03,0.8201012,0.1798988
OPI1,-7.30588e-02,1.02390e-01,-7.48569e-02,1.02390e-01, 1.91329e-02,1.52043e-01, 3.90187e-03,1.52043e-01, 0.00000000, 0.0000000,-6.66732e-02, 3.25045e-03,0.1356376,0.8643624
OCA6, 1.05622e-02,4.18906e-01, 9.48601e-04,4.18906e-01, 1.01991e-01,1.09105e-01, 5.21508e-02,1.09105e-01, 0.00000000, 0.0000000, 1.13180e-03, 1.31925e-02,0.9269625,0.0730375
OCA4, 3.21062e-02,1.46201e-02, 2.70192e-03,1.46201e-02, 2.19221e-02,6.94231e-01, 9.71131e-03,6.94231e-01, 0.00000000, 0.0000000, 2.82277e-03,-8.51245e-03,0.9121234,0.0878766
OCA5, 1.30845e-02,3.20603e-01, 1.08180e-03,3.20603e-01, 6.12497e-02,2.57937e-01, 2.53596e-02,2.57937e-01, 0.00000000, 0.0000000, 1.38853e-03, 2.36691e-03,0.9009109,0.0990891
OCA2, 1.71703e-02,7.77222e-01, 9.03729e-03,7.77222e-01, 2.47755e-02,5.84792e-02, 2.25500e-03,5.84792e-02, 0.00000000, 0.0000000, 9.80995e-04, 2.28221e-03,0.0774450,0.9225550
OCA1, 7.28368e-03,5.75561e-01, 7.98047e-04,5.75561e-01, 6.19400e-02,3.88444e-01, 3.44260e-02,3.88444e-01, 0.00000000, 0.0000000, 8.53066e-04, 1.30492e-02,0.9374458,0.0625542
NUP60,-6.50072e-02,2.03704e-01,-3.52087e-02,2.03704e-01,-6.36283e-03,6.30338e-01,-9.13744e-04,6.30338e-01, 0.00000000, 0.0000000,-4.46857e-02,-7.94895e-04,0.1295396,0.8704604
NUP170, 5.42911e-02,3.16076e-01, 4.53160e-02,3.16076e-01,-7.30116e-03,5.79443e-01,-1.01940e-03,5.79443e-01, 0.00000000, 0.0000000, 1.50147e-02,-6.89553e-04,0.0957682,0.9042318
NUP188,-4.51552e-03,7.27771e-01,-3.38632e-04,7.27771e-01,-2.58957e-02,7.43591e-01,-1.47397e-02,7.43591e-01, 0.00000000, 0.0000000,-3.29911e-04,-1.31395e-02,0.9593165,0.0406835
NUP120, 1.21788e-02,3.53957e-01, 1.67878e-03,3.53957e-01,-4.45595e-02,4.32859e-01,-2.46134e-02,4.32859e-01, 0.00000000, 0.0000000, 1.18338e-03,-2.63389e-02,0.8999821,0.1000179
NTH2,-3.44982e-03,9.54586e-01,-2.54958e-03,9.54586e-01, 9.19641e-03,4.82572e-01, 9.81245e-04,4.82572e-01, 0.00000000, 0.0000000, 2.18904e-02, 8.54116e-04,0.0680007,0.9319993
NPR2, 1.21799e-02,3.50734e-01, 7.96611e-04,3.50734e-01,-1.00921e-01,1.22884e-01,-4.05242e-02,1.22884e-01, 0.00000000, 0.0000000, 1.01430e-03,-4.43277e-02,0.9388172,0.0611828
NRP1,-1.05425e-02,4.24416e-01,-6.74211e-04,4.24416e-01, 1.25099e-02,8.11988e-01, 4.48518e-03,8.11988e-01, 0.00000000, 0.0000000,-9.35841e-04, 1.47536e-03,0.8996827,0.1003173
NOP6, 5.07554e-02,4.49725e-01, 2.91458e-02,4.49725e-01,-3.13865e-02,1.60646e-02,-2.72911e-03,1.60646e-02, 0.00000000, 0.0000000, 4.01369e-03,-2.96087e-03,0.0607769,0.9392231
NPT1,-6.79408e-02,2.42465e-07,-5.12035e-03,2.42465e-07,-2.93498e-02,5.88574e-01,-1.84939e-02,5.88574e-01, 3.77087340, 0.0000000,-5.31933e-03,-4.84520e-02,0.9248412,0.0751588
NMD2,-2.16324e-02,1.18150e-01,-3.43157e-03,1.18150e-01, 2.13273e-02,5.25613e-01, 1.21078e-02,5.25613e-01, 0.00000000, 0.0000000,-3.91637e-03,-3.05280e-02,0.7835400,0.2164600
NPL3,-7.69147e-04,9.54197e-01,-2.17926e-04,9.54197e-01,-7.53417e-02,8.37059e-02,-8.78585e-02,8.37059e-02, 0.00000000, 0.0000000,-1.87822e-03,-6.82039e-02,0.8361415,0.1638585
NOP12, 1.62258e-03,9.01574e-01, 1.76916e-04,9.01574e-01,-3.57394e-03,9.51260e-01,-1.99291e-03,9.51260e-01, 0.00000000, 0.0000000, 2.76397e-04,-8.83857e-03,0.9098670,0.0901330
NKP2,-3.44550e-03,9.40868e-01,-1.65047e-03,9.40868e-01,-2.67711e-02,4.43676e-02,-3.06333e-03,4.43676e-02, 0.00000000, 0.0000000, 2.68342e-03,-3.19966e-03,0.1671178,0.8328822
NEW1, 3.08613e-02,6.27926e-01, 1.83607e-02,6.27926e-01,-2.75349e-02,3.50827e-02,-3.04696e-03,3.50827e-02, 0.00000000, 0.0000000,-1.69984e-03,-2.68908e-03,0.0743015,0.9256985
NBP2,-6.73770e-02,2.25760e-01,-5.07056e-02,2.25760e-01,-1.04670e-02,4.26176e-01,-1.42517e-03,4.26176e-01, 0.00000000, 0.0000000,-5.55106e-02,-1.19796e-03,0.0941969,0.9058031
NAM7, 1.98411e-02,5.54202e-01, 1.08771e-02,5.54202e-01,-2.37223e-02,8.66947e-02,-3.70287e-03,8.66947e-02, 0.00000000, 0.0000000,-2.94900e-02,-4.44459e-03,0.2171790,0.7828210
MUD2,-2.26975e-02,6.45969e-01,-8.56506e-03,6.45969e-01,-1.67872e-02,2.05276e-01,-1.36360e-03,2.05276e-01, 0.00000000, 0.0000000, 9.67793e-03,-1.85700e-03,0.1275678,0.8724322
NCE102, 2.11405e-02,7.23734e-01, 1.26682e-02,7.23734e-01, 2.54616e-02,5.19959e-02, 1.70434e-03,5.19959e-02, 0.00000000, 0.0000000, 2.26187e-02, 1.57161e-03,0.0636461,0.9363539
MUM2,-2.60282e-02,6.85191e-01,-1.61659e-02,6.85191e-01, 1.88531e-02,1.48941e-01, 1.44756e-03,1.48941e-01, 0.00000000, 0.0000000,-1.18840e-02, 1.64824e-03,0.0593686,0.9406314
MUS81, 1.46502e-02,8.56425e-01, 6.51061e-03,8.56425e-01, 1.01774e-03,9.37429e-01, 6.50773e-05,9.37429e-01, 0.00000000, 0.0000000,-1.44263e-02,-5.23828e-05,0.0411669,0.9588331
MSG5,-1.54956e-01,8.70158e-02,-8.76313e-02,8.70158e-02, 2.51847e-03,8.45566e-01, 2.88554e-04,8.45566e-01, 0.00000000, 0.0000000,-4.38791e-02, 1.88073e-04,0.0465398,0.9534602
MSN5,-2.85069e-02,3.27512e-02,-3.88496e-03,3.27512e-02, 2.38261e-02,5.96178e-01, 1.88656e-02,5.96178e-01, 0.00000000, 0.0000000,-4.04260e-03,-8.04412e-03,0.8741701,0.1258299
MSH2,-5.20096e-02,7.12785e-05,-5.74012e-03,7.12785e-05, 4.87566e-02,4.16397e-01, 3.58697e-02,4.16397e-01, 1.30256445, 0.0000000,-6.25355e-03, 7.76275e-03,0.9302380,0.0697620
MSH1,-5.17463e-02,1.21294e-04,-5.25415e-03,1.21294e-04, 4.56792e-02,2.65935e-01, 2.15195e-02,2.65935e-01, 1.07168400, 0.0000000,-4.88105e-03, 1.86467e-03,0.8189081,0.1810919
MRT4,-2.91451e-03,9.54544e-01,-1.65022e-03,9.54544e-01, 1.81328e-02,1.70236e-01, 2.00237e-03,1.70236e-01, 0.00000000, 0.0000000,-7.19640e-03, 1.70774e-03,0.1085336,0.8914664
MSC1,-2.54137e-02,6.61623e-01,-1.28632e-02,6.61623e-01,-5.64751e-03,6.66971e-01,-5.55471e-04,6.66971e-01, 0.00000000, 0.0000000,-9.67193e-03,-5.56488e-04,0.0914441,0.9085559
MRN1,-6.83703e-02,1.45370e-01,-4.27545e-02,1.45370e-01,-7.21849e-04,9.56731e-01,-7.61208e-05,9.56731e-01, 0.00000000, 0.0000000,-8.02928e-03, 1.04853e-04,0.1162546,0.8837454
MRC1,-2.22227e-01,4.43858e-65,-2.02490e-02,4.43858e-65,-8.96771e-03,8.62769e-01,-3.65563e-03,8.62769e-01,61.50827861, 0.0000000,-2.04747e-02,-1.25363e-02,0.8921061,0.1078939
MMS4,-2.43967e-02,5.97618e-02,-1.39135e-03,5.97618e-02,-9.26546e-02,2.56234e-01,-2.82234e-02,2.56234e-01, 0.00000000, 0.0000000,-1.63279e-03,-2.46954e-02,0.9569103,0.0430897
MRE11,-1.81194e-02,1.73190e-01,-2.06316e-03,1.73190e-01,-8.74152e-03,8.52481e-01,-4.16417e-03,8.52481e-01, 0.00000000, 0.0000000,-2.41068e-03,-2.53600e-02,0.8640442,0.1359558
MMS22,-2.68327e-02,4.60307e-02,-4.54731e-03,4.60307e-02,-8.72306e-03,8.34240e-01,-5.50240e-03,8.34240e-01, 0.00000000, 0.0000000,-3.19952e-03,-4.02968e-02,0.8301744,0.1698256
MMS1,-3.41244e-02,9.31811e-03,-3.77428e-03,9.31811e-03, 6.05723e-02,2.94071e-01, 2.99936e-02,2.94071e-01, 0.00000000, 0.0000000,-3.54416e-03,-3.30103e-04,0.8993337,0.1006663
MKS1,-3.66047e-02,5.48503e-01,-3.06306e-02,5.48503e-01, 1.77627e-02,1.74852e-01, 1.86558e-03,1.74852e-01, 0.00000000, 0.0000000,-1.77046e-02, 1.63002e-03,0.0690457,0.9309543
MET18,-6.82597e-02,6.41912e-02,-3.21525e-02,6.41912e-02, 8.14599e-03,5.50596e-01, 8.11461e-04,5.50596e-01, 0.00000000, 0.0000000,-2.00424e-02, 6.67395e-04,0.2012504,0.7987496
MFT1,-3.57638e-04,9.78309e-01,-3.62270e-05,9.78309e-01,-4.95190e-02,3.73561e-01,-2.96421e-02,3.73561e-01, 0.00000000, 0.0000000,-3.44313e-04,-2.07167e-02,0.9116595,0.0883405
MET13, 1.43510e-02,2.65263e-01, 1.04064e-03,2.65263e-01, 7.91472e-02,4.88089e-01, 4.42869e-02,4.88089e-01, 0.00000000, 0.0000000, 9.57537e-04, 3.08241e-02,0.9795384,0.0204616
MGA2, 1.80333e-02,1.77745e-01, 3.19215e-03,1.77745e-01,-5.69145e-02,1.95052e-01,-3.85245e-02,1.95052e-01, 0.00000000, 0.0000000, 3.45376e-03,-5.22282e-02,0.8529557,0.1470443
MEI5, 3.38147e-02,4.91050e-01, 1.56558e-02,4.91050e-01,-2.75466e-02,3.77244e-02,-2.16424e-03,3.77244e-02, 0.00000000, 0.0000000, 2.30922e-02,-2.24304e-03,0.1051998,0.8948002
SRB8, 9.64804e-04,9.42318e-01, 1.88572e-04,9.42318e-01,-4.00106e-02,3.81763e-01,-5.14089e-02,3.81763e-01, 0.00000000, 0.0000000,-1.71537e-04,-9.60711e-02,0.8830140,0.1169860
SSN2,-5.40040e-02,2.37624e-01,-5.92416e-02,2.37624e-01,-7.33727e-03,5.82128e-01,-1.38535e-03,5.82128e-01, 0.00000000, 0.0000000,-1.07713e-01,-8.44320e-04,0.1188559,0.8811441
MDS3, 5.42253e-03,9.02583e-01, 4.15419e-03,9.02583e-01,-1.40769e-02,2.92448e-01,-1.90929e-03,2.92448e-01, 0.00000000, 0.0000000, 1.24717e-02,-2.01000e-03,0.1390709,0.8609291
MCM21,-2.22923e-02,8.52531e-02,-1.63189e-03,8.52531e-02, 1.53395e-02,8.54198e-01, 5.58880e-03,8.54198e-01, 0.00000000, 0.0000000,-1.45518e-03,-2.32144e-02,0.9573407,0.0426593
MAK31, 1.64646e-02,2.05900e-01, 1.02505e-03,2.05900e-01, 2.11476e-02,7.64574e-01, 1.07762e-02,7.64574e-01, 0.00000000, 0.0000000, 1.04140e-03, 1.28026e-02,0.9482509,0.0517491
MCK1,-1.93795e-02,1.41049e-01,-3.18902e-03,1.41049e-01, 1.86410e-02,7.33132e-01, 1.41502e-02,7.33132e-01, 0.00000000, 0.0000000,-3.07341e-03, 1.44477e-02,0.8886894,0.1113106
LTV1, 9.68323e-03,8.45962e-01, 6.58201e-03,8.45962e-01,-2.39124e-03,8.56739e-01,-3.63678e-04,8.56739e-01, 0.00000000, 0.0000000, 5.99350e-03,-4.23615e-04,0.1353512,0.8646488
LOC1, 3.52464e-03,7.86711e-01, 3.75312e-04,7.86711e-01, 1.00438e-01,1.45956e-01, 1.23484e-01,1.45956e-01, 0.00000000, 0.0000000, 4.14643e-04, 1.14501e-01,0.9543707,0.0456293
LSM7,-2.14400e-02,7.78232e-01,-1.58254e-02,7.78232e-01, 2.66802e-02,3.98958e-02, 4.65627e-03,3.98958e-02, 0.00000000, 0.0000000, 2.36802e-05, 4.32027e-03,0.0822413,0.9177587
LSM6, 2.00995e-02,1.23521e-01, 4.27420e-03,1.23521e-01,-2.05327e-01,1.58972e-03,-1.61818e-01,1.58972e-03, 0.00000000, 0.0000000, 4.01830e-03,-5.94839e-02,0.8913815,0.1086185
LOS1,-1.58528e-03,9.03316e-01,-1.02378e-04,9.03316e-01, 4.01061e-02,5.42428e-01, 1.74131e-02,5.42428e-01, 0.00000000, 0.0000000,-4.02692e-04, 1.16300e-02,0.9385480,0.0614520
LSM1, 2.29233e-02,7.77475e-02, 4.30484e-03,7.77475e-02,-1.29417e-01,7.91348e-02,-1.15293e-01,7.91348e-02, 0.00000000, 0.0000000, 4.63361e-03,-4.80652e-02,0.9245580,0.0754420
LEA1,-3.81690e-02,5.02442e-01,-2.47724e-02,5.02442e-01,-2.68060e-03,8.38327e-01,-3.53375e-04,8.38327e-01, 0.00000000, 0.0000000,-1.05601e-02,-5.88277e-04,0.1021927,0.8978073
KSP1, 1.65903e-02,2.06172e-01, 1.51837e-03,2.06172e-01,-9.03629e-03,8.76348e-01,-4.86303e-03,8.76348e-01, 0.00000000, 0.0000000, 1.65600e-03,-5.55994e-03,0.9154685,0.0845315
LEM3, 1.23886e-02,8.35335e-01, 6.81591e-03,8.35335e-01,-8.11250e-03,5.35962e-01,-7.32882e-04,5.35962e-01, 0.00000000, 0.0000000, 1.53322e-03,-9.35344e-04,0.0818338,0.9181662
GPB1, 4.06614e-02,5.02688e-01, 3.23826e-02,5.02688e-01,-1.92382e-03,8.83212e-01,-2.54470e-04,8.83212e-01, 0.00000000, 0.0000000, 2.16791e-02, 1.01353e-06,0.0768588,0.9231412
KIN3,-1.17874e-02,3.67500e-01,-1.29441e-03,3.67500e-01, 4.33108e-02,4.86850e-01, 2.63519e-02,4.86850e-01, 0.00000000, 0.0000000,-1.47179e-03,-2.41080e-02,0.9266254,0.0733746
KIN82, 1.30850e-03,9.21199e-01, 8.99168e-05,9.21199e-01,-1.29925e-01,1.03127e-02,-4.42264e-02,1.03127e-02, 0.00000000, 0.0000000, 2.70238e-05,-2.99355e-02,0.8736079,0.1263921
GPB2,-8.64616e-02,7.60294e-02,-5.27988e-02,7.60294e-02,-7.27170e-03,5.83579e-01,-7.02733e-04,5.83579e-01, 0.00000000, 0.0000000,-9.05990e-03,-3.23406e-04,0.1076414,0.8923586
LRP1,-2.41191e-03,8.54752e-01,-3.41920e-04,8.54752e-01, 4.91085e-02,3.63847e-01, 3.90123e-02,3.63847e-01, 0.00000000, 0.0000000,-7.23166e-04, 1.17215e-02,0.9075032,0.0924968
KAP123, 3.29626e-02,1.12774e-02, 4.22998e-03,1.12774e-02,-1.72895e-02,8.08965e-01,-1.12678e-02,8.08965e-01, 0.00000000, 0.0000000, 3.91303e-03, 5.08189e-03,0.9393296,0.0606704
