ID,Transcription responsiveness
YGL081W,1859.5144409894
YGL082W,755.2044182253
YGL083W,711.0728792777
YGL084C,1178.5545529421
YGL085W,530.8504919572
YGL086W,1101.748857163
YGL087C,1112.9706530852
YGL088W,2547.1098184403
YGL089C,2340.7697442143
YGL090W,859.9417478372
YGL091C,837.7291542144
YGL092W,757.8362865072
YGL093W,760.5177091846
YGL094C,758.635505114
YGL095C,554.9278634242
YGL096W,1819.7371453118
YGL097W,924.1322959078
YGL098W,665.4981478116
YGL099W,1468.215858157
YGL100W,552.3302162369
YGL101W,1335.6832930407
YGL102C,1927.5377134226
YGL103W,
YGL104C,5064.7513777561
YGL105W,1063.9897626421
YGL106W,964.1474340612
YGL107C,743.5738423126
YGL108C,600.2283607965
YGL109W,731.5262382589
YGL110C,483.1259433658
YGL111W,1284.0034726684
YGL112C,503.6189946645
YGL113W,545.9858837607
YGL114W,771.2383007804
YGL115W,628.2624217399
YGL116W,1897.3937885897
YGL117W,6217.6068566754
YGL118C,1085.8302615205
YGL119W,551.9675947544
YGL120C,2040.0866402968
YGL121C,3233.3379262346
YGL122C,949.2831521507
YGL123C-A,
YGL123W,2435.1187948561
YGL124C,700.8958207225
YGL125W,1897.3641024458
YGL126W,1015.866068385
YGL127C,799.158823716
YGL128C,767.4601809287
YGL129C,715.9343939851
YGL130W,462.3716468503
YGL131C,701.9359911284
YGL132W,623.5616796872
YGL133W,662.288080528
YGL134W,712.3082590754
YGL135W,1991.3131392149
YGL136C,578.7732780678
YGL137W,705.0431118587
YGL138C,5744.1960787407
YGL139W,1686.1327395806
YGL140C,622.195463482
YGL141W,920.7134921582
YGL142C,708.6127122145
YGL143C,766.5727583144
YGL144C,730.8994217566
YGL145W,691.3614381788
YGL146C,1460.9400562549
YGL147C,2613.373013076
YGL148W,1693.3549050976
YGL149W,1479.3629588395
YGL150C,1211.3818585033
YGL151W,1093.7529965073
YGL152C,
YGL153W,744.2899596002
YGL154C,760.1849574456
YGL155W,551.9164580459
YGL156W,3997.751824307
YGL157W,1930.9140991222
YGL158W,3326.144988531
YGL159W,650.9960024614
YGL160W,734.0237864083
YGL161C,918.3586259954
YGL162W,1839.4827784542
YGL163C,1024.8161066381
YGL164C,748.8146649695
YGL165C,
YGL166W,970.1213516431
YGL167C,889.5340546245
YGL168W,
YGL169W,861.0788252458
YGL170C,3540.0122684798
YGL171W,2129.6666305456
YGL172W,579.1693981672
YGL173C,836.2814109542
YGL174W,579.5080059952
YGL175C,1306.8697617022
YGL176C,709.8311909309
YGL177W,
YGL178W,1385.4029011577
YGL179C,1596.3741807445
YGL180W,2940.092136599
YGL181W,696.028579969
YGL182C,
YGL183C,2546.3332451719
YGL184C,5283.4943863617
YGL185C,711.1709289737
YGL186C,1190.3215882396
YGL187C,2113.5536208875
YGL188C,
YGL188C-A,
YGL189C,3900.7951916836
YGL190C,612.4162316286
YGL191W,1934.2310131103
YGL192W,2615.5396456813
YGL193C,
YGL194C,1278.0931420017
YGL194C-A,
YGL195W,1348.839134144
YGL196W,1229.4002498118
YGL197W,1056.6829936435
YGL198W,1007.1346805035
YGL199C,
YGL200C,1172.0157249545
YGL201C,953.8510885287
YGL202W,1872.0705721081
YGL203C,908.1938522405
YGL204C,866.5608321062
YGL205W,2239.0600971481
YGL206C,1148.9232437038
YGL207W,1499.2545313822
YGL208W,1387.081021247
YGL209W,1669.6062030334
YGL210W,782.475383484
YGL211W,866.555281365
YGL212W,847.4247017355
YGL213C,668.9162121989
YGL214W,
YGL215W,1607.0991587092
YGL216W,873.7193796767
YGL217C,1191.7079814106
YGL218W,909.0416967745
YGL219C,1053.3728753794
YGL220W,866.6475775294
YGL221C,773.9789403417
YGL222C,1327.9500687913
YGL223C,923.3289009542
YGL224C,1782.812421617
YGL225W,1886.6988298069
YGL226CA,361.3529588454
YGL226C-A,
YGL226W,692.5496732408
YGL227W,974.7567511892
YGL228W,612.9710085424
YGL229C,1212.3897807281
YGL230C,3613.10721601
YGL231C,702.3478194612
YGL232W,705.8909691353
YGL233W,604.4183214336
YGL234W,2332.0487537916
YGL235W,
YGL236C,939.1131753554
YGL237C,657.4734988153
YGL238W,918.20009789
YGL239C,
YGL240W,1168.0766470104
YGL241W,661.0948501105
YGL242C,1044.6841495562
YGL243W,601.7461080836
YGL244W,552.7754537386
YGL245W,1492.0220215086
YGL246C,725.7450715348
YGL247W,599.2170391341
YGL248W,1658.1119644065
YGL249W,1065.4976814301
YGL250W,1169.2067855489
YGL251C,1239.3973585988
YGL252C,638.493659849
YGL253W,2131.4392607515
YGL254W,848.721671231
YGL255W,12370.898977717
YGL256W,1905.3422739144
YGL257C,586.7245477574
YGL258W,1393.8599701091
YGL258W-A,
YGL259W,
YGL260W,
YGL261C,
YGL262W,2805.4637496671
YGL263W,3144.9310825476
YGR001C,873.4364042524
YGR002C,680.8591591593
YGR003W,626.8261743799
YGR004W,558.3339054116
YGR005C,566.5456261748
YGR006W,743.5567105361
YGR007W,521.1144788871
YGR008C,4964.5710939418
YGR009C,652.7849947495
YGR010W,930.4029168617
YGR011W,780.2214513916
YGR012W,572.5947684961
YGR013W,703.6790131181
YGR014W,2109.5356896828
YGR015C,716.1378311759
YGR016W,657.318014116
YGR017W,822.6269798922
YGR018C,666.0051240716
YGR019W,2623.9047257959
YGR020C,2905.4530878916
YGR021W,1159.7823738776
YGR022C,1007.2215511537
YGR023W,1268.7624722253
YGR024C,791.1930724799
YGR025W,
YGR026W,1080.9354438593
YGR027C,2042.6380043323
YGR027W-A,
YGR027W-B,
YGR028W,1151.1300734161
YGR029W,965.2340384812
YGR030C,934.2881720865
YGR031C-A,
YGR031W,862.7725627206
YGR032W,2524.3635340615
YGR033C,714.6703660782
YGR034W,2340.724866773
YGR035C,3062.9274999959
YGR035W-A,
YGR036C,903.8371604575
YGR037C,1787.5519081122
YGR038C-A,
YGR038C-B,
YGR038W,871.2820229387
YGR039W,990.5610810922
YGR040W,2500.3676361314
YGR041W,1531.6931314582
YGR042W,757.5192039669
YGR043C,6830.871216121
YGR044C,2693.497930294
YGR045C,
YGR046W,722.3996940425
YGR047C,540.6507158822
YGR048W,1123.1019725458
YGR049W,2116.5726134484
YGR050C,2138.4454569121
YGR051C,1014.7589173657
YGR052W,4357.8149679436
YGR053C,1274.5048479805
YGR054W,1121.4779175165
YGR055W,2483.8397814164
YGR056W,1785.9989058976
YGR057C,1055.3399840827
YGR058W,579.3693124126
YGR059W,3716.7792920122
YGR060W,1194.2044599947
YGR061C,1303.2037323046
YGR062C,680.6970434562
YGR063C,993.8899379638
YGR064W,
YGR065C,2216.8986975894
YGR066C,2442.0901212977
YGR067C,2214.1951337361
YGR068C,1118.5021135608
YGR068W-A,
YGR069W,921.253172845
YGR070W,918.6238244208
YGR071C,667.1531950646
YGR072W,787.8850120196
YGR073C,904.3276005268
YGR074W,637.9171037734
YGR075C,728.5682137793
YGR076C,851.1877911284
YGR077C,605.1258293069
YGR078C,1270.6267172317
YGR079W,2964.3950488991
YGR080W,2537.1531007886
YGR081C,1088.2111948705
YGR082W,1091.9300057405
YGR083C,834.8935168582
YGR084C,1101.9358084423
YGR085C,2162.1143495234
YGR086C,1937.5624300972
YGR087C,2429.4042078392
YGR088W,6637.7258709168
YGR089W,804.256727366
YGR090W,1204.7311702996
YGR091W,530.3135201774
YGR092W,1055.0666553855
YGR093W,651.3692695426
YGR094W,1507.4880963003
YGR095C,1270.5102167771
YGR096W,1058.7134265871
YGR097W,1042.663502309
YGR098C,1104.0621851961
YGR099W,950.9628930734
YGR100W,774.1705286666
YGR101W,840.2984010395
YGR102C,1252.8443343037
YGR103W,3199.9971630968
YGR104C,606.2657438901
YGR105W,912.8158132033
YGR106C,999.1413865925
YGR107W,
YGR108W,4118.2674275596
YGR109C,3256.6536938454
YGR109W-A,
YGR109W-B,
YGR110W,2260.6137855658
YGR111W,976.0823399377
YGR112W,919.1883940985
YGR113W,678.2333655194
YGR114C,853.0538053298
YGR115C,1262.8209804381
YGR116W,
YGR117C,945.6357760684
YGR118W,
YGR119C,633.2323907852
YGR120C,540.1774519279
YGR121C,2281.641304844
YGR121W-A,
YGR122C-A,
YGR122W,618.5415180268
YGR123C,1737.0673981212
YGR124W,1417.9344381421
YGR125W,731.2630395124
YGR126W,1556.2187373909
YGR127W,908.7513811159
YGR128C,1841.2748192433
YGR129W,904.6355582659
YGR130C,1781.7586615197
YGR131W,2043.2221599336
YGR132C,1354.2156759585
YGR133W,748.7298269607
YGR134W,639.4761323499
YGR135W,1333.0719748379
YGR136W,1385.6205235557
YGR137W,
YGR138C,4481.5536022974
YGR139W,
YGR140W,803.0941997053
YGR141W,824.3100883088
YGR142W,8225.47885312
YGR143W,1302.9810224916
YGR144W,2008.8222893253
YGR145W,2500.2740746819
YGR146C,3665.9702304981
YGR146C-A,
YGR147C,673.3640922309
YGR148C,
YGR149W,1381.7805524271
YGR150C,689.6301697166
YGR151C,1426.406138024
YGR152C,1495.3686733119
YGR153W,
YGR154C,946.6221024273
YGR155W,1195.5064227799
YGR156W,1300.4275579411
YGR157W,1628.9610436014
YGR158C,987.1942473129
YGR159C,3882.0457607091
YGR160W,
YGR161C,3235.9309046231
YGR161C-D,
YGR161W-A,
YGR161W-B,
YGR161W-C,
YGR162W,1552.9112352584
YGR163W,587.7908714101
YGR164W,
YGR165W,908.3104767411
YGR166W,895.4832107714
YGR167W,1104.3226203538
YGR168C,821.9124833736
YGR169C,618.3356161223
YGR169C-A,
YGR170W,582.1767493079
YGR171C,694.3066713128
YGR172C,809.3949354482
YGR173W,1334.8285260716
YGR174C,1312.1898238627
YGR174W-A,
YGR175C,1821.8536342594
YGR176W,
YGR177C,1617.3043660012
YGR178C,1037.3208757957
YGR179C,717.3745372149
YGR180C,1985.33814894
YGR181W,762.0405467025
YGR182C,
YGR183C,1374.7619880716
YGR184C,1179.221217789
YGR185C,1944.4731485013
YGR186W,629.093896273
YGR187C,1521.1473081066
YGR188C,914.2737860747
YGR189C,3684.2014586325
YGR190C,
YGR191W,1781.8871226578
YGR192C,4622.3448866828
YGR193C,1448.4371842503
YGR194C,3280.8098283012
YGR195W,2044.1288228214
YGR196C,1855.2648456568
YGR197C,2263.7989275097
YGR198W,2703.4842870654
YGR199W,1673.2757316196
YGR200C,2373.9236571212
YGR201C,2346.9396694362
YGR202C,1740.5471347071
YGR203W,1765.1941408659
YGR204C-A,
YGR204W,2047.2585556545
YGR205W,2754.6965036474
YGR206W,1764.4428517566
YGR207C,2012.4544443923
YGR208W,2001.9283187138
YGR209C,3937.4896056134
YGR210C,2040.115137353
YGR211W,2995.4029817664
YGR212W,1972.6606284009
YGR213C,2951.8984903628
YGR214W,2417.2038830869
YGR215W,2004.4875594805
YGR216C,1902.144674402
YGR217W,1048.4138909867
YGR218W,1158.4758981875
YGR219W,
YGR220C,883.1828032805
YGR221C,
YGR222W,843.9198256865
YGR223C,782.1209930822
YGR224W,4095.3718545983
YGR225W,5290.8578025862
YGR226C,
YGR227W,831.9325579879
YGR228W,1265.4313461161
YGR229C,1237.2676645262
YGR230W,1046.4345626921
YGR231C,1151.1367395777
YGR232W,755.8804574069
YGR233C,1351.8708969287
YGR234W,4186.9295639802
YGR235C,1002.9235771724
YGR236C,3078.793603315
YGR237C,934.5630531964
YGR238C,1110.0180149424
YGR239C,2009.1466603827
YGR240C,1652.0655994514
YGR240C-A,
YGR241C,646.026532302
YGR242W,1542.0504747359
YGR243W,4129.140862259
YGR244C,2792.9705641098
YGR245C,2669.9814688013
YGR246C,707.05205117
YGR247W,1411.3614183752
YGR248W,5435.4712049383
YGR249W,2839.9680409969
YGR250C,2620.0577093254
YGR251W,1088.5583792821
YGR252W,616.5787854125
YGR253C,1041.5958824978
YGR254W,
YGR255C,1143.6640360908
YGR256W,2073.3902201885
YGR257C,649.6067574403
YGR258C,861.5410296969
YGR259C,
YGR260W,1618.1532291305
YGR261C,1334.174150373
YGR262C,837.2166032597
YGR263C,595.2944113815
YGR264C,2032.2814154153
YGR265W,
YGR266W,935.4133404414
YGR267C,869.4130296251
YGR268C,1446.0073798261
YGR269W,1072.942247743
YGR270C-A,
YGR270W,654.6022791958
YGR271C-A,
YGR271W,1313.6631798431
YGR272C,2318.8295401768
YGR273C,3514.6333936113
YGR274C,810.5454579365
YGR275W,671.1994492134
YGR276C,781.8540299683
YGR277C,743.8673411077
YGR278W,455.9313618581
YGR279C,2243.6304366029
YGR280C,3022.8485898722
YGR281W,1074.569003416
YGR282C,1393.0358842823
YGR283C,1422.134544102
YGR284C,1480.4582418696
YGR285C,1866.4597061759
YGR286C,2148.0120081944
YGR287C,1153.9779965872
YGR288W,
YGR289C,1278.9336420996
YGR290W,1738.2293042521
YGR291C,1169.6921235148
YGR292W,
YGR293C,
YGR294W,
YGR295C,
YGR296C-A,
YGR296C-B,
YGR296W,
YHL001W,2461.318334152
YHL002C-A,
YHL002W,813.6993012365
YHL003C,941.9018676744
YHL004W,849.0361072622
YHL005C,
YHL006C,727.3633995521
YHL006W-A,
YHL007C,866.200830304
YHL008C,1127.1401050089
YHL009C,585.5555050276
YHL009W-A,
YHL009W-B,
YHL010C,866.2088073499
YHL011C,1525.1113071438
YHL012W,1835.1023339724
YHL013C,1360.2860963274
YHL014C,635.5270006695
YHL015W,2328.4706856754
YHL015W-A,
YHL016C,1226.2823705398
YHL017W,702.6977406339
YHL018W,1247.2626643838
YHL019C,734.7093109901
YHL019W-A,
YHL020C,873.5350711265
YHL021C,7130.985056877
YHL022C,1708.2825504961
YHL023C,711.056669248
YHL024W,2025.9146183603
YHL025W,801.1570107239
YHL026C,1055.5938270196
YHL027W,1028.9145194289
YHL028W,3869.2379372931
YHL029C,906.485292174
YHL030W,2193.2754612475
YHL030W-A,
YHL031C,1131.1374716158
YHL032C,2410.7250722709
YHL033C,2380.1339573524
YHL034C,1614.1288325034
YHL034W-A,
YHL035C,1507.7069298841
YHL036W,1578.9912314431
YHL037C,3754.9378831935
YHL038C,1057.2045772483
YHL039W,1050.4022085088
YHL040C,3424.4728146185
YHL041W,1763.135099396
YHL042W,
YHL043W,
YHL044W,1559.6390688858
YHL045W,
YHL046C,
YHL046W-A,
YHL047C,
YHL048C-A,
YHL048W,
YHL049C,
YHL050C,
YHL050W-A,
YHR001W,785.164324569
YHR001WA,2293.1820621492
YHR001W-A,
YHR002W,712.1339441965
YHR003C,663.2141254553
YHR004C,804.8475253715
YHR005C,2884.9305811684
YHR005CA,474.1849762619
YHR005C-A,
YHR006W,1163.6324166985
YHR007C,1821.5183419989
YHR007C-A,
YHR008C,2770.5679704883
YHR009C,1044.0708497639
YHR010W,2366.9623639051
YHR011W,826.0730985289
YHR012W,590.9092801741
YHR013C,1029.0001627408
YHR014W,2509.4715658066
YHR015W,3409.947382897
YHR016C,1898.9556755905
YHR017W,696.1299357352
YHR018C,4925.1216278571
YHR019C,1738.1898754951
YHR020W,2166.5470456492
YHR021C,2063.1436083037
YHR021WA,546.0635735099
YHR021W-A,
YHR022C,1477.4180408814
YHR022C-A,
YHR023W,3938.8742876879
YHR024C,839.0403126913
YHR025W,2090.0737339137
YHR026W,986.7326538151
YHR027C,1114.2501949634
YHR028C,1063.3939583158
YHR028W-A,
YHR029C,4012.9651397033
YHR030C,1897.8206504715
YHR031C,688.5047500976
YHR032C-A,
YHR032W,
YHR032W-A,
YHR033W,2154.8998803029
YHR034C,809.1369307788
YHR035W,764.8414094503
YHR036W,773.4347958294
YHR037W,1492.8322128832
YHR038W,1169.4419195773
YHR039C,1906.1211394363
YHR039CA,308.4921279999
YHR039C-A,
YHR039C-B,
YHR040W,1100.9442307792
YHR041C,1055.3465463686
YHR042W,1734.288498313
YHR043C,1283.313975682
YHR044C,1080.8512768938
YHR045W,977.7147748006
YHR046C,1353.1010305241
YHR047C,1405.7868470597
YHR048W,1065.7719705197
YHR049CA,1094.6271115598
YHR049C-A,
YHR049W,2263.4018211227
YHR050W,957.7480664843
YHR050W-A,
YHR051W,1870.3735122835
YHR052W,2818.4945995971
YHR052W-A,
YHR053C,4063.2561930508
YHR054C,1508.3461449241
YHR054W-A,
YHR055C,
YHR056C,737.9634688904
YHR056W-A,
YHR057C,853.4316822856
YHR058C,601.1478738399
YHR059W,909.8275103478
YHR060W,773.1456132602
YHR061C,1380.4081192653
YHR062C,1226.4028491734
YHR063C,1061.2315465102
YHR063W-A,
YHR064C,1559.4666493393
YHR065C,1394.9285364069
YHR066W,1947.562079915
YHR067W,765.3431216093
YHR068W,1407.2667932326
YHR069C,974.6060543147
YHR069C-A,
YHR070C-A,
YHR070W,1442.4825642868
YHR071C-A,
YHR071W,4379.2134796396
YHR072W,1204.4989917984
YHR072W-A,
YHR073C-B,
YHR073W,794.9902505309
YHR073W-A,
YHR074W,1008.550454867
YHR075C,883.7964368509
YHR076W,654.3990735275
YHR077C,876.5425819901
YHR078W,724.4550829131
YHR079C,645.7355175447
YHR079C-A,
YHR079C-B,
YHR080C,1009.8474944856
YHR081W,1349.6326741267
YHR082C,1092.2134111473
YHR083W,926.0349666008
YHR084W,2340.163930428
YHR085W,1519.9594049982
YHR086W,838.1574350222
YHR086W-A,
YHR087W,7851.818048089
YHR088W,1850.2336544074
YHR089C,3007.888262838
YHR090C,765.8931447729
YHR091C,565.7488527025
YHR092C,3927.4598352057
YHR093W,
YHR094C,3985.323437403
YHR095W,1099.7023769641
YHR096C,4102.9673727041
YHR097C,3251.6512827173
YHR098C,919.8121279515
YHR099W,1028.9004030241
YHR100C,655.8464665964
YHR101C,585.6510848075
YHR102W,806.4162686486
YHR103W,772.5829819566
YHR104W,3971.4839316797
YHR105W,644.4349263968
YHR106W,885.3201301848
YHR107C,668.6093557172
YHR108W,1045.6363267307
YHR109W,689.3381683684
YHR110W,1306.0290593328
YHR111W,616.1364406193
YHR112C,1280.7670836298
YHR113W,1089.998157308
YHR114W,564.0893188522
YHR115C,757.0787419168
YHR116W,1051.5522653232
YHR117W,776.8020673142
YHR118C,482.8843973499
YHR119W,909.6468763125
YHR120W,1295.9655528094
YHR121W,690.5383651721
YHR122W,1179.8180971019
YHR123W,916.6957541229
YHR124W,2553.1090233782
YHR125W,3403.4218001632
YHR126C,4150.2832786355
YHR127W,
YHR128W,2964.9133633877
YHR129C,650.1321912065
YHR130C,
YHR131C,664.3566309573
YHR131W-A,
YHR132C,719.6584162186
YHR132W-A,
YHR133C,973.4738397391
YHR134W,609.6074498964
YHR135C,859.2828958375
YHR136C,
YHR137C-A,
YHR137W,6695.8213713356
YHR138C,3386.9676578577
YHR139C,3951.736942493
YHR139C-A,
YHR140W,2230.551915139
YHR141C,2166.6442932811
YHR142W,1547.4151885221
YHR143W,4642.1625943825
YHR143WA,1292.6060212384
YHR143W-A,
YHR144C,873.8371268165
YHR145C,
YHR146W,
YHR147C,1260.6997155795
YHR148W,1846.6080420091
YHR149C,1329.1650799277
YHR150W,1077.6915274622
YHR151C,975.0405771825
YHR152W,2138.8123784675
YHR153C,2142.9952107061
YHR154W,1458.3593057249
YHR155W,1225.8174177844
YHR156C,730.9744367085
YHR157W,1001.3492144749
YHR158C,933.5387688185
YHR159W,777.2060817291
YHR160C,1100.3819216612
YHR161C,1016.735088644
YHR162W,1866.9998028858
YHR163W,1207.8062654276
YHR164C,1109.3171564743
YHR165C,899.5127396906
YHR165W-A,
YHR166C,1219.098915218
YHR167W,693.8249084631
YHR168W,714.1547944629
YHR169W,1789.1564449079
YHR170W,2370.2479411616
YHR171W,1195.2905196275
YHR172W,953.5126565116
YHR173C,
YHR174W,
YHR175W,1710.3900403544
YHR175W-A,
YHR176W,855.9158059511
YHR177W,2322.4363814936
YHR178W,931.077265899
YHR179W,2085.4894585499
YHR180C-B,
YHR180W,892.7024680001
YHR180W-A,
YHR181W,786.0951858128
YHR182C-A,
YHR182W,621.9225030856
YHR183W,2105.5447017865
YHR184W,3813.0183412496
YHR185C,4753.4526122729
YHR186C,492.2707549368
YHR187W,1081.0754605096
YHR188C,784.2358405004
YHR189W,911.7256502657
YHR190W,1161.4404470304
YHR191C,607.8020741804
YHR192W,682.1497463574
YHR193C,1195.9088524031
YHR193C-A,
YHR194W,606.6944340617
YHR195W,993.0323969537
YHR196W,2130.841520293
YHR197W,1681.8596026829
YHR198C,727.6787729129
YHR199C,1117.8388955104
YHR199C-A,
YHR200W,1218.1119641043
YHR201C,676.2827412498
YHR202W,1293.1313030318
YHR203C,
YHR204W,1057.1459436037
YHR205W,1168.1430076662
YHR206W,1048.2341695508
YHR207C,673.526826343
YHR208W,3086.6940315387
YHR209W,2687.2261389756
YHR210C,927.6593942077
YHR211W,1042.452820209
YHR212C,
YHR212W-A,
YHR213W,
YHR213W-A,
YHR213W-B,
YHR214C-B,
YHR214C-C,
YHR214C-D,
YHR214C-E,
YHR214W,1707.3986245047
YHR214WA,1637.4110284534
YHR214W-A,
YHR215W,
YHR216W,2541.5264397358
YHR217C,
YHR218W,
YHR218W-A,
YHR219C-A,
YHR219W,
YIL001W,616.2580654519
YIL002C,596.5947998033
YIL002W-A,
YIL003W,855.8167589369
YIL004C,549.4619439521
YIL005W,531.2390244273
YIL006W,651.0559187797
YIL007C,782.8094762211
YIL008W,1118.8041619937
YIL009C-A,
YIL009W,1579.8739052625
YIL010W,997.876369258
YIL011W,
YIL012W,
YIL013C,926.2825624876
YIL014C-A,
YIL014W,567.5553959699
YIL015C-A,
YIL015W,6859.9452607682
YIL016W,2041.1202574564
YIL017C,264.5875619168
YIL017W,
YIL018W,
YIL019W,2293.9525961564
YIL020C,981.9674939308
YIL020C-A,
YIL021C-A,
YIL021W,692.316543279
YIL022W,929.8997806941
YIL023C,1259.1694795739
YIL024C,1340.2646467969
YIL025C,1058.364440976
YIL026C,1298.6686745227
YIL027C,885.9803749862
YIL028W,942.6788858419
YIL029C,
YIL029W-A,
YIL030C,874.8450376701
YIL030W-A,
YIL031W,1358.3316372945
YIL032C,1083.9161777232
YIL033C,1190.3223196205
YIL034C,1376.1081135444
YIL035C,700.7017571157
YIL036W,859.6602647689
YIL037C,8352.2759817176
YIL038C,870.6739970489
YIL039W,2150.9201455079
YIL040W,901.2643929246
YIL041W,1029.829446718
YIL042C,938.5769231818
YIL043C,990.1755942942
YIL044C,533.2292458873
YIL045W,1784.3754919499
YIL046W,856.2905130387
YIL046W-A,
YIL047C,1132.4868016639
YIL047C-A,
YIL048W,644.034283116
YIL049W,771.8675752072
YIL050W,1240.182222773
YIL051C,2096.9577025673
YIL052C,2338.7894199228
YIL053W,3324.4150553132
YIL054W,1177.4192407851
YIL055C,1516.0597433205
YIL056W,2048.2049893442
YIL057C,3823.0227322522
YIL058W,1244.4375191029
YIL059C,
YIL060W,
YIL061C,534.421005477
YIL062C,1011.1174873116
YIL063C,658.7646466956
YIL064W,1505.6656935491
YIL065C,1209.4597363319
YIL066C,2629.0516476414
YIL066W-A,
YIL067C,913.9631337174
YIL068C,787.4087081324
YIL068W-A,
YIL069C,
YIL070C,2021.2761236343
YIL071C,869.9638933836
YIL071W-A,
YIL072W,2595.5245248481
YIL073C,1376.2355953076
YIL074C,
YIL075C,1270.3219272434
YIL076W,1187.5803225819
YIL077C,1207.5363206423
YIL078W,1884.3362973176
YIL079C,1815.9216298162
YIL080W,
YIL082W,
YIL082WA,5463.1973387156
YIL082W-A,
YIL083C,1341.8503698675
YIL084C,777.1134804593
YIL085C,572.3126547177
YIL086C,
YIL087C,1560.7867144861
YIL088C,1151.9152087622
YIL089W,
YIL090W,915.5766454745
YIL091C,1581.8203463721
YIL092W,752.8867461182
YIL093C,1051.5597908889
YIL094C,2009.7486475654
YIL095W,627.5590983808
YIL096C,1547.4601849063
YIL097W,1276.3714453553
YIL098C,968.5572576984
YIL099W,5992.1855017095
YIL100C-A,
YIL100W,919.0741588358
YIL101C,2988.5983984472
YIL102C,
YIL102C-A,
YIL103W,1057.9413676175
YIL104C,1056.3098093333
YIL105C,1009.3131896714
YIL105W-A,
YIL106W,996.7724864752
YIL107C,2611.2137050206
YIL108W,1515.4858446016
YIL109C,1023.0185370152
YIL110W,1083.800417194
YIL111W,2687.6298006097
YIL112W,1090.628284417
YIL113W,1812.960366537
YIL114C,1296.3913085925
YIL115C,780.3931194416
YIL115W-A,
YIL116W,2953.263516504
YIL117C,6189.3678561042
YIL118W,1143.1567985633
YIL119C,3395.5465759872
YIL120W,1124.949285044
YIL121W,2116.7304640022
YIL122W,1040.8857380842
YIL123W,2735.9049026331
YIL124W,2130.8833578747
YIL125W,1789.6993562002
YIL126W,817.8633761548
YIL127C,2034.9739294287
YIL128W,776.2776554049
YIL129C,1056.0418911664
YIL130W,1288.5501053317
YIL131C,1194.5155860743
YIL132C,854.1859004707
YIL133C,2514.1892755397
YIL134C-A,
YIL134W,639.5796275463
YIL135C,877.1975605387
YIL136W,4659.5857047531
YIL137C,806.6301184901
YIL138C,1435.654002729
YIL139C,1195.097827328
YIL140W,2003.3649959768
YIL141W,
YIL142C-A,
YIL142W,805.4314874433
YIL143C,855.3088894145
YIL144W,1839.2182815864
YIL145C,780.9721302336
YIL146C,1529.6113091919
YIL147C,804.1846047998
YIL148W,1544.693954077
YIL149C,902.2648638773
YIL150C,1292.42609185
YIL151C,806.9380185388
YIL152W,752.4582746084
YIL153W,1501.9726075944
YIL154C,1495.4982844064
YIL155C,3124.0702242073
YIL156W,952.3966439164
YIL156W-A,
YIL156W-B,
YIL157C,1127.6734837127
YIL158W,1918.9447426378
YIL159W,1817.765830617
YIL160C,2575.7588808675
YIL161W,925.2854652614
YIL162W,2709.5568900891
YIL163C,926.78789596
YIL164C,2433.2142908622
YIL165C,2661.0285495461
YIL166C,1046.4715170157
YIL167W,1230.0351420491
YIL168W,1558.5554528487
YIL169C,2845.5413637745
YIL170W,
YIL171W,
YIL171W-A,
YIL172C,
YIL173W,
YIL174W,
YIL175W,855.160103296
YIL176C,
YIL177C,
YIL177W-A,
YIR001C,808.5302631724
YIR002C,713.2749560013
YIR003W,827.6180583689
YIR004W,778.1356812986
YIR005W,1213.1964583617
YIR006C,1259.4646483855
YIR007W,900.2579302131
YIR008C,587.7868687822
YIR009W,620.9298503699
YIR010W,794.4988014052
YIR011C,885.949056341
YIR012W,2098.6982859375
YIR013C,2719.5609995423
YIR014W,976.8270530517
YIR015W,962.8633404087
YIR016W,1066.2569224552
YIR017C,2412.5165310453
YIR017W-A,
YIR018C-A,
YIR018W,1089.364895481
YIR019C,2604.1620211472
YIR020C,953.9309778342
YIR020C-B,
YIR020W-A,
YIR021W,807.2823178601
YIR021W-A,
YIR022W,760.4762033158
YIR023C-A,
YIR023W,830.0500932049
YIR024C,890.8939915919
YIR025W,822.3683757919
YIR026C,1921.4071635464
YIR027C,1971.4111943683
YIR028W,1713.4280804388
YIR029W,1739.8444699664
YIR030C,1341.9538724753
YIR030W-A,
YIR031C,2376.298511573
YIR032C,1759.1853551099
YIR033W,1160.8898287131
YIR034C,4224.1396012142
YIR035C,1884.8326733359
YIR036C,1400.9949293894
YIR036W-A,
YIR037W,2031.7495269259
YIR038C,3484.3477867739
YIR039C,2322.1907590518
YIR040C,
YIR041W,
YIR042C,2830.7946964183
YIR043C,
YIR044C,
YJL001W,1407.2530907991
YJL002C,1073.2289689917
YJL003W,555.5985776699
YJL004C,610.3811938463
YJL005W,2186.7425050837
YJL006C,679.7868619219
YJL007C,
YJL008C,830.4310216563
YJL009W,694.4256829539
YJL010C,1518.0334464262
YJL011C,1090.9616271413
YJL012C,3493.2113970441
YJL012C-A,
YJL013C,607.8953959433
YJL014W,893.8169158117
YJL015C,897.7997972359
YJL016W,1421.8421281069
YJL017W,
YJL018W,
YJL019W,1057.7208240556
YJL020C,1632.7138923319
YJL020W-A,
YJL021C,
YJL022W,514.7913457341
YJL023C,740.2064099307
YJL024C,579.7912053389
