ID,Noise YEPD
YLR284C,
YLR285C-A,
YLR285W,3.863901615
YLR286C,
YLR286W-A,
YLR287C,-0.7313938106
YLR287C-A,-0.890772905
YLR288C,
YLR289W,
YLR290C,
YLR291C,-1.4272971623
YLR292C,-2.0987873886
YLR293C,
YLR294C,
YLR295C,5.3639716656
YLR296W,
YLR297W,
YLR298C,
YLR299C-A,
YLR299W,
YLR300W,1.1774738948
YLR301W,
YLR302C,
YLR303W,
YLR304C,
YLR305C,
YLR306W,
YLR307C-A,
YLR307W,
YLR308W,
YLR309C,1.1178222879
YLR310C,
YLR311C,
YLR312C,
YLR312WA,
YLR312W-A,0.5589879827
YLR313C,
YLR314C,
YLR315W,
YLR316C,
YLR317W,
YLR318W,
YLR319C,-1.7550406685
YLR320W,
YLR321C,-0.3410120173
YLR322W,
YLR323C,
YLR324W,0.0579356843
YLR325C,-1.4163204502
YLR326W,
YLR327C,6.9409131496
YLR328W,-1.0805061946
YLR329W,
YLR330W,
YLR331C,
YLR332W,-1.1546061848
YLR333C,3.652740503
YLR334C,
YLR335W,-0.9247327225
YLR336C,-1.2747072322
YLR337C,2.3750077068
YLR338W,
YLR339C,
YLR340W,
YLR341W,
YLR342W,1.551197087
YLR342W-A,
YLR343W,
YLR344W,-1.7349911089
YLR345W,
YLR346C,
YLR347C,-0.6245154598
YLR347W-A,
YLR348C,3.2041166979
YLR349W,
YLR350W,2.0883401096
YLR351C,-1.8243285961
YLR352W,
YLR353W,
YLR354C,2.9622853442
YLR355C,
YLR356W,
YLR357W,-1.0493285961
YLR358C,
YLR359W,
YLR360W,
YLR361C,
YLR361C-A,
YLR362W,
YLR363C,-0.5442789924
YLR363W-A,-0.1016435496
YLR364C-A,
YLR364W,
YLR365W,
YLR366W,
YLR367W,-0.1977746185
YLR368W,
YLR369W,-0.0335397565
YLR370C,
YLR371W,
YLR372W,-3.0486759311
YLR373C,-2.9284252184
YLR374C,
YLR375W,
YLR376C,
YLR377C,
YLR378C,
YLR379W,
YLR380W,0.5954409954
YLR381W,
YLR382C,
YLR383W,
YLR384C,1.2147106176
YLR385C,
YLR386W,-1.874465445
YLR387C,2.229126094
YLR388W,-2.4476290932
YLR389C,
YLR390W,
YLR390WA,
YLR390W-A,-2.0517477086
YLR391W,
YLR392C,
YLR393W,
YLR394W,
YLR395C,4.5869487254
YLR396C,
YLR397C,-2.008
YLR398C,2.6709655527
YLR399C,-0.6225745977
YLR399W-A,
YLR400W,
YLR401C,
YLR402W,
YLR403W,
YLR404W,
YLR405W,-0.7901635053
YLR406C,-0.6798949396
YLR406C-A,
YLR407W,-0.7083891017
YLR408C,
YLR409C,5.7564680741
YLR410W,-0.0785624381
YLR410W-A,
YLR410W-B,
YLR411W,
YLR412C-A,
YLR412W,1.5705025899
YLR413W,8.2043680814
YLR414C,2.0272829517
YLR415C,
YLR416C,
YLR417W,
YLR418C,2.0489196998
YLR419W,
YLR420W,6.340178185
YLR421C,-0.9715790208
YLR422W,
YLR423C,
YLR424W,
YLR425W,
YLR426W,
YLR427W,
YLR428C,
YLR429W,2.2484648446
YLR430W,
YLR431C,
YLR432W,1.1685766084
YLR433C,0.0497848566
YLR434C,
YLR435W,0.1831282256
YLR436C,
YLR437C,
YLR437C-A,
YLR438CA,
YLR438C-A,-2.4480588925
YLR438W,20.3459393619
YLR439W,
YLR440C,-2.0665649409
YLR441C,
YLR442C,
YLR443W,
YLR444C,
YLR445W,
YLR446W,
YLR447C,-2.9143804951
YLR448W,-1.0242661888
YLR449W,-0.6259040932
YLR450W,2.1866271789
YLR451W,
YLR452C,1.8904792061
YLR453C,
YLR454W,
YLR455W,-2.0047072322
YLR456W,
YLR457C,
YLR458W,
YLR459W,
YLR460C,
YLR461W,
YLR462W,
YLR463C,
YLR464W,
YLR465C,
YLR466C-A,
YLR466C-B,
YLR466W,
YLR467C-A,
YLR467W,
YML001W,0.6483858582
YML002W,
YML003W,
YML004C,
YML005W,-1.3869460621
YML006C,
YML007C-A,0.9549441384
YML007W,-2.8671609336
YML008C,0.5991754541
YML009C,1.6828462305
YML009C-A,
YML009W-B,
YML010C-B,
YML010W,
YML010W-A,
YML010W-B,
YML011C,
YML012C-A,
YML012W,-3.5738404093
YML013C-A,
YML013W,
YML014W,
YML015C,
YML016C,-0.6482965601
YML017W,-0.1195234796
YML018C,-0.3518794261
YML019W,
YML020W,
YML021C,
YML022W,2.1100974316
YML023C,
YML024W,-2.1497087293
YML025C,
YML026C,
YML027W,
YML028W,-0.0975119209
YML029W,
YML030W,
YML031C-A,
YML031W,-1.3812859892
YML032C,
YML032C-A,
YML033W,
YML034C-A,
YML034W,
YML035C,-0.8129479386
YML035C-A,
YML036W,
YML037C,
YML038C,0.0280741956
YML039W,
YML040W,
YML041C,
YML042W,
YML043C,
YML045W,
YML045W-A,
YML046W,
YML047C,
YML047W-A,
YML048W,-2.1368712347
YML048W-A,
YML049C,2.7295627937
YML050W,
YML051W,
YML052W,0.7733901652
YML053C,
YML054C,
YML054C-A,
YML055W,0.1067416085
YML056C,-0.3050393265
YML057C-A,
YML057W,2.4932798536
YML058C-A,
YML058W,3.3943738711
YML058W-A,
YML059C,
YML060W,
YML061C,
YML062C,-0.1300981616
YML063W,-0.9111750198
YML064C,
YML065W,
YML066C,
YML067C,3.5521351787
YML068W,
YML069W,-0.0655512494
YML070W,7.9727028377
YML071C,-1.0188963721
YML072C,4.9512503363
YML073C,-2.2915961651
YML074C,-1.1234468772
YML075C,0.1234852836
YML076C,
YML077W,
YML078W,
YML079W,
YML080W,-2.3430822458
YML081CA,
YML081C-A,3.639775897
YML081W,
YML082W,-0.4581543746
YML083C,
YML084W,
YML085C,2.4078507035
YML086C,4.9207802259
YML087C,
YML088W,
YML089C,
YML090W,
YML091C,-1.5169460621
YML092C,-3.3453036603
YML093W,0.0158975848
YML094C-A,
YML094W,-1.9076323758
YML095C,
YML095C-A,
YML096W,
YML097C,-0.0893285961
YML098W,
YML099C,
YML099W-A,
YML100W,19.4054027198
YML100WA,
YML100W-A,
YML101C,2.0309499174
YML101C-A,
YML102C-A,
YML102W,-1.4397962416
YML103C,-1.5542351607
YML104C,
YML105C,2.2741033741
YML106W,-2.8716744502
YML107C,
YML108W,1.5906714039
YML109W,
YML110C,
YML111W,
YML112W,2.9805555556
YML113W,0.8250619925
YML114C,
YML115C,-0.5852982368
YML116W,
YML116W-A,
YML117W,-1.5806070081
YML117W-A,
YML118W,
YML119W,
YML120C,6.0147600062
YML121W,-2.7800533641
YML122C,
YML123C,
YML124C,0.9974796657
YML125C,-0.6184901235
YML126C,0.0496090808
YML127W,0.6586437873
YML128C,
YML129C,1.5458632636
YML130C,
YML131W,
YML132W,
YML133C,
YML133W-A,
YML133W-B,
YMR001C,
YMR001C-A,
YMR002W,-0.6521756125
YMR003W,
YMR004W,-1.6695645172
YMR005W,
YMR006C,
YMR007W,
YMR008C,
YMR009W,0.5897017632
YMR010W,-0.7999290512
YMR011W,11.326093796
YMR012W,0.0488873319
YMR013C,
YMR013C-A,
YMR013W-A,
YMR014W,
YMR015C,0.3937256266
YMR016C,-3.9267765514
YMR017W,
YMR018W,
YMR019W,
YMR020W,
YMR021C,
YMR022W,
YMR023C,
YMR024W,3.6310482897
YMR025W,
YMR026C,
YMR027W,-0.1684044398
YMR028W,
YMR029C,
YMR030W,
YMR030W-A,
YMR031C,3.6398431471
YMR031WA,
YMR031W-A,
YMR032W,
YMR033W,
YMR034C,
YMR035W,
YMR036C,
YMR037C,-3.1081310415
YMR038C,-0.5069910268
YMR039C,-0.2837528479
YMR040W,
YMR041C,
YMR042W,
YMR043W,0.4702769149
YMR044W,
YMR045C,
YMR046C,
YMR046W-A,
YMR047C,
YMR048W,
YMR049C,
YMR050C,
YMR051C,
YMR052C-A,
YMR052W,
YMR053C,
YMR054W,
YMR055C,
YMR056C,
YMR057C,
YMR058W,6.0492782557
YMR059W,
YMR060C,
YMR061W,-1.8930822458
YMR062C,
YMR063W,
YMR064W,
YMR065W,
YMR066W,
YMR067C,-0.3699260193
YMR068W,
YMR069W,
YMR070W,-1.3565971984
YMR071C,-0.9326688644
YMR072W,12.6906299647
YMR073C,
YMR074C,0.347993487
YMR075CA,
YMR075C-A,
YMR075W,
YMR076C,-2.8771609336
YMR077C,
YMR078C,
YMR079W,-2.683016001
YMR080C,0.3958135895
YMR081C,
YMR082C,
YMR083W,5.2230342284
YMR084W,
YMR085W,
YMR086C-A,
YMR086W,0.7316756805
YMR087W,
YMR088C,
YMR089C,0.5681062455
YMR090W,
YMR091C,0.407080473
YMR092C,0.0853571429
YMR093W,2.248552408
YMR094W,
YMR095C,
YMR096W,
YMR097C,
YMR098C,
YMR099C,10.4036022468
YMR100W,
YMR101C,
YMR102C,
YMR103C,
YMR104C,
YMR105C,23.1084314242
YMR105W-A,
YMR106C,
YMR107W,
YMR108W,
YMR109W,1.4921172188
YMR110C,
YMR111C,
YMR112C,
YMR113W,
YMR114C,
YMR115W,
YMR116C,
YMR117C,-0.846244247
YMR118C,
YMR119W,
YMR119WA,
YMR119W-A,
YMR120C,14.5156861062
YMR121C,-0.8519545961
YMR122C,
YMR122W-A,1.320750142
YMR123W,-2.0047504828
YMR124W,
YMR125W,0.5797748475
YMR126C,
YMR127C,
YMR128W,0.5166035571
YMR129W,
YMR130W,
YMR131C,-0.8651487174
YMR132C,
YMR133W,
YMR134W,1.4263742741
YMR135C,
YMR135W-A,
YMR136W,
YMR137C,
YMR138W,
YMR139W,
YMR140W,-0.5145248935
YMR141C,
YMR141W-A,
YMR142C,-0.5965964234
YMR143W,-3.0885068531
YMR144W,
YMR145C,3.6425165656
YMR146C,
YMR147W,
YMR148W,0.4393882505
YMR149W,-1.7578545235
YMR150C,
YMR151W,
YMR152W,1.1690527197
YMR153CA,
YMR153C-A,
YMR153W,-0.5012456463
YMR154C,
YMR155W,
YMR156C,
YMR157C,
YMR158C-A,
YMR158W,
YMR158W-A,
YMR158W-B,
YMR159C,
YMR160W,
YMR161W,3.8197568743
YMR162C,
YMR163C,
YMR164C,
YMR165C,-2.146244247
YMR166C,
YMR167W,
YMR168C,
YMR169C,
YMR170C,
YMR171C,
YMR172CA,
YMR172C-A,
YMR172W,
YMR173W,12.4662799583
YMR173WA,
YMR173W-A,
YMR174C,
YMR175W,
YMR175W-A,
YMR176W,
YMR177W,
YMR178W,0.1774764216
YMR179W,
YMR180C,
YMR181C,
YMR182C,
YMR182W-A,
YMR183C,-1.3874314761
YMR184W,-1.5658958772
YMR185W,
YMR186W,0.5115182485
YMR187C,
YMR188C,0.0214107107
YMR189W,6.2981628648
YMR190C,
YMR191W,
YMR192W,-2.9487602631
YMR193C-A,
YMR193W,0.3424738948
YMR194C-A,
YMR194C-B,
YMR194W,-2.6552697343
YMR195W,
YMR196W,2.3300739807
YMR197C,
YMR198W,
YMR199W,
YMR200W,-2.0766966502
YMR201C,
YMR202W,
YMR203W,
YMR204C,
YMR205C,0.932026879
YMR206W,
YMR207C,
YMR208W,0.2603645874
YMR209C,
YMR210W,
YMR211W,
YMR212C,-0.6357940448
YMR213W,
YMR214W,-1.2808367753
YMR215W,-0.3714458401
YMR216C,-1.4480884898
YMR217W,
YMR218C,
YMR219W,
YMR220W,0.869570556
YMR221C,
YMR222C,0.7052660456
YMR223W,
YMR224C,
YMR225C,
YMR226C,3.6693836901
YMR227C,
YMR228W,
YMR229C,3.2575358138
YMR230W,-2.307033034
YMR230W-A,
YMR231W,-1.4733728211
YMR232W,
YMR233W,
YMR234W,
YMR235C,-0.8157417205
YMR236W,-1.162529426
YMR237W,-1.8792017306
YMR238W,-0.8786941901
YMR239C,-0.4208367753
YMR240C,
YMR241W,4.9712231749
YMR242C,-1.5870520378
YMR242W-A,
YMR243C,-0.6446601198
YMR244CA,
YMR244C-A,2.4262997273
YMR244W,
YMR245W,
YMR246W,3.6208896104
YMR247C,
YMR247W-A,
YMR250W,
YMR251W,
YMR251WA,
YMR251W-A,18.3598441684
YMR252C,
YMR253C,4.6577992598
YMR254C,
YMR255W,-0.1996332331
YMR256C,2.1683800171
YMR257C,
YMR258C,
YMR259C,1.3789879827
YMR260C,-2.24033668
YMR261C,1.9541794356
YMR262W,
YMR263W,
YMR264W,
YMR265C,
YMR266W,1.3228992898
YMR267W,
YMR268C,
YMR269W,-0.6286117517
YMR270C,
YMR271C,
YMR272C,1.9666180949
YMR272W-A,
YMR272W-B,
YMR273C,
YMR274C,
YMR275C,
YMR276W,-0.9605220085
YMR277W,-2.8340785293
YMR278W,4.8433365451
YMR279C,
YMR280C,
YMR281W,
YMR282C,
YMR283C,
YMR284W,
YMR285C,
YMR286W,0.3681069032
YMR287C,
YMR288W,
YMR289W,
YMR290C,
YMR290W-A,
YMR291W,3.3709930794
YMR292W,0.6519285342
YMR293C,
YMR294W,
YMR294WA,
YMR294W-A,
YMR295C,2.1344279641
YMR296C,-2.072113307
YMR297W,
YMR298W,
YMR299C,
YMR300C,-0.4666919123
YMR301C,
YMR302C,
YMR303C,
YMR304C-A,
YMR304W,0.9905530598
YMR305C,
YMR306CA,
YMR306C-A,
YMR306W,
YMR307C-A,
YMR307W,
YMR308C,-1.2823170799
YMR309C,-0.8826471636
YMR310C,
YMR311C,-0.4843178653
YMR312W,
YMR313C,
YMR314W,-3.3553036603
YMR315W,5.1569902305
YMR315W-A,
YMR316C-A,
YMR316C-B,
YMR316W,
YMR317W,
YMR318C,5.8335173691
YMR319C,4.4948348299
YMR320W,
YMR321C,
YMR322C,
YMR323W,
YMR324C,
YMR325W,
YMR326C,
YNL001W,-0.9973289707
YNL002C,
YNL003C,
YNL004W,-1.2713398509
YNL005C,-1.0275989655
YNL006W,
YNL007C,0.1502296782
YNL008C,
YNL009W,
YNL010W,-1.2974584926
YNL011C,
YNL012W,
YNL013C,
YNL014W,
YNL015W,11.5889477765
YNL016W,-2.597374545
YNL017C,
YNL018C,
YNL019C,
YNL020C,
YNL021W,
YNL022C,
YNL023C,
YNL024C,
YNL024C-A,
YNL025C,
YNL026W,
YNL027W,-1.5688516088
YNL028W,
YNL029C,
YNL030W,
YNL031C,
YNL032W,
YNL033W,
YNL034W,
YNL035C,
YNL036W,-0.9467765514
YNL037C,6.2385324246
YNL038W,
YNL039W,
YNL040W,1.0125707193
YNL041C,1.7450077068
YNL042W,
YNL042W-B,
YNL043C,
YNL044W,-2.457513341
YNL045W,8.9862397369
YNL046W,
YNL047C,
YNL048W,1.2368456254
YNL049C,-0.6051651701
YNL050C,
YNL051W,-3.0774292807
YNL052W,2.7388527251
YNL053W,
YNL054W,
YNL054W-A,
YNL055C,15.8677226809
YNL056W,-1.0788963721
YNL057W,
YNL058C,8.5007948829
YNL059C,-1.9312499462
YNL061W,1.1784920153
YNL062C,
YNL063W,
YNL064C,-0.5612228083
YNL065W,4.7640362433
YNL066W,-0.2361458754
YNL067W,0.038743387
YNL067W-A,
YNL067W-B,
YNL068C,
YNL069C,
YNL070W,4.0191166979
YNL071W,3.9177517806
YNL072W,
YNL073W,
YNL074C,
YNL075W,
YNL076W,
YNL077W,
YNL078W,0.6573406776
YNL079C,
YNL080C,
YNL081C,1.7838089327
YNL082W,
YNL083W,
YNL084C,0.4341907971
YNL085W,1.9307142857
YNL086W,
YNL087W,-0.9665589861
YNL088W,0.3372321876
YNL089C,
YNL090W,-0.4847072322
YNL091W,
YNL092W,
YNL093W,
YNL094W,
YNL095C,
YNL096C,-0.9992116971
YNL097C,
YNL097C-B,
YNL097W-A,
YNL098C,1.5378771807
YNL099C,
YNL100W,0.7243929919
YNL101W,
YNL102W,
YNL103W,-0.867124505
YNL103W-A,
YNL104C,1.6786707964
YNL105W,
YNL106C,
YNL107W,
YNL108C,4.3437543537
YNL109W,
YNL110C,-1.9089723781
YNL111C,1.1079281465
YNL112W,2.0067111062
YNL113W,0.3793762551
YNL114C,
YNL115C,
YNL116W,
YNL117W,
YNL118C,-2.0381249731
YNL119W,-0.9185397565
YNL120C,
YNL121C,0.8928990684
YNL122C,
YNL123W,
YNL124W,
YNL125C,
YNL126W,
YNL127W,
YNL128W,
YNL129W,
YNL130C,
YNL130C-A,
YNL131W,
YNL132W,12.1982787048
YNL133C,
YNL134C,
YNL135C,-2.1195787432
YNL136W,
YNL137C,
YNL138W,1.7719444552
YNL138W-A,
YNL139C,0.0200619925
YNL140C,
YNL141W,3.4140865904
YNL142W,
YNL143C,0.4170816124
YNL144C,
YNL144W-A,
YNL145W,
YNL146C-A,
YNL146W,
YNL147W,-1.7860735421
YNL148C,
YNL149C,5.2509655527
YNL150W,
YNL151C,
YNL152W,
YNL153C,-1.0772588505
YNL154C,-0.6064273759
YNL155W,0.1234935299
YNL156C,1.7982234486
YNL157W,0.7015881776
YNL158W,-1.5539173251
YNL159C,
YNL160W,
YNL161W,
YNL162W,-1.3475065186
YNL162W-A,
YNL163C,-1.1545904477
YNL164C,
YNL165W,
YNL166C,-1.2033964429
YNL167C,
YNL168C,0.058755753
YNL169C,
YNL170W,
YNL171C,
YNL172W,
YNL173C,3.8503274198
YNL174W,
YNL175C,0.8283401096
YNL176C,
YNL177C,-0.8574244257
YNL178W,
YNL179C,
YNL180C,0.690701407
YNL181W,-0.5488984483
YNL182C,
YNL183C,0.3268689585
YNL184C,
YNL185C,-0.6446168448
YNL186W,-0.7117191818
YNL187W,
YNL188W,
YNL189W,
YNL190W,-1.3243607486
YNL191W,-1.0961765779
YNL192W,
YNL193W,
YNL194C,
YNL195C,
YNL196C,
YNL197C,-2.0265048848
YNL198C,
YNL199C,
YNL200C,
YNL201C,-2.7994498496
YNL202W,
YNL203C,
YNL204C,
YNL205C,
YNL206C,2.5374764216
YNL207W,-2.2725560384
YNL208W,
YNL209W,-1.1728088881
YNL210W,
YNL211C,
YNL212W,-1.1229853446
YNL213C,
YNL214W,
YNL215W,
YNL216W,0.2090269689
YNL217W,
YNL218W,
YNL219C,0.6112392545
YNL220W,-2.0145806841
YNL221C,
YNL222W,
YNL223W,
YNL224C,-4.750928289
YNL225C,
YNL226W,
YNL227C,
YNL228W,
YNL229C,-0.9080714658
YNL230C,
YNL231C,-0.4492983315
YNL232W,-0.4611583424
YNL233W,
YNL234W,
YNL235C,
YNL236W,
YNL237W,
YNL238W,-0.1609963695
YNL239W,1.8902019101
YNL240C,
YNL241C,1.6438557623
YNL242W,
YNL243W,-1.2973600521
YNL244C,
YNL245C,-0.516244247
YNL246W,0.2931069032
YNL247W,-1.4379806481
YNL248C,-0.3052781686
YNL249C,
YNL250W,
YNL251C,-1.8745150154
YNL252C,
YNL253W,
YNL254C,
YNL255C,-1.9762443046
YNL256W,
YNL257C,
YNL258C,-2.5106471262
YNL259C,0.3676116198
YNL260C,
YNL261W,
YNL262W,-2.1862046101
YNL263C,
YNL264C,
YNL265C,-0.5916460566
YNL266W,
YNL267W,
YNL268W,-1.5575404121
YNL269W,
YNL270C,
YNL271C,-2.6228739038
YNL272C,-1.0182151277
YNL273W,
YNL274C,
YNL275W,
YNL276C,
YNL277W,
YNL277W-A,
YNL278W,-2.3126593224
YNL279W,
YNL280C,
YNL281W,-1.1436314117
YNL282W,-1.5292795279
YNL283C,2.4068628483
YNL284C,4.136197087
YNL284C-A,
YNL284C-B,
YNL285W,
YNL286W,
YNL287W,-3.0723297146
YNL288W,-2.5115589861
YNL289W,
YNL290W,0.6294938054
YNL291C,
YNL292W,
YNL293W,
YNL294C,
YNL295W,
YNL296W,
YNL297C,-0.028
YNL298W,-1.6522550418
YNL299W,
YNL300W,0.2501223307
YNL301C,2.2962702914
YNL302C,-0.4228046702
YNL303W,
YNL304W,
YNL305C,
YNL306W,
YNL307C,-2.7891437095
YNL308C,1.5846779099
YNL309W,
YNL310C,-1.5406880059
YNL311C,
YNL312W,
YNL313C,-0.1058062523
YNL314W,
YNL315C,
YNL316C,
YNL317W,
YNL318C,
YNL319W,
YNL320W,
YNL321W,
YNL322C,-1.4665184955
YNL323W,0.7663524469
YNL324W,
YNL325C,
YNL326C,
YNL327W,-0.2014739058
YNL328C,
YNL329C,
YNL330C,5.5487861275
YNL331C,
YNL332W,
YNL333W,
YNL334C,
YNL335W,
YNL336W,1.203650071
YNL337W,
YNL338W,
YNL339C,
YNL339W-A,
YNL339W-B,
YNR001C,5.8067877082
YNR001W-A,
YNR002C,
YNR003C,
YNR003W-A,
YNR004W,
YNR005C,
YNR006W,-0.5502431257
YNR007C,
YNR008W,
YNR009W,
YNR010W,
YNR011C,
YNR012W,
YNR013C,-1.3142290278
YNR014W,3.6086022468
YNR015W,2.3038016342
YNR016C,1.1469107799
YNR017W,-0.0291950444
YNR018W,2.1049441384
YNR019W,1.6016099112
YNR020C,
YNR021W,-1.6244942104
YNR022C,-0.2912093785
YNR023W,
YNR024W,
YNR025C,
YNR026C,1.7225165656
YNR027W,-1.1234252184
YNR028W,-0.0763398509
YNR029C,-0.789465445
YNR030W,1.5553667669
YNR031C,
YNR032CA,
YNR032C-A,
YNR032W,
YNR033W,-3.4150533641
YNR034W,-0.7542857143
YNR034W-A,4.6548364947
YNR035C,
YNR036C,
YNR037C,
YNR038W,-0.1827886343
YNR039C,
YNR040W,
YNR041C,
YNR042W,
YNR043W,-1.0071212645
YNR044W,22.3128990684
YNR045W,
YNR046W,-1.1362838696
YNR047W,-0.5876581658
YNR048W,3.4887953899
YNR049C,
YNR050C,5.4288324143
YNR051C,-0.6145683682
YNR052C,0.6538359527
YNR053C,-1.4751312691
YNR054C,5.8941900278
YNR055C,0.4821512025
YNR056C,
YNR057C,
YNR058W,
YNR059W,
YNR060W,
YNR061C,
YNR062C,
YNR063W,
YNR064C,
YNR065C,
YNR066C,
YNR067C,-0.0924292807
YNR068C,
YNR069C,
YNR070W,
YNR071C,
YNR072W,
YNR073C,
YNR074C,
YNR075C-A,
YNR075W,
YNR076W,
YNR077C,
YOL001W,
YOL002C,
YOL003C,
YOL004W,
YOL005C,0.8271045416
YOL006C,-4.5594498496
YOL007C,3.1441907971
YOL008W,
YOL009C,
YOL010W,-0.3905955336
YOL011W,
YOL012C,-1.5241475531
YOL013C,
YOL013W-A,
YOL013W-B,
YOL014W,
YOL015W,
YOL016C,3.5597298169
YOL017W,
YOL018C,
YOL019W,3.4238975012
YOL019W-A,
YOL020W,-0.7948000524
YOL021C,-1.408984803
YOL022C,0.709207842
YOL023W,
YOL024W,
YOL025W,
YOL026C,
YOL027C,1.2173076203
YOL028C,
YOL029C,
YOL030W,1.5285337368
YOL031C,
YOL032W,
YOL033W,
YOL034W,
YOL035C,
YOL036W,
YOL037C,
YOL038C-A,
YOL038W,-2.6568860608
YOL039W,1.202771121
YOL040C,
YOL041C,-1.1191437095
YOL042W,
YOL043C,
YOL044W,
YOL045W,
YOL046C,
YOL047C,
YOL048C,
YOL049W,
YOL050C,
YOL051W,-2.2628739038
YOL052C,-0.4826106179
YOL052CA,
YOL052C-A,
YOL053C-A,
YOL053W,
YOL054W,
YOL055C,
YOL056W,-0.833926998
YOL057W,-1.4155414614
YOL058W,13.4255555556
YOL059W,0.3450806953
YOL060C,0.0523192547
YOL061W,-2.3406237449
YOL062C,
YOL063C,
YOL064C,0.5667581623
YOL065C,
YOL066C,
YOL067C,-0.2487799398
YOL068C,
YOL069W,
YOL070C,1.6133728985
YOL071W,
YOL072W,
YOL073C,
YOL075C,
YOL076W,
YOL077C,-1.7107566432
YOL077W-A,2.4683539434
YOL078W,
YOL079W,
YOL080C,
YOL081W,0.69125
YOL082W,
YOL083C-A,
YOL083W,
YOL084W,
YOL085C,
YOL085W-A,
YOL086C,
YOL086W-A,
YOL087C,
YOL088C,0.3637500538
YOL089C,
YOL090W,0.0060815114
YOL091W,
YOL092W,1.0313466625
YOL093W,0.4195496949
YOL094C,
YOL095C,
YOL096C,
YOL097C,-1.5760061538
YOL097W-A,
YOL098C,-1.2345972802
YOL099C,
YOL100W,
YOL101C,
YOL102C,
YOL103W,
YOL103W-A,
YOL103W-B,
YOL104C,
YOL105C,
YOL106W,
YOL107W,
YOL108C,
YOL109W,
YOL110W,
YOL111C,-1.7318801316
YOL112W,
YOL113W,
YOL114C,
YOL115W,2.4195496949
YOL116W,
YOL117W,
YOL118C,
YOL119C,
YOL120C,
YOL121C,-0.4661735343
YOL122C,
YOL123W,
YOL124C,1.2386417214
YOL125W,
YOL126C,10.7117494182
YOL127W,
YOL128C,
YOL129W,2.8502137546
YOL130W,-2.4124292807
YOL131W,
YOL132W,
YOL133W,
YOL134C,-1.3705372028
YOL135C,
YOL136C,
YOL137W,
YOL138C,
YOL139C,-1.5314145148
YOL140W,
YOL141W,-3.0244498496
YOL142W,0.7223076203
YOL143C,16.4531062455
YOL144W,30.1715397541
YOL145C,-0.449664298
YOL146W,
YOL147C,-1.9120643157
YOL148C,
YOL149W,-0.5208333333
YOL150C,
YOL151W,12.2773076923
YOL152W,
YOL153C,
YOL154W,
YOL155C,
YOL155W-A,
YOL156W,
YOL157C,
YOL158C,
YOL159C,
YOL159C-A,
YOL160W,
YOL161C,
YOL162W,
YOL163W,
YOL164W,
YOL164W-A,
YOL165C,
YOL166C,
YOL166W-A,
YOR001W,-3.0683681403
YOR002W,
YOR003W,
YOR004W,
YOR005C,
YOR006C,0.1021988835
YOR007C,-0.1246106083
YOR008C,-1.7402118287
YOR008C-A,
YOR008W-B,
YOR009W,
YOR010C,
YOR011W,
YOR011W-A,
YOR012W,
YOR013W,
YOR014W,-2.7032122918
YOR015W,
YOR016C,-1.6552974349
YOR017W,
YOR018W,-0.6080757002
YOR019W,
YOR020C,
YOR020W-A,
YOR021C,
YOR022C,
YOR023C,
YOR024W,
YOR025W,
YOR026W,
YOR027W,1.0850404576
YOR028C,
YOR029W,
YOR030W,
YOR031W,
YOR032C,
YOR032W-A,
YOR033C,
YOR034C,
YOR034C-A,
YOR035C,
YOR036W,
YOR037W,
YOR038C,
YOR039W,-1.1001962982
YOR040W,
YOR041C,
YOR042W,-0.7274125117
YOR043W,-0.3274292807
YOR044W,
YOR045W,
YOR046C,-1.9909349728
YOR047C,
YOR048C,3.4177986369
YOR049C,
YOR050C,
YOR051C,0.0287877872
YOR052C,
YOR053W,
YOR054C,
YOR055W,
YOR056C,
YOR057W,
YOR058C,
YOR059C,
YOR060C,
YOR061W,-1.6544079991
YOR062C,
YOR063W,0.1538521324
YOR064C,
YOR065W,7.9293836901
YOR066W,
YOR067C,
YOR068C,
YOR069W,-2.7558367753
YOR070C,
YOR071C,
YOR072W,
YOR072W-A,
YOR072W-B,
YOR073W,
YOR073W-A,
YOR074C,
YOR075W,-0.2528739038
YOR076C,
YOR077W,
YOR078W,
YOR079C,
YOR080W,
YOR081C,
YOR082C,
YOR083W,-3.5249260193
YOR084W,
YOR085W,
YOR086C,0.7135646499
YOR087W,2.9361520556
YOR088W,
YOR089C,-1.7708411928
YOR090C,
YOR091W,
YOR092W,
YOR093C,
YOR094W,1.7202177414
YOR095C,1.7138416576
YOR096W,
YOR097C,
YOR098C,0.2407204721
YOR099W,-1.6956070081
YOR100C,
YOR101W,-1.2336117517
YOR102W,
YOR103C,
YOR104W,0.5783728985
YOR105W,
YOR106W,
YOR107W,
YOR108C-A,
YOR108W,0.8901637099
YOR109W,-0.3483964429
YOR110W,
YOR111W,
YOR112W,-2.5740868504
YOR113W,
YOR114W,
YOR115C,
YOR116C,1.2509658754
YOR117W,
YOR118W,-0.8765453148
YOR119C,
YOR120W,
YOR121C,
YOR122C,-2.1109299087
YOR123C,-0.0614786546
YOR124C,
YOR125C,
YOR126C,
YOR127W,
YOR128C,1.6583054607
YOR129C,
YOR130C,-1.0696168448
YOR131C,-1.5040481354
YOR132W,2.2400619925
YOR133W,2.2260692328
YOR134W,
YOR135C,
YOR136W,13.0317165204
YOR137C,
YOR138C,-1.5236257259
YOR139C,
YOR140W,
YOR141C,
